,hue,performance,model,dataset_name,level,repeat,seed,use_train_data
55,test_performance_singlemodelFalse,0.8875572313493132,CatBoostModel,146818,1,5,20,True
56,test_performance_singlemodelFalse,0.891866415297603,XGBoostModel,146818,2,5,20,True
57,test_performance_singlemodelFalse,0.8695798545650417,XTModel,146818,2,5,20,True
58,test_performance_singlemodelFalse,0.8981955292216537,RFModel,146818,2,5,20,True
59,test_performance_singlemodelFalse,0.8804874764341503,TabularNeuralNetModel,146818,2,5,20,True
60,test_performance_singlemodelFalse,0.8885671963371937,LinearModel,146818,2,5,20,True
61,test_performance_singlemodelFalse,0.9268112038782655,LGBModel,146818,2,5,20,True
62,test_performance_singlemodelFalse,0.8981955292216537,CatBoostModel,146818,2,5,20,True
63,test_performance_singlemodelFalse,0.8695798545650417,XGBoostModel,146818,3,5,20,True
64,test_performance_singlemodelFalse,0.882238082413143,XTModel,146818,3,5,20,True
65,test_performance_singlemodelFalse,0.8928763802854834,RFModel,146818,3,5,20,True
66,test_performance_singlemodelFalse,0.867829248586049,TabularNeuralNetModel,146818,3,5,20,True
67,test_performance_singlemodelFalse,0.9235119849178561,LinearModel,146818,3,5,20,True
68,test_performance_singlemodelFalse,0.9088338270939941,LGBModel,146818,3,5,20,True
69,test_performance_singlemodelFalse,0.8981955292216537,CatBoostModel,146818,3,5,20,True
70,test_performance_singlemodelFalse,0.899205494209534,XGBoostModel,146818,4,5,20,True
71,test_performance_singlemodelFalse,0.8885671963371937,XTModel,146818,4,5,20,True
72,test_performance_singlemodelFalse,0.9045246431457044,RFModel,146818,4,5,20,True
73,test_performance_singlemodelFalse,0.8741583625100997,TabularNeuralNetModel,146818,4,5,20,True
74,test_performance_singlemodelFalse,0.8928763802854834,LinearModel,146818,4,5,20,True
75,test_performance_singlemodelFalse,0.8971855642337732,LGBModel,146818,4,5,20,True
76,test_performance_singlemodelFalse,0.8865472663614328,CatBoostModel,146818,4,5,20,True
77,test_performance_singlemodelFalse,0.8865472663614328,XGBoostModel,146818,5,5,20,True
78,test_performance_singlemodelFalse,0.9035146781578238,XTModel,146818,5,5,20,True
79,test_performance_singlemodelFalse,0.9141529760301643,RFModel,146818,5,5,20,True
80,test_performance_singlemodelFalse,0.8868165903582008,TabularNeuralNetModel,146818,5,5,20,True
81,test_performance_singlemodelFalse,0.891866415297603,LinearModel,146818,5,5,20,True
82,test_performance_singlemodelFalse,0.9151629410180446,LGBModel,146818,5,5,20,True
83,test_performance_singlemodelFalse,0.901494748182063,CatBoostModel,146818,5,5,20,True
84,test_performance_singlemodelTrue,0.8981955292216537,XGBoostModel,146818,0,10,20,True
85,test_performance_singlemodelTrue,0.8715997845408026,XTModel,146818,0,10,20,True
86,test_performance_singlemodelTrue,0.8769189334769728,RFModel,146818,0,10,20,True
87,test_performance_singlemodelTrue,0.8288446000538647,TabularNeuralNetModel,146818,0,10,20,True
88,test_performance_singlemodelTrue,0.8842580123889039,LinearModel,146818,0,10,20,True
89,test_performance_singlemodelTrue,0.9141529760301643,LGBModel,146818,0,10,20,True
90,test_performance_singlemodelTrue,0.8875572313493132,CatBoostModel,146818,0,10,20,True
91,test_performance_singlemodelTrue,0.8981955292216537,XGBoostModel,146818,1,10,20,True
92,test_performance_singlemodelTrue,0.8662806356046324,XTModel,146818,1,10,20,True
93,test_performance_singlemodelTrue,0.8832480474010234,RFModel,146818,1,10,20,True
94,test_performance_singlemodelTrue,0.8288446000538647,TabularNeuralNetModel,146818,1,10,20,True
95,test_performance_singlemodelTrue,0.889577161325074,LinearModel,146818,1,10,20,True
96,test_performance_singlemodelTrue,0.9098437920818745,LGBModel,146818,1,10,20,True
97,test_performance_singlemodelTrue,0.8759089684890924,CatBoostModel,146818,1,10,20,True
98,test_performance_singlemodelTrue,0.8938863452733639,XGBoostModel,146818,2,10,20,True
99,test_performance_singlemodelTrue,0.8652706706167519,XTModel,146818,2,10,20,True
100,test_performance_singlemodelTrue,0.882238082413143,RFModel,146818,2,10,20,True
101,test_performance_singlemodelTrue,0.834163748990035,TabularNeuralNetModel,146818,2,10,20,True
102,test_performance_singlemodelTrue,0.889577161325074,LinearModel,146818,2,10,20,True
103,test_performance_singlemodelTrue,0.920482089954215,LGBModel,146818,2,10,20,True
104,test_performance_singlemodelTrue,0.8875572313493132,CatBoostModel,146818,2,10,20,True
105,test_performance_singlemodelTrue,0.8981955292216537,XGBoostModel,146818,3,10,20,True
106,test_performance_singlemodelTrue,0.8662806356046324,XTModel,146818,3,10,20,True
107,test_performance_singlemodelTrue,0.8885671963371937,RFModel,146818,3,10,20,True
108,test_performance_singlemodelTrue,0.8278346350659844,TabularNeuralNetModel,146818,3,10,20,True
109,test_performance_singlemodelTrue,0.889577161325074,LinearModel,146818,3,10,20,True
110,test_performance_singlemodelTrue,0.9035146781578238,LGBModel,146818,3,10,20,True
111,test_performance_singlemodelTrue,0.8875572313493132,CatBoostModel,146818,3,10,20,True
112,test_performance_singlemodelTrue,0.9045246431457044,XGBoostModel,146818,4,10,20,True
113,test_performance_singlemodelTrue,0.8652706706167519,XTModel,146818,4,10,20,True
114,test_performance_singlemodelTrue,0.882238082413143,RFModel,146818,4,10,20,True
115,test_performance_singlemodelTrue,0.8278346350659844,TabularNeuralNetModel,146818,4,10,20,True
116,test_performance_singlemodelTrue,0.889577161325074,LinearModel,146818,4,10,20,True
117,test_performance_singlemodelTrue,0.9068138971182332,LGBModel,146818,4,10,20,True
118,test_performance_singlemodelTrue,0.8938863452733639,CatBoostModel,146818,4,10,20,True
119,test_performance_singlemodelTrue,0.8875572313493132,XGBoostModel,146818,5,10,20,True
120,test_performance_singlemodelTrue,0.8662806356046324,XTModel,146818,5,10,20,True
121,test_performance_singlemodelTrue,0.8832480474010234,RFModel,146818,5,10,20,True
122,test_performance_singlemodelTrue,0.8404928629140856,TabularNeuralNetModel,146818,5,10,20,True
123,test_performance_singlemodelTrue,0.889577161325074,LinearModel,146818,5,10,20,True
124,test_performance_singlemodelTrue,0.9088338270939941,LGBModel,146818,5,10,20,True
125,test_performance_singlemodelTrue,0.8812281174252625,CatBoostModel,146818,5,10,20,True
126,test_performance_singlemodelFalse,0.8981955292216537,XGBoostModel,146818,0,10,20,True
127,test_performance_singlemodelFalse,0.8715997845408026,XTModel,146818,0,10,20,True
128,test_performance_singlemodelFalse,0.8769189334769728,RFModel,146818,0,10,20,True
129,test_performance_singlemodelFalse,0.8025181793697818,TabularNeuralNetModel,146818,0,10,20,True
130,test_performance_singlemodelFalse,0.8842580123889039,LinearModel,146818,0,10,20,True
131,test_performance_singlemodelFalse,0.9141529760301643,LGBModel,146818,0,10,20,True
132,test_performance_singlemodelFalse,0.8875572313493132,CatBoostModel,146818,0,10,20,True
133,test_performance_singlemodelFalse,0.8812281174252625,XGBoostModel,146818,1,10,20,True
134,test_performance_singlemodelFalse,0.8769189334769728,XTModel,146818,1,10,20,True
135,test_performance_singlemodelFalse,0.8769189334769728,RFModel,146818,1,10,20,True
136,test_performance_singlemodelFalse,0.8868165903582008,TabularNeuralNetModel,146818,1,10,20,True
137,test_performance_singlemodelFalse,0.882238082413143,LinearModel,146818,1,10,20,True
138,test_performance_singlemodelFalse,0.8961755992458929,LGBModel,146818,1,10,20,True
139,test_performance_singlemodelFalse,0.8759089684890924,CatBoostModel,146818,1,10,20,True
140,test_performance_singlemodelFalse,0.882238082413143,XGBoostModel,146818,2,10,20,True
141,test_performance_singlemodelFalse,0.9002154591974145,XTModel,146818,2,10,20,True
142,test_performance_singlemodelFalse,0.8938863452733639,RFModel,146818,2,10,20,True
143,test_performance_singlemodelFalse,0.8868165903582008,TabularNeuralNetModel,146818,2,10,20,True
144,test_performance_singlemodelFalse,0.8885671963371937,LinearModel,146818,2,10,20,True
145,test_performance_singlemodelFalse,0.9194721249663345,LGBModel,146818,2,10,20,True
146,test_performance_singlemodelFalse,0.9045246431457044,CatBoostModel,146818,2,10,20,True
147,test_performance_singlemodelFalse,0.882238082413143,XGBoostModel,146818,3,10,20,True
148,test_performance_singlemodelFalse,0.8898464853218422,XTModel,146818,3,10,20,True
149,test_performance_singlemodelFalse,0.8812281174252625,RFModel,146818,3,10,20,True
150,test_performance_singlemodelFalse,0.8868165903582008,TabularNeuralNetModel,146818,3,10,20,True
151,test_performance_singlemodelFalse,0.9002154591974145,LinearModel,146818,3,10,20,True
152,test_performance_singlemodelFalse,0.9035146781578238,LGBModel,146818,3,10,20,True
153,test_performance_singlemodelFalse,0.8875572313493132,CatBoostModel,146818,3,10,20,True
154,test_performance_singlemodelFalse,0.9098437920818745,XGBoostModel,146818,4,10,20,True
155,test_performance_singlemodelFalse,0.8812281174252625,XTModel,146818,4,10,20,True
156,test_performance_singlemodelFalse,0.9045246431457044,RFModel,146818,4,10,20,True
157,test_performance_singlemodelFalse,0.8868165903582008,TabularNeuralNetModel,146818,4,10,20,True
158,test_performance_singlemodelFalse,0.8769189334769728,LinearModel,146818,4,10,20,True
159,test_performance_singlemodelFalse,0.9268112038782655,LGBModel,146818,4,10,20,True
160,test_performance_singlemodelFalse,0.891866415297603,CatBoostModel,146818,4,10,20,True
161,test_performance_singlemodelFalse,0.882238082413143,XGBoostModel,146818,5,10,20,True
162,test_performance_singlemodelFalse,0.8789388634527335,XTModel,146818,5,10,20,True
163,test_performance_singlemodelFalse,0.8769189334769728,RFModel,146818,5,10,20,True
164,test_performance_singlemodelFalse,0.8868165903582008,TabularNeuralNetModel,146818,5,10,20,True
165,test_performance_singlemodelFalse,0.899205494209534,LinearModel,146818,5,10,20,True
166,test_performance_singlemodelFalse,0.8685698895771613,LGBModel,146818,5,10,20,True
167,test_performance_singlemodelFalse,0.8875572313493132,CatBoostModel,146818,5,10,20,True
