,hue,performance,model,dataset_name,level,repeat,seed,use_train_data
0,test_performance_singlemodelTrue,0.9045246431457044,XGBoostModel,146818,0,5,20,True
1,test_performance_singlemodelTrue,0.8715997845408026,XTModel,146818,0,5,20,True
2,test_performance_singlemodelTrue,0.882238082413143,RFModel,146818,0,5,20,True
3,test_performance_singlemodelTrue,0.8288446000538647,TabularNeuralNetModel,146818,0,5,20,True
4,test_performance_singlemodelTrue,0.8842580123889039,LinearModel,146818,0,5,20,True
5,test_performance_singlemodelTrue,0.9141529760301643,LGBModel,146818,0,5,20,True
6,test_performance_singlemodelTrue,0.8938863452733639,CatBoostModel,146818,0,5,20,True
7,test_performance_singlemodelTrue,0.8981955292216537,XGBoostModel,146818,1,5,20,True
8,test_performance_singlemodelTrue,0.8662806356046324,XTModel,146818,1,5,20,True
9,test_performance_singlemodelTrue,0.8885671963371937,RFModel,146818,1,5,20,True
10,test_performance_singlemodelTrue,0.8288446000538647,TabularNeuralNetModel,146818,1,5,20,True
11,test_performance_singlemodelTrue,0.889577161325074,LinearModel,146818,1,5,20,True
12,test_performance_singlemodelTrue,0.8928763802854834,LGBModel,146818,1,5,20,True
13,test_performance_singlemodelTrue,0.882238082413143,CatBoostModel,146818,1,5,20,True
14,test_performance_singlemodelTrue,0.899205494209534,XGBoostModel,146818,2,5,20,True
15,test_performance_singlemodelTrue,0.8652706706167519,XTModel,146818,2,5,20,True
16,test_performance_singlemodelTrue,0.8875572313493132,RFModel,146818,2,5,20,True
17,test_performance_singlemodelTrue,0.8288446000538647,TabularNeuralNetModel,146818,2,5,20,True
18,test_performance_singlemodelTrue,0.889577161325074,LinearModel,146818,2,5,20,True
19,test_performance_singlemodelTrue,0.9088338270939941,LGBModel,146818,2,5,20,True
20,test_performance_singlemodelTrue,0.8875572313493132,CatBoostModel,146818,2,5,20,True
21,test_performance_singlemodelTrue,0.8981955292216537,XGBoostModel,146818,3,5,20,True
22,test_performance_singlemodelTrue,0.8662806356046324,XTModel,146818,3,5,20,True
23,test_performance_singlemodelTrue,0.8938863452733639,RFModel,146818,3,5,20,True
24,test_performance_singlemodelTrue,0.834163748990035,TabularNeuralNetModel,146818,3,5,20,True
25,test_performance_singlemodelTrue,0.889577161325074,LinearModel,146818,3,5,20,True
26,test_performance_singlemodelTrue,0.9025047131699434,LGBModel,146818,3,5,20,True
27,test_performance_singlemodelTrue,0.882238082413143,CatBoostModel,146818,3,5,20,True
28,test_performance_singlemodelTrue,0.899205494209534,XGBoostModel,146818,4,5,20,True
29,test_performance_singlemodelTrue,0.8652706706167519,XTModel,146818,4,5,20,True
30,test_performance_singlemodelTrue,0.8875572313493132,RFModel,146818,4,5,20,True
31,test_performance_singlemodelTrue,0.834163748990035,TabularNeuralNetModel,146818,4,5,20,True
32,test_performance_singlemodelTrue,0.889577161325074,LinearModel,146818,4,5,20,True
33,test_performance_singlemodelTrue,0.9141529760301643,LGBModel,146818,4,5,20,True
34,test_performance_singlemodelTrue,0.8875572313493132,CatBoostModel,146818,4,5,20,True
35,test_performance_singlemodelTrue,0.8875572313493132,XGBoostModel,146818,5,5,20,True
36,test_performance_singlemodelTrue,0.8662806356046324,XTModel,146818,5,5,20,True
37,test_performance_singlemodelTrue,0.8885671963371937,RFModel,146818,5,5,20,True
38,test_performance_singlemodelTrue,0.834163748990035,TabularNeuralNetModel,146818,5,5,20,True
39,test_performance_singlemodelTrue,0.889577161325074,LinearModel,146818,5,5,20,True
40,test_performance_singlemodelTrue,0.8971855642337732,LGBModel,146818,5,5,20,True
41,test_performance_singlemodelTrue,0.882238082413143,CatBoostModel,146818,5,5,20,True
42,test_performance_singlemodelFalse,0.9045246431457044,XGBoostModel,146818,0,5,20,True
43,test_performance_singlemodelFalse,0.8715997845408026,XTModel,146818,0,5,20,True
44,test_performance_singlemodelFalse,0.882238082413143,RFModel,146818,0,5,20,True
45,test_performance_singlemodelFalse,0.7825208726097496,TabularNeuralNetModel,146818,0,5,20,True
46,test_performance_singlemodelFalse,0.8842580123889039,LinearModel,146818,0,5,20,True
47,test_performance_singlemodelFalse,0.9141529760301643,LGBModel,146818,0,5,20,True
48,test_performance_singlemodelFalse,0.8938863452733639,CatBoostModel,146818,0,5,20,True
49,test_performance_singlemodelFalse,0.8928763802854834,XGBoostModel,146818,1,5,20,True
50,test_performance_singlemodelFalse,0.8769189334769728,XTModel,146818,1,5,20,True
51,test_performance_singlemodelFalse,0.8885671963371937,RFModel,146818,1,5,20,True
52,test_performance_singlemodelFalse,0.8868165903582008,TabularNeuralNetModel,146818,1,5,20,True
53,test_performance_singlemodelFalse,0.8928763802854834,LinearModel,146818,1,5,20,True
54,test_performance_singlemodelFalse,0.8855373013735524,LGBModel,146818,1,5,20,True
