,hue,performance,model,dataset_name,level,repeat,seed,use_train_data
0,test_performance_singlemodelTrue,0.72516615841739,XGBoostModel,53,0,5,52,True
1,test_performance_singlemodelTrue,0.7247126436781609,XTModel,53,0,5,52,True
2,test_performance_singlemodelTrue,0.7082121354288842,RFModel,53,0,5,52,True
3,test_performance_singlemodelTrue,0.7711431699116429,TabularNeuralNetModel,53,0,5,52,True
4,test_performance_singlemodelTrue,0.7874042145593869,LinearModel,53,0,5,52,True
5,test_performance_singlemodelTrue,0.7299808429118774,LGBModel,53,0,5,52,True
6,test_performance_singlemodelTrue,0.7222447024786927,CatBoostModel,53,0,5,52,True
7,test_performance_singlemodelTrue,0.7250224802564704,XGBoostModel,53,1,5,52,True
8,test_performance_singlemodelTrue,0.7405876143560872,XTModel,53,1,5,52,True
9,test_performance_singlemodelTrue,0.7339305262334819,RFModel,53,1,5,52,True
10,test_performance_singlemodelTrue,0.7598629681757761,TabularNeuralNetModel,53,1,5,52,True
11,test_performance_singlemodelTrue,0.7830938697318008,LinearModel,53,1,5,52,True
12,test_performance_singlemodelTrue,0.7704501915708812,LGBModel,53,1,5,52,True
13,test_performance_singlemodelTrue,0.7906355070763937,CatBoostModel,53,1,5,52,True
14,test_performance_singlemodelTrue,0.7154439361951677,XGBoostModel,53,2,5,52,True
15,test_performance_singlemodelTrue,0.7533749706779262,XTModel,53,2,5,52,True
16,test_performance_singlemodelTrue,0.7166891469231371,RFModel,53,2,5,52,True
17,test_performance_singlemodelTrue,0.7485827664399093,TabularNeuralNetModel,53,2,5,52,True
18,test_performance_singlemodelTrue,0.7915708812260536,LinearModel,53,2,5,52,True
19,test_performance_singlemodelTrue,0.7313697318007663,LGBModel,53,2,5,52,True
20,test_performance_singlemodelTrue,0.7519860817890374,CatBoostModel,53,2,5,52,True
21,test_performance_singlemodelTrue,0.7236335913675815,XGBoostModel,53,3,5,52,True
22,test_performance_singlemodelTrue,0.723777269528501,XTModel,53,3,5,52,True
23,test_performance_singlemodelTrue,0.7337868480725624,RFModel,53,3,5,52,True
24,test_performance_singlemodelTrue,0.76489170380796,TabularNeuralNetModel,53,3,5,52,True
25,test_performance_singlemodelTrue,0.7787835249042145,LinearModel,53,3,5,52,True
26,test_performance_singlemodelTrue,0.7561302681992338,LGBModel,53,3,5,52,True
27,test_performance_singlemodelTrue,0.7525607944327155,CatBoostModel,53,3,5,52,True
28,test_performance_singlemodelTrue,0.7066795683790758,XGBoostModel,53,4,5,52,True
29,test_performance_singlemodelTrue,0.723777269528501,XTModel,53,4,5,52,True
30,test_performance_singlemodelTrue,0.7080684572679646,RFModel,53,4,5,52,True
31,test_performance_singlemodelTrue,0.7658974509343968,TabularNeuralNetModel,53,4,5,52,True
32,test_performance_singlemodelTrue,0.7915708812260536,LinearModel,53,4,5,52,True
33,test_performance_singlemodelTrue,0.7440134099616857,LGBModel,53,4,5,52,True
34,test_performance_singlemodelTrue,0.7432217139729455,CatBoostModel,53,4,5,52,True
35,test_performance_singlemodelTrue,0.7237772695285011,XGBoostModel,53,5,5,52,True
36,test_performance_singlemodelTrue,0.7404439361951677,XTModel,53,5,5,52,True
37,test_performance_singlemodelTrue,0.7467178825553211,RFModel,53,5,5,52,True
38,test_performance_singlemodelTrue,0.7880971929001486,TabularNeuralNetModel,53,5,5,52,True
39,test_performance_singlemodelTrue,0.7787835249042145,LinearModel,53,5,5,52,True
40,test_performance_singlemodelTrue,0.7402777777777778,LGBModel,53,5,5,52,True
41,test_performance_singlemodelTrue,0.7356067714442098,CatBoostModel,53,5,5,52,True
42,test_performance_singlemodelFalse,0.72516615841739,XGBoostModel,53,0,5,52,True
43,test_performance_singlemodelFalse,0.7247126436781609,XTModel,53,0,5,52,True
44,test_performance_singlemodelFalse,0.7082121354288842,RFModel,53,0,5,52,True
45,test_performance_singlemodelFalse,0.7596489170380796,TabularNeuralNetModel,53,0,5,52,True
46,test_performance_singlemodelFalse,0.7874042145593869,LinearModel,53,0,5,52,True
47,test_performance_singlemodelFalse,0.7299808429118774,LGBModel,53,0,5,52,True
48,test_performance_singlemodelFalse,0.7222447024786927,CatBoostModel,53,0,5,52,True
49,test_performance_singlemodelFalse,0.7898946360153257,XGBoostModel,53,1,5,52,True
50,test_performance_singlemodelFalse,0.7845052388771601,XTModel,53,1,5,52,True
51,test_performance_singlemodelFalse,0.7686302681992337,RFModel,53,1,5,52,True
52,test_performance_singlemodelFalse,0.7662581124403784,TabularNeuralNetModel,53,1,5,52,True
53,test_performance_singlemodelFalse,0.8281130268199234,LinearModel,53,1,5,52,True
54,test_performance_singlemodelFalse,0.7999042145593869,LGBModel,53,1,5,52,True
55,test_performance_singlemodelFalse,0.7932696066932521,CatBoostModel,53,1,5,52,True
56,test_performance_singlemodelFalse,0.7724362733599188,XGBoostModel,53,2,5,52,True
57,test_performance_singlemodelFalse,0.7684132848541716,XTModel,53,2,5,52,True
58,test_performance_singlemodelFalse,0.7639592618656659,RFModel,53,2,5,52,True
59,test_performance_singlemodelFalse,0.7965742043944015,TabularNeuralNetModel,53,2,5,52,True
60,test_performance_singlemodelFalse,0.7986590038314176,LinearModel,53,2,5,52,True
61,test_performance_singlemodelFalse,0.7607504496051294,LGBModel,53,2,5,52,True
62,test_performance_singlemodelFalse,0.771717882555321,CatBoostModel,53,2,5,52,True
63,test_performance_singlemodelFalse,0.7761719055438268,XGBoostModel,53,3,5,52,True
64,test_performance_singlemodelFalse,0.8020339745093441,XTModel,53,3,5,52,True
65,test_performance_singlemodelFalse,0.7763155837047462,RFModel,53,3,5,52,True
66,test_performance_singlemodelFalse,0.775453514739229,TabularNeuralNetModel,53,3,5,52,True
67,test_performance_singlemodelFalse,0.8145339745093441,LinearModel,53,3,5,52,True
68,test_performance_singlemodelFalse,0.7902044725936352,LGBModel,53,3,5,52,True
69,test_performance_singlemodelFalse,0.7886719055438267,CatBoostModel,53,3,5,52,True
70,test_performance_singlemodelFalse,0.7846489170380797,XGBoostModel,53,4,5,52,True
71,test_performance_singlemodelFalse,0.7972925951989991,XTModel,53,4,5,52,True
72,test_performance_singlemodelFalse,0.780482250371413,RFModel,53,4,5,52,True
73,test_performance_singlemodelFalse,0.7753098365783095,TabularNeuralNetModel,53,4,5,52,True
74,test_performance_singlemodelFalse,0.7972925951989991,LinearModel,53,4,5,52,True
75,test_performance_singlemodelFalse,0.7614209476894207,LGBModel,53,4,5,52,True
76,test_performance_singlemodelFalse,0.7886719055438267,CatBoostModel,53,4,5,52,True
77,test_performance_singlemodelFalse,0.7676948940495738,XGBoostModel,53,5,5,52,True
78,test_performance_singlemodelFalse,0.7467178825553211,XTModel,53,5,5,52,True
79,test_performance_singlemodelFalse,0.7636719055438268,RFModel,53,5,5,52,True
80,test_performance_singlemodelFalse,0.7587868480725624,TabularNeuralNetModel,53,5,5,52,True
81,test_performance_singlemodelFalse,0.8268902963484244,LinearModel,53,5,5,52,True
82,test_performance_singlemodelFalse,0.7493519821721792,LGBModel,53,5,5,52,True
83,test_performance_singlemodelFalse,0.756152748455704,CatBoostModel,53,5,5,52,True
84,test_performance_singlemodelTrue,0.7208558135898038,XGBoostModel,53,0,10,52,True
85,test_performance_singlemodelTrue,0.7247126436781609,XTModel,53,0,10,52,True
86,test_performance_singlemodelTrue,0.7094573461568535,RFModel,53,0,10,52,True
87,test_performance_singlemodelTrue,0.7590742043944014,TabularNeuralNetModel,53,0,10,52,True
88,test_performance_singlemodelTrue,0.7874042145593869,LinearModel,53,0,10,52,True
89,test_performance_singlemodelTrue,0.7312260536398467,LGBModel,53,0,10,52,True
