,hue,performance,model,dataset_name,level,repeat,seed,use_train_data
0,test_performance_singlemodelTrue,0.9683376370491218,XGBoostModel,146822,0,5,33,True
1,test_performance_singlemodelTrue,0.968428442602112,XTModel,146822,0,5,33,True
2,test_performance_singlemodelTrue,0.9684690400376675,RFModel,146822,0,5,33,True
3,test_performance_singlemodelTrue,0.9523822520461176,TabularNeuralNetModel,146822,0,5,33,True
4,test_performance_singlemodelTrue,0.9470864015121718,LinearModel,146822,0,5,33,True
5,test_performance_singlemodelTrue,0.9735256381754981,LGBModel,146822,0,5,33,True
6,test_performance_singlemodelTrue,0.9787384925480165,CatBoostModel,146822,0,5,33,True
7,test_performance_singlemodelTrue,0.9751633302893808,XGBoostModel,146822,1,5,33,True
8,test_performance_singlemodelTrue,0.9687930898855269,XTModel,146822,1,5,33,True
9,test_performance_singlemodelTrue,0.9684690400376675,RFModel,146822,1,5,33,True
10,test_performance_singlemodelTrue,0.9453378958420975,TabularNeuralNetModel,146822,1,5,33,True
11,test_performance_singlemodelTrue,0.9470864015121718,LinearModel,146822,1,5,33,True
12,test_performance_singlemodelTrue,0.9719127993077574,LGBModel,146822,1,5,33,True
13,test_performance_singlemodelTrue,0.9788615047158464,CatBoostModel,146822,1,5,33,True
14,test_performance_singlemodelTrue,0.9753293226122359,XGBoostModel,146822,2,5,33,True
15,test_performance_singlemodelTrue,0.9653917293413092,XTModel,146822,2,5,33,True
16,test_performance_singlemodelTrue,0.9684690400376675,RFModel,146822,2,5,33,True
17,test_performance_singlemodelTrue,0.9471693976735993,TabularNeuralNetModel,146822,2,5,33,True
18,test_performance_singlemodelTrue,0.9470864015121718,LinearModel,146822,2,5,33,True
19,test_performance_singlemodelTrue,0.9754401361684276,LGBModel,146822,2,5,33,True
20,test_performance_singlemodelTrue,0.9806930065473483,CatBoostModel,146822,2,5,33,True
21,test_performance_singlemodelTrue,0.9719279620680182,XGBoostModel,146822,3,5,33,True
22,test_performance_singlemodelTrue,0.9686622683261339,XTModel,146822,3,5,33,True
23,test_performance_singlemodelTrue,0.9685998615970605,RFModel,146822,3,5,33,True
24,test_performance_singlemodelTrue,0.9435742274117623,TabularNeuralNetModel,146822,3,5,33,True
25,test_performance_singlemodelTrue,0.9470864015121718,LinearModel,146822,3,5,33,True
26,test_performance_singlemodelTrue,0.9754401361684276,LGBModel,146822,3,5,33,True
