,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,40,5,1,2,cv,1.0,40981,best_individual_model,0,0.9601909244131424,0.8760987414377629,0.839095211357985,0.0420309617389909,64
1,autosklearn,40,5,1,2,cv,1.0,40981,best_ensemble_model,0,0.8933491418247517,inf,0.8682922916499558,0.0018448704580090736,64
2,autosklearn,40,5,1,2,cv,1.0,40981,best_individual_model,1,0.9601909244131424,0.8760987414377629,0.839095211357985,0.0420309617389909,64
3,autosklearn,40,5,1,2,cv,1.0,40981,best_ensemble_model,1,0.8997289972899729,inf,0.8683323975294779,0.0,64
4,autosklearn,40,5,1,2,cv,1.0,40981,best_individual_model,2,0.9595497149947696,0.8761398228053748,0.8482393518889869,0.02743242159300563,64
5,autosklearn,40,5,1,2,cv,1.0,40981,best_ensemble_model,2,0.8956639566395663,inf,0.8518488810459613,0.01828828106200353,64
6,autosklearn,40,5,1,2,cv,1.0,40981,best_individual_model,3,0.9601909244131424,0.8760987414377629,0.839095211357985,0.0420309617389909,64
7,autosklearn,40,5,1,2,cv,1.0,40981,best_ensemble_model,3,0.9020438121047876,inf,0.8500040105879523,0.014678751905029208,64
8,autosklearn,40,5,1,2,cv,1.0,40981,best_individual_model,4,0.9601909244131424,0.8760987414377629,0.839095211357985,0.0420309617389909,64
9,autosklearn,40,5,1,2,cv,1.0,40981,best_ensemble_model,4,0.8962285456187895,inf,0.8591882569984759,0.0,64
