,Timestamp,single_best_optimization_score,single_best_test_score,single_best_train_score,task_x,fold_x,framework_x,ensemble_optimization_score,ensemble_test_score,task_y,fold_y,framework_y
101,2021-01-01 20:43:15.000,0.25,0.25,0.3405110008073987,vehicle,0.0,autosklearn,0.8471668633,0.7770021645,vehicle,0.0,autosklearn
102,2021-01-01 20:43:17.000,0.6933548560667204,0.6839285714285714,1.0,vehicle,0.0,autosklearn,0.8471668633,0.7770021645,vehicle,0.0,autosklearn
103,2021-01-01 20:43:21.823,0.6933548560667204,0.6839285714285714,1.0,vehicle,0.0,autosklearn,0.8472889634,0.7770021645,vehicle,0.0,autosklearn
104,2021-01-01 20:43:24.000,0.8084611245628195,0.7775432900432901,0.8954753559894304,vehicle,0.0,autosklearn,0.8472889634,0.7770021645,vehicle,0.0,autosklearn
105,2021-01-01 20:43:26.000,0.5662620806688603,0.6298701298701299,0.6824595688980231,vehicle,0.0,autosklearn,0.8472889634,0.7770021645,vehicle,0.0,autosklearn
106,2021-01-01 20:43:30.819,0.5662620806688603,0.6298701298701299,0.6824595688980231,vehicle,0.0,autosklearn,0.8472889634,0.7770021645,vehicle,0.0,autosklearn
107,2021-01-01 20:43:33.000,0.7839914322965171,0.789448051948052,0.8657598722842044,vehicle,0.0,autosklearn,0.8472889634,0.7770021645,vehicle,0.0,autosklearn
108,2021-01-01 20:43:36.000,0.667824548333023,0.6979978354978356,0.7396526044724996,vehicle,0.0,autosklearn,0.8472889634,0.7770021645,vehicle,0.0,autosklearn
109,2021-01-01 20:43:40.583,0.667824548333023,0.6979978354978356,0.7396526044724996,vehicle,0.0,autosklearn,0.8472889634,0.7770021645,vehicle,0.0,autosklearn
110,2021-01-01 20:43:42.000,0.4571180232197182,0.44799783549783545,0.4718252257046389,vehicle,0.0,autosklearn,0.8472889634,0.7770021645,vehicle,0.0,autosklearn
111,2021-01-01 20:43:45.000,0.8158347302415099,0.8376082251082251,0.9980769230769231,vehicle,0.0,autosklearn,0.8472889634,0.7770021645,vehicle,0.0,autosklearn
112,2021-01-01 20:43:49.626,0.8158347302415099,0.8376082251082251,0.9980769230769231,vehicle,0.0,autosklearn,0.867032967,0.7770021645,vehicle,0.0,autosklearn
113,2021-01-01 20:43:51.000,0.42452453384656774,0.49123376623376624,0.47755301612350753,vehicle,0.0,autosklearn,0.867032967,0.7770021645,vehicle,0.0,autosklearn
114,2021-01-01 20:43:53.000,0.25,0.25,0.25,vehicle,0.0,autosklearn,0.867032967,0.7770021645,vehicle,0.0,autosklearn
115,2021-01-01 20:44:06.000,0.7641253285321081,0.7889069264069264,0.9453425480769231,vehicle,0.0,autosklearn,0.867032967,0.7770021645,vehicle,0.0,autosklearn
116,2021-01-01 20:44:11.179,0.7641253285321081,0.7889069264069264,0.9453425480769231,vehicle,0.0,autosklearn,0.8671550672,0.7770021645,vehicle,0.0,autosklearn
117,2021-01-01 20:44:13.000,0.5601094762111711,0.6156385281385282,0.652352619152476,vehicle,0.0,autosklearn,0.8671550672,0.7770021645,vehicle,0.0,autosklearn
118,2021-01-01 20:44:16.000,0.25384615384615383,0.23809523809523814,0.24995527194656486,vehicle,0.0,autosklearn,0.8671550672,0.7770021645,vehicle,0.0,autosklearn
119,2021-01-01 20:44:21.000,0.7610862771879721,0.8024891774891775,0.8212079021090233,vehicle,0.0,autosklearn,0.8671550672,0.7770021645,vehicle,0.0,autosklearn
120,2021-01-01 20:44:25.961,0.7610862771879721,0.8024891774891775,0.8212079021090233,vehicle,0.0,autosklearn,0.8671550672,0.7770021645,vehicle,0.0,autosklearn
121,2021-01-01 20:44:28.000,0.46041783075681386,0.4752164502164502,0.564054624804267,vehicle,0.0,autosklearn,0.8671550672,0.7770021645,vehicle,0.0,autosklearn
122,2021-01-01 20:44:30.000,0.4136617619668468,0.3770021645021645,0.4237006691622627,vehicle,0.0,autosklearn,0.8671550672,0.7770021645,vehicle,0.0,autosklearn
