,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,NeuralNetMXNet_BAG_L0,0.754237,0.746480,4.106421,3.522274,2065.689998,4.106421,3.522274,2065.689998,0,True,1
1,WeightedEnsemble_L1,0.753720,0.746512,17.250619,13.626104,4873.709312,0.005721,0.013658,13.955499,1,True,11
2,NeuralNetMXNet_BAG_L1,0.750206,0.748514,216.370926,60.545523,11197.369886,4.394665,4.123469,1047.212620,1,True,12
3,WeightedEnsemble_L2,0.747004,0.748847,224.783146,65.821710,16690.394566,0.007171,0.013616,17.956168,2,True,25
4,LightGBMCustom_BAG_L1,0.734239,0.737791,214.817917,58.372900,11283.107044,2.841656,1.950845,1132.949777,1,True,24
5,RandomForestGini_BAG_L1,0.731566,0.733210,220.907179,59.791805,10456.640066,8.930918,3.369750,306.482800,1,True,16
6,LightGBM_BAG_L1,0.730509,0.739868,213.468488,57.654595,10457.869924,1.492227,1.232540,307.712658,1,True,20
7,LightGBMXT_BAG_L1,0.730107,0.738186,213.415575,57.666509,10413.058023,1.439314,1.244454,262.900757,1,True,21
8,NeuralNetFastAI_BAG_L1,0.727534,0.733855,219.888811,60.900262,14880.604105,7.912550,4.478208,4730.446839,1,True,13
9,CatBoost_BAG_L1,0.726357,0.738819,212.468760,57.206418,10894.778939,0.492499,0.784363,744.621672,1,True,22
10,RandomForestEntr_BAG_L1,0.725932,0.733886,220.779073,59.801545,10564.835365,8.802812,3.379491,414.678099,1,True,17
11,ExtraTreesGini_BAG_L1,0.725838,0.732252,229.623146,60.796092,10280.295486,17.646885,4.374037,130.138219,1,True,18
12,XGBoost_BAG_L1,0.725664,0.738086,214.376223,58.461341,10454.867486,2.399962,2.039286,304.710220,1,True,23
13,KNeighborsDist_BAG_L1,0.722108,0.716691,234.608405,75.612162,10154.239111,22.632143,19.190107,4.081844,1,True,15
14,KNeighborsUnif_BAG_L1,0.721948,0.727760,234.707501,75.407741,10154.231456,22.731240,18.985686,4.074189,1,True,14
15,ExtraTreesEntr_BAG_L1,0.721936,0.733701,229.527634,60.803596,10287.705184,17.551373,4.381542,137.547917,1,True,19
16,NeuralNetFastAI_BAG_L0,0.714707,0.719758,7.464779,3.932383,3182.555170,7.464779,3.932383,3182.555170,0,True,2
17,LightGBMCustom_BAG_L0,0.678102,0.691621,13.138477,10.090172,2794.063815,13.138477,10.090172,2794.063815,0,True,10
18,XGBoost_BAG_L0,0.669251,0.676652,5.365506,4.783735,1226.728059,5.365506,4.783735,1226.728059,0,True,9
19,LightGBM_BAG_L0,0.648728,0.664519,8.787553,6.886912,207.987254,8.787553,6.886912,207.987254,0,True,7
20,LightGBMXT_BAG_L0,0.640096,0.658154,9.326863,7.348392,216.571267,9.326863,7.348392,216.571267,0,True,8
21,ExtraTreesEntr_BAG_L0,0.596071,0.598383,58.956556,5.369808,129.595412,58.956556,5.369808,129.595412,0,True,6
22,ExtraTreesGini_BAG_L0,0.593869,0.597523,50.700649,5.463174,115.001331,50.700649,5.463174,115.001331,0,True,5
23,RandomForestEntr_BAG_L0,0.591619,0.594722,28.108639,4.455810,112.288535,28.108639,4.455810,112.288535,0,True,4
24,RandomForestGini_BAG_L0,0.589283,0.592065,26.020818,4.569394,99.676425,26.020818,4.569394,99.676425,0,True,3
