,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,CatBoost_BAG_L1,0.860390,0.881847,92.602527,74.129835,14449.284001,0.470244,0.313139,673.887561,1,True,25
1,ExtraTreesEntr_BAG_L1,0.860390,0.883183,101.497743,81.706757,13817.376854,9.365460,7.890060,41.980415,1,True,22
2,NeuralNetMXNet_BAG_L1,0.859848,0.872463,95.108840,76.150855,14100.344732,2.976557,2.334159,324.948292,1,True,15
3,NeuralNetFastAI_BAG_L1,0.849567,0.884271,105.352184,86.399947,14386.377464,13.219901,12.583250,610.981024,1,True,16
4,XGBoost_BAG_L1,0.849026,0.871342,92.861200,74.239871,14163.453779,0.728917,0.423174,388.057339,1,True,26
5,LightGBM_BAG_L1,0.849026,0.884351,93.360785,74.207237,15724.304413,1.228502,0.390541,1948.907974,1,True,23
6,RandomForestGini_BAG_L1,0.849026,0.883069,101.267227,82.028048,13834.661926,9.134944,8.211351,59.265487,1,True,19
7,ExtraTreesGini_BAG_L1,0.849026,0.884519,101.499576,81.936870,13817.375368,9.367293,8.120174,41.978928,1,True,21
8,LightGBMXT_BAG_L1,0.848485,0.889620,93.109589,74.223729,15095.043121,0.977306,0.407032,1319.646681,1,True,24
9,RandomForestEntr_BAG_L1,0.837662,0.877772,101.173406,81.727011,13849.859396,9.041124,7.910315,74.462956,1,True,20
10,WeightedEnsemble_L2,0.837121,0.892265,102.720937,82.748890,15828.876572,0.006160,0.000671,0.680403,2,True,28
11,NeuralNetMXNet_BAG_L0,0.826299,0.852032,1.618434,1.089239,507.137750,1.618434,1.089239,507.137750,0,True,1
12,LightGBMCustom_BAG_L1,0.825758,0.875182,95.366039,74.374010,21502.194502,3.233757,0.557313,7726.798063,1,True,27
13,NeuralNetFastAI_BAG_L0,0.814394,0.864832,12.883285,9.705475,606.210005,12.883285,9.705475,606.210005,0,True,2
14,WeightedEnsemble_L1,0.803030,0.867565,20.194597,12.106331,10309.613369,0.007898,0.000665,0.683003,1,True,14
15,RandomForestEntr_BAG_L0,0.779762,0.748159,11.810518,10.107950,73.267985,11.810518,10.107950,73.267985,0,True,6
16,XGBoost_BAG_L0,0.768939,0.765025,0.922189,0.456721,660.153673,0.922189,0.456721,660.153673,0,True,12
17,LightGBMXT_BAG_L0,0.768398,0.771699,2.031237,0.650931,1442.653002,2.031237,0.650931,1442.653002,0,True,10
18,RandomForestGini_BAG_L0,0.767857,0.750810,11.855772,9.996679,67.959975,11.855772,9.996679,67.959975,0,True,5
19,CatBoost_BAG_L0,0.746212,0.756201,0.449461,0.386117,403.983412,0.449461,0.386117,403.983412,0,True,11
20,LightGBM_BAG_L0,0.745130,0.775497,1.881546,0.552670,2154.864131,1.881546,0.552670,2154.864131,0,True,9
21,LightGBMCustom_BAG_L0,0.745130,0.772900,3.653743,0.660022,7752.929608,3.653743,0.660022,7752.929608,0,True,13
22,ExtraTreesEntr_BAG_L0,0.745130,0.744293,12.267549,10.058614,52.924165,12.267549,10.058614,52.924165,0,True,8
23,ExtraTreesGini_BAG_L0,0.745130,0.741614,12.386309,10.035041,52.363127,12.386309,10.035041,52.363127,0,True,7
24,KNeighborsUnif_BAG_L0,0.639556,0.641456,10.182570,10.056460,0.470456,10.182570,10.056460,0.470456,0,True,3
25,KNeighborsDist_BAG_L0,0.639556,0.643907,10.189671,10.060779,0.479150,10.189671,10.060779,0.479150,0,True,4
26,KNeighborsUnif_BAG_L1,0.639556,0.651645,100.202292,81.731672,13776.160280,8.070010,7.914976,0.763841,1,True,17
27,KNeighborsDist_BAG_L1,0.628193,0.650344,100.212498,81.736016,13776.173647,8.080215,7.919320,0.777207,1,True,18
