,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBM_BAG_L1,0.916667,0.952675,68.258725,57.728295,12454.258507,0.689000,0.373746,1876.050253,1,True,23
1,ExtraTreesGini_BAG_L0,0.898148,0.941358,4.739393,3.703611,33.474777,4.739393,3.703611,33.474777,0,True,7
2,XGBoost_BAG_L1,0.898148,0.949588,68.084443,57.628588,10865.658535,0.514718,0.274039,287.450281,1,True,26
3,LightGBMCustom_BAG_L1,0.898148,0.946502,68.856631,57.765543,19327.377081,1.286906,0.410994,8749.168827,1,True,27
4,WeightedEnsemble_L1,0.898148,0.953704,15.483688,12.985562,7447.285352,0.007962,0.000795,0.918227,1,True,14
5,CatBoost_BAG_L0,0.888889,0.929012,0.601890,0.549272,318.916289,0.601890,0.549272,318.916289,0,True,11
6,RandomForestGini_BAG_L0,0.888889,0.927984,4.515405,3.715273,37.239119,4.515405,3.715273,37.239119,0,True,5
7,ExtraTreesEntr_BAG_L0,0.888889,0.933128,4.689483,3.715896,36.813683,4.689483,3.715896,36.813683,0,True,8
8,NeuralNetMXNet_BAG_L0,0.888889,0.944444,5.439468,5.125648,430.839514,5.439468,5.125648,430.839514,0,True,1
9,CatBoost_BAG_L1,0.888889,0.949588,68.217834,57.968980,11520.435346,0.648109,0.614431,942.227093,1,True,25
10,LightGBMXT_BAG_L1,0.888889,0.953704,68.301410,57.734402,12445.100528,0.731685,0.379853,1866.892274,1,True,24
11,WeightedEnsemble_L2,0.888889,0.954733,68.995389,58.108932,14322.066613,0.004979,0.000783,0.915832,2,True,28
12,ExtraTreesEntr_BAG_L1,0.888889,0.949588,72.094481,64.189842,10608.998484,4.524757,6.835293,30.790231,1,True,22
13,ExtraTreesGini_BAG_L1,0.888889,0.950617,72.549682,64.601748,10609.105454,4.979957,7.247199,30.897200,1,True,21
14,XGBoost_BAG_L0,0.879630,0.929012,0.429248,0.249691,435.963848,0.429248,0.249691,435.963848,0,True,12
15,RandomForestEntr_BAG_L0,0.879630,0.920782,4.535988,3.706463,36.880164,4.535988,3.706463,36.880164,0,True,6
16,RandomForestEntr_BAG_L1,0.879630,0.948560,71.893373,63.090834,10627.862404,4.323649,5.736285,49.654150,1,True,20
17,RandomForestGini_BAG_L1,0.879630,0.944444,71.966010,62.978844,10614.371845,4.396285,5.624295,36.163591,1,True,19
18,KNeighborsDist_BAG_L1,0.870370,0.940329,71.934663,61.155545,10581.565138,4.364938,3.800996,3.356884,1,True,18
19,KNeighborsUnif_BAG_L1,0.870370,0.940329,72.157341,61.155200,10581.555799,4.587616,3.800651,3.347546,1,True,17
20,NeuralNetMXNet_BAG_L1,0.870370,0.930041,76.039297,64.847928,10939.754500,8.469573,7.493379,361.546247,1,True,15
21,LightGBMCustom_BAG_L0,0.861111,0.937243,1.392036,0.362084,6979.441928,1.392036,0.362084,6979.441928,0,True,13
22,KNeighborsDist_BAG_L0,0.824074,0.883745,3.904828,3.793424,2.610905,3.904828,3.793424,2.610905,0,True,4
23,LightGBM_BAG_L0,0.824074,0.861111,0.807184,0.333685,1011.586190,0.807184,0.333685,1011.586190,0,True,9
24,LightGBMXT_BAG_L0,0.814815,0.869342,0.747346,0.318891,868.459528,0.747346,0.318891,868.459528,0,True,10
25,KNeighborsUnif_BAG_L0,0.814815,0.879630,3.895750,3.793634,2.627337,3.895750,3.793634,2.627337,0,True,3
26,NeuralNetFastAI_BAG_L1,0.759259,0.645062,102.795616,90.385204,11083.551818,35.225891,33.030654,505.343564,1,True,16
27,NeuralNetFastAI_BAG_L0,0.416667,0.273663,31.871706,27.986979,383.354971,31.871706,27.986979,383.354971,0,True,2
