,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L1,0.758354,0.750495,10.676344,7.145318,5418.551030,0.005550,0.013188,13.912053,1,True,11
1,NeuralNetMXNet_BAG_L1,0.758089,0.749112,294.853911,58.465812,11191.152824,4.683522,3.729716,956.267996,1,True,12
2,WeightedEnsemble_L2,0.757622,0.749397,322.325622,83.161732,12094.699759,0.012538,0.013717,18.509345,2,True,25
3,NeuralNetMXNet_BAG_L0,0.756412,0.749752,4.076177,3.536571,2583.906231,4.076177,3.536571,2583.906231,0,True,1
4,RandomForestGini_BAG_L1,0.747247,0.735871,316.404723,58.131049,10544.120399,26.234334,3.394953,309.235570,1,True,16
5,RandomForestEntr_BAG_L1,0.747231,0.733033,316.554076,58.134548,10639.805577,26.383687,3.398452,404.920749,1,True,17
6,LightGBM_BAG_L1,0.746708,0.740085,291.501687,55.737361,10473.067623,1.331297,1.001265,238.182795,1,True,20
7,CatBoost_BAG_L1,0.746265,0.740724,290.825977,55.518568,11115.579532,0.655587,0.782471,880.694704,1,True,22
8,LightGBMXT_BAG_L1,0.745304,0.739837,291.793550,56.052999,10516.148047,1.623161,1.316903,281.263218,1,True,21
9,LightGBMCustom_BAG_L1,0.743938,0.738514,292.771819,56.421867,11289.482264,2.601429,1.685771,1054.597435,1,True,24
10,XGBoost_BAG_L1,0.742790,0.739959,292.804999,56.750980,10523.660361,2.634610,2.014884,288.775532,1,True,23
11,NeuralNetFastAI_BAG_L1,0.742630,0.734143,297.626777,59.092416,14430.750866,7.456388,4.356320,4195.866038,1,True,13
12,ExtraTreesEntr_BAG_L1,0.738510,0.733322,333.475336,59.027046,10373.783882,43.304946,4.290950,138.899054,1,True,19
13,ExtraTreesGini_BAG_L1,0.738319,0.734372,328.262207,59.122261,10363.141988,38.091817,4.386165,128.257159,1,True,18
14,NeuralNetFastAI_BAG_L0,0.733845,0.720193,6.594616,3.595560,2820.732746,6.594616,3.595560,2820.732746,0,True,2
15,KNeighborsUnif_BAG_L1,0.729881,0.731718,314.808920,77.327692,10239.128301,24.638531,22.591596,4.243472,1,True,14
16,KNeighborsDist_BAG_L1,0.727713,0.718397,316.973974,78.635828,10239.227715,26.803585,23.899732,4.342886,1,True,15
17,LightGBMCustom_BAG_L0,0.700101,0.690205,13.790113,10.253936,2904.635198,13.790113,10.253936,2904.635198,0,True,10
18,LightGBM_BAG_L0,0.677822,0.664857,9.190731,6.483650,212.385543,9.190731,6.483650,212.385543,0,True,7
19,XGBoost_BAG_L0,0.675301,0.665954,5.008773,3.941884,1051.411683,5.008773,3.941884,1051.411683,0,True,9
20,LightGBMXT_BAG_L0,0.661639,0.651700,9.238051,6.662974,213.363039,9.238051,6.662974,213.363039,0,True,8
21,ExtraTreesGini_BAG_L0,0.595868,0.595336,51.700462,5.355134,113.525389,51.700462,5.355134,113.525389,0,True,5
22,ExtraTreesEntr_BAG_L0,0.595168,0.598513,57.867613,5.479652,126.980464,57.867613,5.479652,126.980464,0,True,6
23,RandomForestGini_BAG_L0,0.592928,0.591763,68.185939,4.864906,99.384454,68.185939,4.864906,99.384454,0,True,3
24,RandomForestEntr_BAG_L0,0.592918,0.591845,64.517914,4.561830,108.560082,64.517914,4.561830,108.560082,0,True,4
