,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,NeuralNetMXNet_BAG_L1,0.774777,0.747066,274.136456,60.111595,11284.959441,4.499416,3.827318,1133.933949,1,True,12
1,WeightedEnsemble_L2,0.774460,0.747279,274.734581,60.906665,11988.213371,0.009322,0.013521,18.464400,2,True,25
2,NeuralNetMXNet_BAG_L0,0.768523,0.743757,4.305450,3.482188,2239.682898,4.305450,3.482188,2239.682898,0,True,1
3,WeightedEnsemble_L1,0.764349,0.744898,25.174908,17.435322,8019.611230,0.004620,0.013640,14.437248,1,True,11
4,NeuralNetFastAI_BAG_L1,0.754608,0.740763,276.775721,60.537836,14252.529978,7.138681,4.253559,4101.504486,1,True,13
5,LightGBMXT_BAG_L1,0.751574,0.735639,271.201943,57.542375,10419.910799,1.564903,1.258098,268.885308,1,True,21
6,LightGBM_BAG_L1,0.749506,0.737382,271.059029,57.411786,10429.951430,1.421989,1.127509,278.925938,1,True,20
7,LightGBMCustom_BAG_L1,0.749238,0.736089,272.217701,57.949865,11200.876978,2.580662,1.665588,1049.851486,1,True,24
8,XGBoost_BAG_L1,0.746573,0.738063,272.185949,58.221545,10376.466960,2.548910,1.937268,225.441468,1,True,23
9,CatBoost_BAG_L1,0.746182,0.736213,270.225843,57.065826,10835.815022,0.588803,0.781549,684.789531,1,True,22
10,RandomForestGini_BAG_L1,0.746146,0.733076,293.475647,59.644603,10452.227450,23.838608,3.360326,301.201958,1,True,16
11,RandomForestEntr_BAG_L1,0.745021,0.732239,294.896718,59.668464,10558.274868,25.259678,3.384187,407.249377,1,True,17
12,ExtraTreesEntr_BAG_L1,0.743297,0.730781,302.113607,60.551261,10287.106047,32.476568,4.266984,136.080556,1,True,19
13,ExtraTreesGini_BAG_L1,0.742939,0.733048,310.100408,60.663363,10280.807822,40.463368,4.379086,129.782331,1,True,18
14,KNeighborsUnif_BAG_L1,0.728798,0.728026,291.855543,76.173997,10155.218684,22.218503,19.889720,4.193192,1,True,14
15,NeuralNetFastAI_BAG_L0,0.728794,0.719434,6.562718,3.547469,2748.907474,6.562718,3.547469,2748.907474,0,True,2
16,KNeighborsDist_BAG_L1,0.728038,0.716878,291.903423,76.077817,10155.213409,22.266383,19.793540,4.187918,1,True,15
17,LightGBMCustom_BAG_L0,0.699929,0.692198,14.302120,10.392025,3016.583610,14.302120,10.392025,3016.583610,0,True,10
18,XGBoost_BAG_L0,0.678913,0.677336,5.660752,4.911296,1251.598056,5.660752,4.911296,1251.598056,0,True,9
19,LightGBM_BAG_L0,0.671194,0.667001,9.289366,6.503934,217.307347,9.289366,6.503934,217.307347,0,True,7
20,LightGBMXT_BAG_L0,0.664561,0.659143,9.812783,7.049351,228.584793,9.812783,7.049351,228.584793,0,True,8
21,ExtraTreesEntr_BAG_L0,0.598698,0.597395,57.813835,5.579971,135.171595,57.813835,5.579971,135.171595,0,True,6
22,ExtraTreesGini_BAG_L0,0.597114,0.596994,85.827953,5.871935,118.285695,85.827953,5.871935,118.285695,0,True,5
23,RandomForestEntr_BAG_L0,0.595097,0.590929,46.938200,4.469619,104.479973,46.938200,4.469619,104.479973,0,True,4
24,RandomForestGini_BAG_L0,0.594905,0.590300,29.123862,4.476490,90.424052,29.123862,4.476490,90.424052,0,True,3
