,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,RandomForestEntr_BAG_L0,0.991342,0.980760,4.717803,6.515020,49.817548,4.717803,6.515020,49.817548,0,True,6
1,RandomForestGini_BAG_L0,0.991342,0.980279,4.729256,6.717314,37.515501,4.729256,6.717314,37.515501,0,True,5
2,WeightedEnsemble_L1,0.991342,0.991342,17.515609,15.710014,9262.358728,0.010661,0.001106,1.214646,1,True,14
3,CatBoost_BAG_L1,0.991342,0.987975,39.337895,39.515881,12589.373327,0.248143,0.170028,785.525548,1,True,25
4,LightGBM_BAG_L1,0.991342,0.989418,39.458121,39.561876,13739.633543,0.368369,0.216023,1935.785764,1,True,23
5,LightGBMXT_BAG_L1,0.991342,0.988456,39.458431,39.572682,13587.956945,0.368679,0.226829,1784.109166,1,True,24
6,RandomForestEntr_BAG_L1,0.991342,0.986051,43.737640,46.593697,11882.371449,4.647888,7.247844,78.523671,1,True,20
7,ExtraTreesEntr_BAG_L1,0.991342,0.987975,43.778419,43.736046,11826.274621,4.688666,4.390193,22.426842,1,True,22
8,ExtraTreesGini_BAG_L1,0.991342,0.990380,43.786341,45.956265,11825.976731,4.696589,6.610412,22.128952,1,True,21
9,WeightedEnsemble_L2,0.991342,0.990380,43.789507,45.957227,11827.173730,0.003165,0.000962,1.196999,2,True,28
10,NeuralNetFastAI_BAG_L1,0.991342,0.989899,47.040357,47.202703,12247.925456,7.950605,7.856850,444.077677,1,True,16
11,CatBoost_BAG_L0,0.987013,0.973064,0.188168,0.166498,356.248389,0.188168,0.166498,356.248389,0,True,11
12,LightGBM_BAG_L0,0.987013,0.988456,0.883410,0.285649,1249.779883,0.883410,0.285649,1249.779883,0,True,9
13,LightGBMXT_BAG_L0,0.987013,0.979798,1.687664,0.588938,1722.927416,1.687664,0.588938,1722.927416,0,True,10
14,LightGBMCustom_BAG_L0,0.987013,0.987013,2.036810,0.481379,7274.250133,2.036810,0.481379,7274.250133,0,True,13
15,ExtraTreesEntr_BAG_L0,0.987013,0.981722,4.983098,5.814685,25.388896,4.983098,5.814685,25.388896,0,True,8
16,ExtraTreesGini_BAG_L0,0.987013,0.980279,4.994355,5.710898,24.776022,4.994355,5.710898,24.776022,0,True,7
17,NeuralNetFastAI_BAG_L0,0.987013,0.975950,5.278817,3.834490,350.805948,5.278817,3.834490,350.805948,0,True,2
18,XGBoost_BAG_L1,0.987013,0.989418,39.577626,39.687474,12076.884632,0.487873,0.341622,273.036853,1,True,26
19,LightGBMCustom_BAG_L1,0.987013,0.987975,40.198799,39.715081,20168.959110,1.109047,0.369229,8365.111331,1,True,27
20,NeuralNetMXNet_BAG_L1,0.987013,0.980279,42.333415,42.453382,12062.784396,3.243662,3.107530,258.936617,1,True,15
21,RandomForestGini_BAG_L1,0.987013,0.986532,43.822092,46.676657,11850.668481,4.732340,7.330805,46.820702,1,True,19
22,XGBoost_BAG_L0,0.982684,0.983165,0.364901,0.232247,367.116364,0.364901,0.232247,367.116364,0,True,12
23,KNeighborsDist_BAG_L1,0.982684,0.960077,43.278129,43.460709,11804.823964,4.188376,4.114857,0.976185,1,True,18
24,NeuralNetMXNet_BAG_L0,0.978355,0.969216,0.956026,0.755822,344.494999,0.956026,0.755822,344.494999,0,True,1
25,KNeighborsDist_BAG_L0,0.978355,0.958153,4.136685,4.122160,0.367815,4.136685,4.122160,0.367815,0,True,4
26,KNeighborsUnif_BAG_L1,0.948052,0.945647,43.275133,43.459063,11804.809922,4.185380,4.113210,0.962143,1,True,17
27,KNeighborsUnif_BAG_L0,0.943723,0.942761,4.132762,4.120753,0.358866,4.132762,4.120753,0.358866,0,True,3
