,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBMXT_BAG_L1,0.987013,0.988937,39.768069,40.837268,13534.721926,0.393750,0.215737,1766.066521,1,True,24
1,NeuralNetFastAI_BAG_L1,0.987013,0.991342,47.713415,48.522633,12217.387191,8.339097,7.901102,448.731786,1,True,16
2,XGBoost_BAG_L0,0.982684,0.983165,0.382896,0.239071,361.441806,0.382896,0.239071,361.441806,0,True,12
3,CatBoost_BAG_L1,0.982684,0.986051,39.615280,40.800051,12515.468654,0.240962,0.178521,746.813250,1,True,25
4,XGBoost_BAG_L1,0.982684,0.988937,39.881956,40.971568,12058.200835,0.507638,0.350038,289.545430,1,True,26
5,RandomForestGini_BAG_L1,0.982684,0.988937,44.053129,47.853713,11816.941117,4.678810,7.232183,48.285712,1,True,19
6,RandomForestEntr_BAG_L1,0.982684,0.987975,44.055424,47.759716,11848.354361,4.681106,7.138186,79.698956,1,True,20
7,ExtraTreesEntr_BAG_L1,0.982684,0.987975,44.115826,45.417912,11791.476360,4.741508,4.796381,22.820955,1,True,22
8,ExtraTreesGini_BAG_L1,0.982684,0.988937,44.122066,47.029075,11790.984691,4.747747,6.407544,22.329287,1,True,21
9,WeightedEnsemble_L2,0.982684,0.992304,48.244007,48.750631,20457.595495,0.003834,0.001001,1.205167,2,True,28
10,LightGBM_BAG_L0,0.978355,0.987975,0.866485,0.290467,1276.997293,0.866485,0.290467,1276.997293,0,True,9
11,LightGBMCustom_BAG_L0,0.978355,0.983165,1.955267,0.460456,7272.906033,1.955267,0.460456,7272.906033,0,True,13
12,LightGBM_BAG_L1,0.978355,0.987975,39.699599,40.835764,13728.008543,0.325280,0.214234,1959.353138,1,True,23
13,LightGBMCustom_BAG_L1,0.978355,0.988937,39.901076,40.848527,20007.658542,0.526758,0.226997,8239.003138,1,True,27
14,CatBoost_BAG_L0,0.974026,0.976431,0.233366,0.152922,374.064718,0.233366,0.152922,374.064718,0,True,11
15,RandomForestEntr_BAG_L0,0.974026,0.982203,4.768619,6.819639,49.662762,4.768619,6.819639,49.662762,0,True,6
16,WeightedEnsemble_L1,0.974026,0.990380,16.422086,16.460523,8950.964939,0.009650,0.001075,1.201649,1,True,14
17,LightGBMXT_BAG_L0,0.969697,0.978836,1.468953,0.514593,1667.048050,1.468953,0.514593,1667.048050,0,True,10
18,RandomForestGini_BAG_L0,0.969697,0.981241,4.889803,7.223983,37.683157,4.889803,7.223983,37.683157,0,True,5
19,NeuralNetFastAI_BAG_L0,0.969697,0.974988,5.491158,3.881387,350.076716,5.491158,3.881387,350.076716,0,True,2
20,NeuralNetMXNet_BAG_L0,0.965368,0.970178,0.973052,0.767759,328.399655,0.973052,0.767759,328.399655,0,True,1
21,ExtraTreesEntr_BAG_L0,0.965368,0.982203,5.010524,6.118571,25.378524,5.010524,6.118571,25.378524,0,True,8
22,ExtraTreesGini_BAG_L0,0.965368,0.981722,5.016210,5.907211,24.261690,5.016210,5.907211,24.261690,0,True,7
23,NeuralNetMXNet_BAG_L1,0.956710,0.982203,42.664294,43.698224,12015.508892,3.289976,3.076694,246.853487,1,True,15
24,KNeighborsDist_BAG_L1,0.952381,0.961039,43.592007,44.736518,11769.639647,4.217689,4.114988,0.984242,1,True,18
25,KNeighborsDist_BAG_L0,0.948052,0.959596,4.160986,4.123538,0.369534,4.160986,4.123538,0.369534,0,True,4
26,KNeighborsUnif_BAG_L1,0.939394,0.945647,43.588361,44.734680,11769.626747,4.214042,4.113149,0.971342,1,True,17
27,KNeighborsUnif_BAG_L0,0.930736,0.942761,4.156999,4.121933,0.365467,4.156999,4.121933,0.365467,0,True,3
