,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,RandomForestGini_BAG_L1,0.995671,0.985089,44.426740,49.324773,11699.086533,4.709423,7.331451,47.798156,1,True,19
1,ExtraTreesEntr_BAG_L1,0.995671,0.985089,44.491295,46.990971,11674.348061,4.773978,4.997649,23.059684,1,True,22
2,ExtraTreesGini_BAG_L1,0.995671,0.985570,44.496397,46.785604,11673.451044,4.779080,4.792282,22.162667,1,True,21
3,NeuralNetFastAI_BAG_L1,0.995671,0.987494,47.860508,49.880652,12108.510007,8.143190,7.887330,457.221630,1,True,16
4,XGBoost_BAG_L0,0.991342,0.982203,0.418920,0.257665,379.203701,0.418920,0.257665,379.203701,0,True,12
5,LightGBM_BAG_L0,0.991342,0.985570,1.088971,0.339638,1260.631857,1.088971,0.339638,1260.631857,0,True,9
6,LightGBMCustom_BAG_L0,0.991342,0.984127,1.674428,0.382176,7017.479930,1.674428,0.382176,7017.479930,0,True,13
7,RandomForestGini_BAG_L0,0.991342,0.976431,4.820217,7.424255,37.710811,4.820217,7.424255,37.710811,0,True,5
8,RandomForestEntr_BAG_L0,0.991342,0.977393,4.919910,7.120194,49.715157,4.919910,7.120194,49.715157,0,True,6
9,CatBoost_BAG_L1,0.991342,0.985570,39.975577,42.173299,12451.764066,0.258260,0.179976,800.475688,1,True,25
10,LightGBMXT_BAG_L1,0.991342,0.986532,40.080449,42.210028,13414.193982,0.363131,0.216706,1762.905605,1,True,24
11,XGBoost_BAG_L1,0.991342,0.988456,40.202860,42.331797,11928.576751,0.485543,0.338475,277.288374,1,True,26
12,LightGBMCustom_BAG_L1,0.991342,0.987013,40.350623,42.257452,19773.207056,0.633306,0.264130,8121.918679,1,True,27
13,RandomForestEntr_BAG_L1,0.991342,0.984608,44.427299,48.834157,11730.915002,4.709982,6.840835,79.626625,1,True,20
14,WeightedEnsemble_L2,0.991342,0.989899,48.758063,50.436326,14312.317985,0.002795,0.001021,1.198604,2,True,28
15,ExtraTreesGini_BAG_L0,0.987013,0.979798,5.043358,6.114421,25.226476,5.043358,6.114421,25.226476,0,True,7
16,ExtraTreesEntr_BAG_L0,0.987013,0.979798,5.043886,6.719600,25.428762,5.043886,6.719600,25.428762,0,True,8
17,NeuralNetFastAI_BAG_L0,0.987013,0.973064,5.608565,3.876652,357.164553,5.608565,3.876652,357.164553,0,True,2
18,WeightedEnsemble_L1,0.987013,0.988937,22.193941,22.630975,8672.050538,0.011202,0.001073,1.202152,1,True,14
19,LightGBM_BAG_L1,0.987013,0.987494,40.126535,42.209501,13576.609377,0.409218,0.216178,1925.321000,1,True,23
20,NeuralNetMXNet_BAG_L1,0.987013,0.974026,43.036369,45.066984,11886.657520,3.319052,3.073662,235.369143,1,True,15
21,LightGBMXT_BAG_L0,0.978355,0.979317,1.550817,0.520093,1818.071481,1.550817,0.520093,1818.071481,0,True,10
22,CatBoost_BAG_L0,0.969697,0.972102,0.216149,0.164561,338.574290,0.216149,0.164561,338.574290,0,True,11
23,NeuralNetMXNet_BAG_L0,0.961039,0.971140,1.002753,0.797266,341.353777,1.002753,0.797266,341.353777,0,True,1
24,KNeighborsDist_BAG_L0,0.952381,0.957191,4.166628,4.124572,0.369496,4.166628,4.124572,0.369496,0,True,4
25,KNeighborsDist_BAG_L1,0.952381,0.957672,43.952574,46.107646,11652.271810,4.235257,4.114324,0.983433,1,True,18
26,KNeighborsUnif_BAG_L1,0.939394,0.942280,43.950440,46.105944,11652.265257,4.233122,4.112622,0.976879,1,True,17
27,KNeighborsUnif_BAG_L0,0.935065,0.940837,4.162717,4.152229,0.358086,4.162717,4.152229,0.358086,0,True,3
