,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,CatBoost_BAG_L1,0.895563,0.876666,86.925577,69.134198,13965.428388,0.611739,0.465041,870.828940,1,True,25
1,LightGBM_BAG_L1,0.884199,0.867556,86.660830,68.800981,13757.848180,0.346992,0.131823,663.248731,1,True,23
2,WeightedEnsemble_L2,0.883658,0.890990,128.906571,108.588146,16524.263254,0.008588,0.000705,0.633137,2,True,28
3,LightGBMXT_BAG_L1,0.872294,0.880505,87.537190,69.183567,14735.884342,1.223352,0.514410,1641.284893,1,True,24
4,RandomForestGini_BAG_L1,0.871753,0.863596,97.751920,79.935769,13170.480209,11.438082,11.266612,75.880760,1,True,19
5,RandomForestEntr_BAG_L1,0.871753,0.855850,97.817067,79.741248,13190.847773,11.503229,11.072091,96.248324,1,True,20
6,NeuralNetFastAI_BAG_L1,0.860931,0.888231,103.335253,84.862791,13902.142682,17.021416,16.193634,807.543233,1,True,16
7,XGBoost_BAG_L1,0.849567,0.870120,87.308594,69.226773,13608.173357,0.994757,0.557616,513.573909,1,True,26
8,LightGBMCustom_BAG_L1,0.849026,0.870316,89.596951,69.283854,22557.780253,3.283114,0.614697,9463.180805,1,True,27
9,ExtraTreesEntr_BAG_L1,0.847944,0.862429,98.165212,80.323541,13149.780134,11.851374,11.654383,55.180685,1,True,22
10,ExtraTreesGini_BAG_L1,0.847944,0.859891,98.190101,79.759973,13148.792366,11.876264,11.090815,54.192918,1,True,21
11,NeuralNetMXNet_BAG_L0,0.826299,0.842943,1.518497,1.017777,477.950848,1.518497,1.017777,477.950848,0,True,1
12,NeuralNetFastAI_BAG_L0,0.826299,0.860020,12.310573,8.955381,571.758728,12.310573,8.955381,571.758728,0,True,2
13,WeightedEnsemble_L1,0.826299,0.865202,36.644629,28.569833,1148.369395,0.007785,0.000725,0.679656,1,True,14
14,NeuralNetMXNet_BAG_L1,0.813258,0.876585,90.136789,71.669334,13565.099451,3.822952,3.000177,470.500002,1,True,15
15,LightGBM_BAG_L0,0.791071,0.761180,1.773835,0.538478,1951.529686,1.773835,0.538478,1951.529686,0,True,9
16,RandomForestEntr_BAG_L0,0.789989,0.749300,11.011816,9.398248,67.985429,11.011816,9.398248,67.985429,0,True,6
17,CatBoost_BAG_L0,0.779762,0.779546,0.374562,0.415708,395.723904,0.374562,0.415708,395.723904,0,True,11
18,LightGBMXT_BAG_L0,0.779762,0.780654,1.784153,0.600008,1291.267710,1.784153,0.600008,1291.267710,0,True,10
19,XGBoost_BAG_L0,0.779167,0.766112,0.881907,0.451492,645.802517,0.881907,0.451492,645.802517,0,True,12
20,LightGBMCustom_BAG_L0,0.779167,0.783109,3.820044,0.641090,7529.670702,3.820044,0.641090,7529.670702,0,True,13
21,RandomForestGini_BAG_L0,0.778084,0.750757,11.108181,9.326031,64.016538,11.108181,9.326031,64.016538,0,True,5
22,KNeighborsUnif_BAG_L0,0.719643,0.646604,9.457876,9.360041,0.452484,9.457876,9.360041,0.452484,0,True,3
23,KNeighborsUnif_BAG_L1,0.719643,0.653338,96.616114,78.765856,13095.581201,10.302277,10.096698,0.981753,1,True,17
24,KNeighborsDist_BAG_L0,0.707738,0.655713,9.464618,9.368953,0.460739,9.464618,9.368953,0.460739,0,True,4
25,ExtraTreesEntr_BAG_L0,0.707738,0.744374,11.396787,9.262609,49.435642,11.396787,9.262609,49.435642,0,True,8
26,ExtraTreesGini_BAG_L0,0.707738,0.745656,11.410987,9.333341,48.544522,11.410987,9.333341,48.544522,0,True,7
27,KNeighborsDist_BAG_L1,0.707738,0.659789,96.615266,78.772691,13095.596691,10.301428,10.103534,0.997242,1,True,18
