,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBMCustom_BAG_L1,0.972222,0.943416,74.291941,58.046928,19775.245021,2.004667,0.499214,8977.034231,1,True,27
1,LightGBMCustom_BAG_L0,0.962963,0.927984,1.828827,0.389947,7045.387462,1.828827,0.389947,7045.387462,0,True,13
2,RandomForestGini_BAG_L0,0.962963,0.919753,4.562145,3.816222,37.120262,4.562145,3.816222,37.120262,0,True,5
3,ExtraTreesEntr_BAG_L0,0.962963,0.925926,5.378066,3.716799,36.834396,5.378066,3.716799,36.834396,0,True,8
4,ExtraTreesGini_BAG_L0,0.962963,0.931070,5.890750,3.706130,33.351849,5.890750,3.706130,33.351849,0,True,7
5,WeightedEnsemble_L1,0.962963,0.948560,51.104665,41.926988,8688.417748,0.011777,0.000808,0.911725,1,True,14
6,XGBoost_BAG_L1,0.962963,0.935185,72.777176,57.848003,11112.285663,0.489902,0.300289,314.074873,1,True,26
7,CatBoost_BAG_L1,0.962963,0.942387,72.969177,58.185751,11739.536415,0.681903,0.638038,941.325626,1,True,25
8,LightGBM_BAG_L1,0.962963,0.944444,73.164750,57.945128,12721.454985,0.877476,0.397414,1923.244195,1,True,23
9,RandomForestGini_BAG_L1,0.962963,0.934156,76.663382,63.785060,10834.755107,4.376108,6.237347,36.544318,1,True,19
10,RandomForestEntr_BAG_L1,0.962963,0.935185,76.671233,64.391384,10848.068899,4.383958,6.843670,49.858110,1,True,20
11,ExtraTreesGini_BAG_L1,0.962963,0.938272,76.733206,64.703202,10829.556097,4.445932,7.155488,31.345307,1,True,21
12,ExtraTreesEntr_BAG_L1,0.962963,0.938272,76.736863,64.693857,10829.214732,4.449589,7.146144,31.003943,1,True,22
13,WeightedEnsemble_L2,0.962963,0.949588,138.411917,127.715264,25913.290501,0.008678,0.000839,0.911321,2,True,28
14,KNeighborsUnif_BAG_L1,0.953704,0.927984,77.028401,61.249398,10801.370203,4.741127,3.701685,3.159414,1,True,17
15,KNeighborsDist_BAG_L1,0.953704,0.931070,77.043062,61.249149,10801.363887,4.755788,3.701435,3.153097,1,True,18
16,RandomForestEntr_BAG_L0,0.953704,0.913580,4.619433,3.704219,37.098587,4.619433,3.704219,37.098587,0,True,6
17,LightGBMXT_BAG_L1,0.953704,0.940329,73.165452,57.925194,12734.691339,0.878178,0.377481,1936.480550,1,True,24
18,XGBoost_BAG_L0,0.935185,0.918724,0.547971,0.251510,445.830349,0.547971,0.251510,445.830349,0,True,12
19,CatBoost_BAG_L0,0.935185,0.923868,0.686980,0.555112,311.841677,0.686980,0.555112,311.841677,0,True,11
20,NeuralNetMXNet_BAG_L0,0.935185,0.942387,5.761243,5.184380,451.416327,5.761243,5.184380,451.416327,0,True,1
21,NeuralNetMXNet_BAG_L1,0.925926,0.918724,80.416499,65.066557,11156.908401,8.129225,7.518843,358.697612,1,True,15
22,LightGBMXT_BAG_L0,0.907407,0.854938,0.965483,0.342050,925.429133,0.965483,0.342050,925.429133,0,True,10
23,LightGBM_BAG_L0,0.907407,0.853909,1.051536,0.359556,1074.994460,1.051536,0.359556,1074.994460,0,True,9
24,KNeighborsUnif_BAG_L0,0.907407,0.875514,4.113014,3.694139,2.719083,4.113014,3.694139,2.719083,0,True,3
25,KNeighborsDist_BAG_L0,0.898148,0.879630,4.105040,3.693357,2.710476,4.105040,3.693357,2.710476,0,True,4
26,NeuralNetFastAI_BAG_L1,0.796296,0.643004,107.686301,90.600495,11312.770414,35.399027,33.052782,514.559625,1,True,16
27,NeuralNetFastAI_BAG_L0,0.703704,0.294239,32.776787,28.134291,393.476728,32.776787,28.134291,393.476728,0,True,2
