,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,XGBoost_BAG_L1,0.925926,0.942387,72.553642,59.361264,10941.463833,0.558121,0.281242,303.734792,1,True,26
1,NeuralNetMXNet_BAG_L0,0.916667,0.940329,5.356988,5.201283,420.395220,5.356988,5.201283,420.395220,0,True,1
2,LightGBM_BAG_L1,0.916667,0.946502,72.805144,59.465113,12567.887648,0.809623,0.385091,1930.158607,1,True,23
3,LightGBMCustom_BAG_L1,0.907407,0.942387,74.066498,59.538953,19642.353819,2.070977,0.458930,9004.624778,1,True,27
4,KNeighborsDist_BAG_L1,0.907407,0.936214,76.671407,62.777678,10641.126687,4.675886,3.697656,3.397645,1,True,18
5,KNeighborsUnif_BAG_L1,0.907407,0.934156,76.815099,62.877857,10641.119915,4.819578,3.797834,3.390873,1,True,17
6,ExtraTreesEntr_BAG_L1,0.898148,0.943416,77.039870,65.827188,10669.851398,5.044348,6.747166,32.122356,1,True,22
7,ExtraTreesGini_BAG_L1,0.898148,0.942387,77.333225,66.028124,10670.065549,5.337704,6.948101,32.336508,1,True,21
8,ExtraTreesGini_BAG_L0,0.898148,0.937243,4.718776,3.705640,33.951874,4.718776,3.705640,33.951874,0,True,7
9,WeightedEnsemble_L1,0.898148,0.952675,52.631064,45.941606,7867.615688,0.010462,0.000783,0.911896,1,True,14
10,CatBoost_BAG_L1,0.898148,0.944444,72.757414,59.719193,11577.789005,0.761893,0.639171,940.059963,1,True,25
11,RandomForestGini_BAG_L1,0.898148,0.940329,76.403578,65.211956,10674.375568,4.408057,6.131934,36.646526,1,True,19
12,WeightedEnsemble_L2,0.898148,0.950617,84.804614,74.180089,15468.744796,0.009311,0.000788,0.900089,2,True,28
13,LightGBMCustom_BAG_L0,0.888889,0.937243,1.291689,0.355217,6976.749351,1.291689,0.355217,6976.749351,0,True,13
14,ExtraTreesEntr_BAG_L0,0.888889,0.932099,4.726934,4.119483,37.365089,4.726934,4.119483,37.365089,0,True,8
15,RandomForestEntr_BAG_L0,0.888889,0.916667,5.703412,4.011855,38.004408,5.703412,4.011855,38.004408,0,True,6
16,LightGBMXT_BAG_L1,0.888889,0.945473,72.841736,59.459773,12533.167273,0.846215,0.379750,1895.438231,1,True,24
17,RandomForestEntr_BAG_L1,0.888889,0.940329,76.832113,65.626021,10688.413483,4.836591,6.545999,50.684442,1,True,20
18,RandomForestGini_BAG_L0,0.879630,0.929012,5.524686,3.916566,37.330159,5.524686,3.916566,37.330159,0,True,5
19,NeuralNetMXNet_BAG_L1,0.879630,0.922840,80.656266,66.707260,11000.421676,8.660745,7.627238,362.692635,1,True,15
20,XGBoost_BAG_L0,0.861111,0.918724,0.646300,0.241589,430.894974,0.646300,0.241589,430.894974,0,True,12
21,CatBoost_BAG_L0,0.851852,0.920782,0.822926,0.582805,328.849941,0.822926,0.582805,328.849941,0,True,11
22,KNeighborsUnif_BAG_L0,0.851852,0.880658,3.898360,3.694914,2.683450,3.898360,3.694914,2.683450,0,True,3
23,KNeighborsDist_BAG_L0,0.851852,0.881687,4.592476,3.692602,2.674601,4.592476,3.692602,2.674601,0,True,4
24,LightGBMXT_BAG_L0,0.833333,0.863169,1.051171,0.348152,922.780319,1.051171,0.348152,922.780319,0,True,10
25,LightGBM_BAG_L0,0.805556,0.855967,1.033948,0.345632,1010.490849,1.033948,0.345632,1010.490849,0,True,9
26,NeuralNetFastAI_BAG_L1,0.805556,0.631687,107.778122,92.878908,11160.605546,35.782601,33.798885,522.876504,1,True,16
27,NeuralNetFastAI_BAG_L0,0.685185,0.283951,32.627854,28.864285,395.558807,32.627854,28.864285,395.558807,0,True,2
