,single_model,dataset_name,model,level,repeat,iteration,seed,performance,skip
0,True,7592,RandomForestClassifier,0,1,0,70,0.7726014375488917,True
1,True,7592,RandomForestClassifier,0,1,1,70,0.7538416788608774,True
2,True,7592,RandomForestClassifier,0,1,2,70,0.7697459421070207,True
3,True,7592,RandomForestClassifier,0,1,3,70,0.7611705024375388,True
4,True,7592,RandomForestClassifier,0,1,4,70,0.7717330362820922,True
5,True,7592,DecisionTreeClassifier,0,1,0,70,0.7452017020270151,True
6,True,7592,DecisionTreeClassifier,0,1,1,70,0.7206238229550435,True
7,True,7592,DecisionTreeClassifier,0,1,2,70,0.7602362301408438,True
8,True,7592,DecisionTreeClassifier,0,1,3,70,0.7418479986791442,True
9,True,7592,DecisionTreeClassifier,0,1,4,70,0.7640724090904871,True
10,True,7592,XGBClassifier,0,1,0,70,0.7905743069435776,True
11,True,7592,XGBClassifier,0,1,1,70,0.7816296057919437,True
12,True,7592,XGBClassifier,0,1,2,70,0.789538770500508,True
13,True,7592,XGBClassifier,0,1,3,70,0.7840788935041042,True
14,True,7592,XGBClassifier,0,1,4,70,0.7889094417871488,True
15,True,7592,GradientBoostingClassifier,0,1,0,70,0.7742386204278471,True
16,True,7592,GradientBoostingClassifier,0,1,1,70,0.7687577487536763,True
17,True,7592,GradientBoostingClassifier,0,1,2,70,0.7753472271201682,True
18,True,7592,GradientBoostingClassifier,0,1,3,70,0.7724917316782973,True
19,True,7592,GradientBoostingClassifier,0,1,4,70,0.7742716564395117,True
20,True,7592,LGBMClassifier,0,1,0,70,0.76651758557332,True
21,True,7592,LGBMClassifier,0,1,1,70,0.7615719776854897,True
22,True,7592,LGBMClassifier,0,1,2,70,0.7690609382124989,True
23,True,7592,LGBMClassifier,0,1,3,70,0.7655430780456042,True
24,True,7592,LGBMClassifier,0,1,4,70,0.7682224849673356,True
25,True,7592,MLPClassifier,0,1,0,70,0.5529011794221607,True
26,True,7592,MLPClassifier,0,1,1,70,0.5529011794221607,True
27,True,7592,MLPClassifier,0,1,2,70,0.6361483474794948,True
28,True,7592,MLPClassifier,0,1,3,70,0.5982881827774355,True
29,True,7592,MLPClassifier,0,1,4,70,0.6027945469238906,True
30,True,7592,RandomForestClassifier,1,1,5,70,0.7732738884898662,True
31,True,7592,RandomForestClassifier,1,1,6,70,0.7559158397370451,True
32,True,7592,RandomForestClassifier,1,1,7,70,0.7730087781506836,True
33,True,7592,RandomForestClassifier,1,1,8,70,0.7665844798425148,True
34,True,7592,RandomForestClassifier,1,1,9,70,0.7756182028131918,True
35,True,7592,DecisionTreeClassifier,1,1,5,70,0.7433996497159524,True
36,True,7592,DecisionTreeClassifier,1,1,6,70,0.7181734023708015,True
37,True,7592,DecisionTreeClassifier,1,1,7,70,0.7563009431562064,True
38,True,7592,DecisionTreeClassifier,1,1,8,70,0.7366520991498416,True
39,True,7592,DecisionTreeClassifier,1,1,9,70,0.7624293608576909,True
40,True,7592,XGBClassifier,1,1,5,70,0.7965414548226328,True
41,True,7592,XGBClassifier,1,1,6,70,0.7839898716850611,True
42,True,7592,XGBClassifier,1,1,7,70,0.7947074993719869,True
43,True,7592,XGBClassifier,1,1,8,70,0.7877728421911383,True
44,True,7592,XGBClassifier,1,1,9,70,0.7935308655383895,True
45,True,7592,GradientBoostingClassifier,1,1,5,70,0.7925983473662077,True
46,True,7592,GradientBoostingClassifier,1,1,6,70,0.7834775576944343,True
47,True,7592,GradientBoostingClassifier,1,1,7,70,0.7884371620341091,True
48,True,7592,GradientBoostingClassifier,1,1,8,70,0.7878338711064923,True
49,True,7592,GradientBoostingClassifier,1,1,9,70,0.789167553900409,True
50,True,7592,LGBMClassifier,1,1,5,70,0.7806100209186657,True
51,True,7592,LGBMClassifier,1,1,6,70,0.7752861982048144,True
52,True,7592,LGBMClassifier,1,1,7,70,0.7842359424644236,True
53,True,7592,LGBMClassifier,1,1,8,70,0.7804739666361132,True
54,True,7592,LGBMClassifier,1,1,9,70,0.7847502115729973,True
55,True,7592,MLPClassifier,1,1,5,70,0.6371228550072106,True
56,True,7592,MLPClassifier,1,1,6,70,0.5403383771965568,True
57,True,7592,MLPClassifier,1,1,7,70,0.5508359718898623,True
58,True,7592,MLPClassifier,1,1,8,70,0.5508359718898623,True
59,True,7592,MLPClassifier,1,1,9,70,0.5581068545411981,True
60,True,7592,RandomForestClassifier,2,1,10,70,0.7723394151997374,True
61,True,7592,RandomForestClassifier,2,1,11,70,0.7550233558024502,True
62,True,7592,RandomForestClassifier,2,1,12,70,0.7752139502014284,True
63,True,7592,RandomForestClassifier,2,1,13,70,0.7648865786744212,True
64,True,7592,RandomForestClassifier,2,1,14,70,0.7733189658354285,True
65,True,7592,DecisionTreeClassifier,2,1,10,70,0.7480874561167381,True
66,True,7592,DecisionTreeClassifier,2,1,11,70,0.7068835646499765,True
67,True,7592,DecisionTreeClassifier,2,1,12,70,0.7556358010673702,True
68,True,7592,DecisionTreeClassifier,2,1,13,70,0.7337277543208289,True
69,True,7592,DecisionTreeClassifier,2,1,14,70,0.760397499963273,True
70,True,7592,XGBClassifier,2,1,10,70,0.7914407530924301,True
71,True,7592,XGBClassifier,2,1,11,70,0.7835156368140743,True
72,True,7592,XGBClassifier,2,1,12,70,0.7922111791963171,True
73,True,7592,XGBClassifier,2,1,13,70,0.7870614898846582,True
74,True,7592,XGBClassifier,2,1,14,70,0.792873543921341,True
75,True,7592,GradientBoostingClassifier,2,1,10,70,0.7894256660136695,True
76,True,7592,GradientBoostingClassifier,2,1,11,70,0.787035452098916,True
77,True,7592,GradientBoostingClassifier,2,1,12,70,0.7906773252144654,True
78,True,7592,GradientBoostingClassifier,2,1,13,70,0.7892966099570393,True
79,True,7592,GradientBoostingClassifier,2,1,14,70,0.7913466881654116,True
80,True,7592,LGBMClassifier,2,1,10,70,0.786286020672796,True
81,True,7592,LGBMClassifier,2,1,11,70,0.780697087619762,True
82,True,7592,LGBMClassifier,2,1,12,70,0.7871454685957262,True
83,True,7592,LGBMClassifier,2,1,13,70,0.7833764945414934,True
84,True,7592,LGBMClassifier,2,1,14,70,0.7883221024293235,True
85,True,7592,MLPClassifier,2,1,10,70,0.5853323470281001,True
86,True,7592,MLPClassifier,2,1,11,70,0.5822066981390712,True
87,True,7592,MLPClassifier,2,1,12,70,0.5822066981390712,True
88,True,7592,MLPClassifier,2,1,13,70,0.5760894995256189,True
89,True,7592,MLPClassifier,2,1,14,70,0.5989455043944839,True
90,True,7592,RandomForestClassifier,3,1,15,70,0.7701812756125019,True
91,True,7592,RandomForestClassifier,3,1,16,70,0.7565572097843019,True
92,True,7592,RandomForestClassifier,3,1,17,70,0.7706535553655416,True
93,True,7592,RandomForestClassifier,3,1,18,70,0.76439834735159,True
94,True,7592,RandomForestClassifier,3,1,19,70,0.7720583532907632,True
95,True,7592,DecisionTreeClassifier,3,1,15,70,0.7403482039482565,True
96,True,7592,DecisionTreeClassifier,3,1,16,70,0.7055257991882643,True
97,True,7592,DecisionTreeClassifier,3,1,17,70,0.7457364541937062,True
98,True,7592,DecisionTreeClassifier,3,1,18,70,0.7269691856601198,True
99,True,7592,DecisionTreeClassifier,3,1,19,70,0.7543401973930932,True
100,True,7592,XGBClassifier,3,1,15,70,0.7926243851519499,True
101,True,7592,XGBClassifier,3,1,16,70,0.7856477386155675,True
102,True,7592,XGBClassifier,3,1,17,70,0.7929956017520488,True
103,True,7592,XGBClassifier,3,1,18,70,0.7883881744526529,True
104,True,7592,XGBClassifier,3,1,19,70,0.7923662730386897,True
105,True,7592,GradientBoostingClassifier,3,1,15,70,0.7902240850212457,True
106,True,7592,GradientBoostingClassifier,3,1,16,70,0.7866712337247395,True
107,True,7592,GradientBoostingClassifier,3,1,17,70,0.7908464155086825,True
108,True,7592,GradientBoostingClassifier,3,1,18,70,0.7898038808396907,True
109,True,7592,GradientBoostingClassifier,3,1,19,70,0.7918399625962182,True
110,True,7592,LGBMClassifier,3,1,15,70,0.7853325078228471,True
111,True,7592,LGBMClassifier,3,1,16,70,0.7777004947873631,True
112,True,7592,LGBMClassifier,3,1,17,70,0.7863000171246406,True
113,True,7592,LGBMClassifier,3,1,18,70,0.7826391044492711,True
114,True,7592,LGBMClassifier,3,1,19,70,0.7876927737159645,True
115,True,7592,MLPClassifier,3,1,15,70,0.7500131924781095,True
116,True,7592,MLPClassifier,3,1,16,70,0.6130989686551837,True
117,True,7592,MLPClassifier,3,1,17,70,0.7500131924781095,True
118,True,7592,MLPClassifier,3,1,18,70,0.6235332686889725,True
119,True,7592,MLPClassifier,3,1,19,70,0.7530988071295515,True
120,False,7592,RandomForestClassifier,0,1,0,70,0.7726014375488917,True
121,False,7592,RandomForestClassifier,0,1,1,70,0.7538416788608774,True
122,False,7592,RandomForestClassifier,0,1,2,70,0.7697459421070207,True
123,False,7592,RandomForestClassifier,0,1,3,70,0.7611705024375388,True
124,False,7592,RandomForestClassifier,0,1,4,70,0.7717330362820922,True
125,False,7592,DecisionTreeClassifier,0,1,0,70,0.7452017020270151,True
126,False,7592,DecisionTreeClassifier,0,1,1,70,0.7206238229550435,True
127,False,7592,DecisionTreeClassifier,0,1,2,70,0.7602362301408438,True
128,False,7592,DecisionTreeClassifier,0,1,3,70,0.7418479986791442,True
129,False,7592,DecisionTreeClassifier,0,1,4,70,0.7640724090904871,True
130,False,7592,XGBClassifier,0,1,0,70,0.7905743069435776,True
131,False,7592,XGBClassifier,0,1,1,70,0.7816296057919437,True
132,False,7592,XGBClassifier,0,1,2,70,0.789538770500508,True
133,False,7592,XGBClassifier,0,1,3,70,0.7840788935041042,True
134,False,7592,XGBClassifier,0,1,4,70,0.7889094417871488,True
135,False,7592,GradientBoostingClassifier,0,1,0,70,0.7742386204278471,True
136,False,7592,GradientBoostingClassifier,0,1,1,70,0.7687577487536763,True
137,False,7592,GradientBoostingClassifier,0,1,2,70,0.7753472271201682,True
138,False,7592,GradientBoostingClassifier,0,1,3,70,0.7724917316782973,True
139,False,7592,GradientBoostingClassifier,0,1,4,70,0.7742716564395117,True
140,False,7592,LGBMClassifier,0,1,0,70,0.76651758557332,True
141,False,7592,LGBMClassifier,0,1,1,70,0.7615719776854897,True
142,False,7592,LGBMClassifier,0,1,2,70,0.7690609382124989,True
143,False,7592,LGBMClassifier,0,1,3,70,0.7655430780456042,True
144,False,7592,LGBMClassifier,0,1,4,70,0.7682224849673356,True
145,False,7592,MLPClassifier,0,1,0,70,0.6000420697529074,True
146,False,7592,MLPClassifier,0,1,1,70,0.5928543435667739,True
147,False,7592,MLPClassifier,0,1,2,70,0.6042592408923846,True
148,False,7592,MLPClassifier,0,1,3,70,0.5933686126753476,True
149,False,7592,MLPClassifier,0,1,4,70,0.6040602025765311,True
150,False,7592,RandomForestClassifier,1,1,5,70,0.7870533587866546,True
151,False,7592,RandomForestClassifier,1,1,6,70,0.7736994464056125,True
152,False,7592,RandomForestClassifier,1,1,7,70,0.7885331820790746,True
153,False,7592,RandomForestClassifier,1,1,8,70,0.7791873163057056,True
154,False,7592,RandomForestClassifier,1,1,9,70,0.7884371620341091,True
155,False,7592,DecisionTreeClassifier,1,1,5,70,0.7479214538125494,True
156,False,7592,DecisionTreeClassifier,1,1,6,70,0.7167129292644174,True
157,False,7592,DecisionTreeClassifier,1,1,7,70,0.7674592580828048,True
158,False,7592,DecisionTreeClassifier,1,1,8,70,0.7466878109322741,True
159,False,7592,DecisionTreeClassifier,1,1,9,70,0.7787454961939517,True
160,False,7592,XGBClassifier,1,1,5,70,0.7872776126423846,True
161,False,7592,XGBClassifier,1,1,6,70,0.7773183697254481,True
162,False,7592,XGBClassifier,1,1,7,70,0.7887123585892424,True
163,False,7592,XGBClassifier,1,1,8,70,0.7833935789833664,True
164,False,7592,XGBClassifier,1,1,9,70,0.7893747233142663,True
165,False,7592,GradientBoostingClassifier,1,1,5,70,0.7843560451771845,True
166,False,7592,GradientBoostingClassifier,1,1,6,70,0.7791052927125848,True
167,False,7592,GradientBoostingClassifier,1,1,7,70,0.7917369443253305,True
168,False,7592,GradientBoostingClassifier,1,1,8,70,0.787744849287449,True
169,False,7592,GradientBoostingClassifier,1,1,9,70,0.7920140959984108,True
170,False,7592,LGBMClassifier,1,1,5,70,0.7796335582730031,True
171,False,7592,LGBMClassifier,1,1,6,70,0.7732722439981351,True
172,False,7592,LGBMClassifier,1,1,7,70,0.7829543352419913,True
173,False,7592,LGBMClassifier,1,1,8,70,0.7797396645339192,True
174,False,7592,LGBMClassifier,1,1,9,70,0.7830763930726992,True
175,False,7592,MLPClassifier,1,1,5,70,0.6967762261165897,True
176,False,7592,MLPClassifier,1,1,6,70,0.6654987425485339,True
177,False,7592,MLPClassifier,1,1,7,70,0.6648573725012771,True
178,False,7592,MLPClassifier,1,1,8,70,0.6501977702300074,True
179,False,7592,MLPClassifier,1,1,9,70,0.6501977702300074,True
180,False,7592,RandomForestClassifier,2,1,10,70,0.786938299181869,True
181,False,7592,RandomForestClassifier,2,1,11,70,0.7755404000821807,True
182,False,7592,RandomForestClassifier,2,1,12,70,0.7893595939903402,True
