,level_0,seed,tool,model,task,fold_mean,overfit_mean,test_mean,train_mean,val_mean
180,54,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,Australian,2,0.0,0.8492359932088285,0.8740579710144928,inf
181,55,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2,0.0,0.9278312955962361,0.9292406704269055,inf
182,56,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,adult,2,0.0,0.8450145547338167,0.84589506783635,inf
183,57,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,cnae-9,2,0.0,0.9518518518518517,0.9602880658436213,inf
184,58,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,connect-4,2,0.0,0.7193881219708673,0.7115466038056739,inf
185,59,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,higgs,2,0.0,0.7331576880350525,0.7288962685214072,inf
186,60,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9964060534522627,inf
187,61,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,segment,2,0.0,0.9913419913419913,0.9850889850889851,inf
188,62,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,vehicle,2,0.0,0.8601623376623376,0.8645928920237594,inf
189,63,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8544991511035654,0.8745652173913043,inf
190,64,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9278907619228576,0.9293096679398133,inf
191,65,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8441583335880274,0.845122184255669,inf
192,66,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9537037037037036,0.9617283950617285,inf
193,67,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.7063178932216051,0.6988909102243387,inf
194,68,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.7328477391774826,0.7289537218657118,inf
195,69,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9971338554901082,inf
196,70,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9904761904761903,0.9860509860509861,inf
197,71,1,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8624350649350649,0.8659422614040745,inf
198,72,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,Australian,2,0.0,0.8512733446519523,0.8734057971014492,inf
199,73,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9277871807535962,0.9292606407135378,inf
200,74,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,adult,2,0.0,0.8435278849897122,0.8457335883659765,inf
201,75,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9518518518518517,0.9621399176954732,inf
202,76,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,connect-4,2,0.0,0.7185568810460714,0.7123965443892063,inf
203,77,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,higgs,2,0.0,0.7329553367055544,0.7289232330738338,inf
204,78,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9966909719597549,inf
205,79,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,segment,2,0.0,0.9922077922077921,0.9855699855699855,inf
206,80,1,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,vehicle,2,0.0,0.8601623376623376,0.868534653169007,inf
207,81,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,Australian,2,0.0,0.8550933786078098,0.8723188405797101,inf
208,82,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2,0.0,0.927886090116784,0.9292678513509,inf
209,83,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,adult,2,0.0,0.8443222504443316,0.8458296944351045,inf
210,84,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,cnae-9,2,0.0,0.9518518518518517,0.9600823045267489,inf
211,85,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,connect-4,2,0.0,0.7193398630928225,0.7115572687170839,inf
212,86,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,higgs,2,0.0,0.7329243580617848,0.7288296120155783,inf
213,87,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9962604930446937,inf
214,88,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,segment,2,0.0,0.9913419913419913,0.9853775853775855,inf
215,89,1,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,vehicle,2,0.0,0.8577813852813853,0.8653889720344992,inf
216,90,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8454159592529711,0.8850724637681159,inf
217,91,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9278907619228576,0.9293096679398133,inf
218,92,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8438036105834712,0.8447779304503943,inf
219,93,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9444444444444443,0.9666666666666668,inf
220,94,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.7063178932216051,0.6988909102243387,inf
221,95,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.733366407567677,0.7289537191412,inf
222,96,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9956987984814685,0.9974791495860929,inf
223,97,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9913419913419912,0.9873977873977873,inf
224,98,1,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8601623376623376,0.880458533066849,inf
225,99,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,Australian,2,0.0,0.8454159592529711,0.8856521739130434,inf
226,100,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9277704556630748,0.929302374844308,inf
227,101,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,adult,2,0.0,0.8441803432993383,0.8460459595425813,inf
228,102,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,cnae-9,2,0.0,0.95,0.9662551440329219,inf
229,103,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,connect-4,2,0.0,0.7188820761062854,0.7124119114272851,inf
230,104,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,higgs,2,0.0,0.7329909831201856,0.72906201513265,inf
231,105,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.997618507686016,inf
232,106,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,segment,2,0.0,0.9887445887445889,0.9868205868205868,inf
233,107,1,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,vehicle,2,0.0,0.8648160173160173,0.877715028070865,inf
234,108,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,Australian,2,0.0,0.8454159592529711,0.8845652173913043,inf
235,109,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2,0.0,0.9277704556630748,0.929302374844308,inf
236,110,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,adult,2,0.0,0.8452685495395429,0.8458114349911459,inf
237,111,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,cnae-9,2,0.0,0.9425925925925925,0.9648148148148149,inf
238,112,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,connect-4,2,0.0,0.7188185587120033,0.711789766171879,inf
239,113,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,higgs,2,0.0,0.7330395263477698,0.7290591479040065,inf
240,114,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9976123053783699,inf
241,115,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,segment,2,0.0,0.9922077922077921,0.9870129870129871,inf
242,116,1,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,vehicle,2,0.0,0.8601623376623376,0.8796785626010146,inf
243,117,1,bagging_es50_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8486417657045842,0.874927536231884,inf
244,118,1,bagging_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.8954791614473618,0.8942241222727134,inf
245,119,1,bagging_es50_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8326175062775555,0.8342300344378181,inf
246,120,1,bagging_es50_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9537037037037036,0.9615226337448561,inf
247,121,1,bagging_es50_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.6390187345889137,0.6364175231073234,inf
248,122,1,bagging_es50_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.7237291742464708,0.720536112102842,inf
249,123,1,bagging_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9969093125711085,inf
250,124,1,bagging_es50_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9922077922077921,0.9855699855699855,inf
251,125,1,bagging_es50_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.86254329004329,0.865895114483424,inf
