,index,fold,model,overfit,task,test,tool,train,val,seed
77,77,2,best_ensemble_model,0.0,connect-4,0.7235895395473745,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.7116321450766946,inf,0
78,78,3,best_ensemble_model,0.0,connect-4,0.7093204018238484,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.7115932016584029,inf,0
79,79,4,best_ensemble_model,0.0,connect-4,0.7162886968068047,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.7113776522238296,inf,0
80,80,0,best_ensemble_model,0.0,higgs,0.739414784851104,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.7325149270884009,inf,0
81,81,1,best_ensemble_model,0.0,higgs,0.7235989602104425,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.7329902207343519,inf,0
82,82,2,best_ensemble_model,0.0,higgs,0.7352711715364746,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.7316373132374647,inf,0
83,83,3,best_ensemble_model,0.0,higgs,0.7351408588457773,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.7316966450368385,inf,0
84,84,4,best_ensemble_model,0.0,higgs,0.7361495905004486,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.7311463726106848,inf,0
85,85,0,best_ensemble_model,0.0,kr-vs-kp,0.9967320261437908,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.9978786169629238,inf,0
86,86,1,best_ensemble_model,0.0,kr-vs-kp,0.9850299401197604,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.9978786169629238,inf,0
87,87,2,best_ensemble_model,0.0,kr-vs-kp,0.9967320261437908,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.9971198033868476,inf,0
88,88,3,best_ensemble_model,0.0,kr-vs-kp,1.0,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.9978165938864628,inf,0
89,89,4,best_ensemble_model,0.0,kr-vs-kp,1.0,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.9978476054246932,inf,0
90,90,0,best_ensemble_model,0.0,segment,0.9913419913419912,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.9884559884559884,inf,0
91,91,1,best_ensemble_model,0.0,segment,0.987012987012987,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.9874939874939876,inf,0
92,92,2,best_ensemble_model,0.0,segment,0.9913419913419912,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.9865319865319864,inf,0
93,93,3,best_ensemble_model,0.0,segment,0.9826839826839828,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.987974987974988,inf,0
94,94,4,best_ensemble_model,0.0,segment,0.9956709956709956,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.987974987974988,inf,0
95,95,0,best_ensemble_model,0.0,vehicle,0.8592532467532468,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.8702166489051786,inf,0
96,96,1,best_ensemble_model,0.0,vehicle,0.8365800865800865,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.8781230918109216,inf,0
97,97,2,best_ensemble_model,0.0,vehicle,0.8143939393939393,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.8781230918109216,inf,0
98,98,3,best_ensemble_model,0.0,vehicle,0.7905844155844156,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.8700608033078168,inf,0
99,99,4,best_ensemble_model,0.0,vehicle,0.8495670995670995,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgFalse,0.8805994468538917,inf,0
100,100,0,best_ensemble_model,0.0,Albert,0.5681967829931334,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.5671882022178325,inf,0
101,101,1,best_ensemble_model,0.0,Albert,0.5664801053522717,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.5678571055299491,inf,0
102,102,2,best_ensemble_model,0.0,Albert,0.5670209763898034,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.5676663635698533,inf,0
103,103,3,best_ensemble_model,0.0,Albert,0.5654218794092748,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.5670680086539366,inf,0
104,104,4,best_ensemble_model,0.0,Albert,0.5705248800677265,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.5664774924487087,inf,0
105,105,0,best_ensemble_model,0.0,Australian,0.8726655348047538,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8804347826086957,inf,0
106,106,1,best_ensemble_model,0.0,Australian,0.8637521222410866,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8923913043478261,inf,0
107,107,2,best_ensemble_model,0.0,Australian,0.8404074702886248,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8880434782608696,inf,0
108,108,3,best_ensemble_model,0.0,Australian,0.8463497453310695,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8887681159420291,inf,0
109,109,4,best_ensemble_model,0.0,Australian,0.8858234295415959,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8963768115942029,inf,0
110,110,0,best_ensemble_model,0.0,MiniBooNE,0.9377303637596056,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9405928662056487,inf,0
111,111,1,best_ensemble_model,0.0,MiniBooNE,0.9374982761422479,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9411341851009284,inf,0
112,112,2,best_ensemble_model,0.0,MiniBooNE,0.9372854400997859,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9406058255600752,inf,0
113,113,3,best_ensemble_model,0.0,MiniBooNE,0.943158414841427,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9402424493832108,inf,0
114,114,4,best_ensemble_model,0.0,MiniBooNE,0.9413943447769402,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9399291534682112,inf,0
115,115,0,best_ensemble_model,0.0,adult,0.8501945440197569,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8456767858779852,inf,0
116,116,1,best_ensemble_model,0.0,adult,0.8380170690450561,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8474245284774702,inf,0
117,117,2,best_ensemble_model,0.0,adult,0.8509458358523674,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8465515788474635,inf,0
118,118,3,best_ensemble_model,0.0,adult,0.8466645531356445,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8465344286314636,inf,0
119,119,4,best_ensemble_model,0.0,adult,0.8379439336744474,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8468522072794239,inf,0
120,120,0,best_ensemble_model,0.0,cnae-9,0.9537037037037036,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.95679012345679,inf,0
121,121,1,best_ensemble_model,0.0,cnae-9,0.8981481481481479,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9609053497942388,inf,0
122,122,2,best_ensemble_model,0.0,cnae-9,0.9537037037037036,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9588477366255144,inf,0
123,123,3,best_ensemble_model,0.0,cnae-9,0.9166666666666666,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9547325102880656,inf,0
124,124,4,best_ensemble_model,0.0,cnae-9,0.9537037037037036,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9475308641975309,inf,0
125,125,0,best_ensemble_model,0.0,connect-4,0.7051534613112764,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.7119289620291241,inf,0
126,126,1,best_ensemble_model,0.0,connect-4,0.7167447132087222,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.711698653009877,inf,0
127,127,2,best_ensemble_model,0.0,connect-4,0.7254153081623697,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.7098557993038944,inf,0
128,128,3,best_ensemble_model,0.0,connect-4,0.7095053809231874,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.7088537752474681,inf,0
129,129,4,best_ensemble_model,0.0,connect-4,0.7182305166562992,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.7102058009971408,inf,0
130,130,0,best_ensemble_model,0.0,higgs,0.7397710990297117,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.7323298677820196,inf,0
131,131,1,best_ensemble_model,0.0,higgs,0.7235872931751893,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.7326579016940558,inf,0
132,132,2,best_ensemble_model,0.0,higgs,0.7347335487080564,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.7311160916744313,inf,0
133,133,3,best_ensemble_model,0.0,higgs,0.7353806335043509,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.7315316304072785,inf,0
134,134,4,best_ensemble_model,0.0,higgs,0.7349334145272219,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.7307689231065824,inf,0
135,135,0,best_ensemble_model,0.0,kr-vs-kp,0.9967320261437908,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9978786169629238,inf,0
136,136,1,best_ensemble_model,0.0,kr-vs-kp,0.9850299401197604,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.996848936982616,inf,0
137,137,2,best_ensemble_model,0.0,kr-vs-kp,0.9967320261437908,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9967869139061551,inf,0
138,138,3,best_ensemble_model,0.0,kr-vs-kp,1.0,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9971198033868476,inf,0
139,139,4,best_ensemble_model,0.0,kr-vs-kp,1.0,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9971818264633086,inf,0
140,140,0,best_ensemble_model,0.0,segment,0.9913419913419912,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9870129870129872,inf,0
141,141,1,best_ensemble_model,0.0,segment,0.987012987012987,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.986050986050986,inf,0
142,142,2,best_ensemble_model,0.0,segment,0.9913419913419912,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.986050986050986,inf,0
143,143,3,best_ensemble_model,0.0,segment,0.987012987012987,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.9865319865319864,inf,0
144,144,4,best_ensemble_model,0.0,segment,1.0,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.986050986050986,inf,0
145,145,0,best_ensemble_model,0.0,vehicle,0.8949675324675326,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8572003328788614,inf,0
146,146,1,best_ensemble_model,0.0,vehicle,0.8484848484848484,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8712485397797716,inf,0
147,147,2,best_ensemble_model,0.0,vehicle,0.7905844155844156,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8611001852080331,inf,0
148,148,3,best_ensemble_model,0.0,vehicle,0.8019480519480521,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.85460938107325,inf,0
149,149,4,best_ensemble_model,0.0,vehicle,0.8376623376623377,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats10_avgTrue,0.8715785891931206,inf,0
150,150,0,best_ensemble_model,0.0,Albert,0.5680556862007338,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.5678231377836307,inf,0
151,151,1,best_ensemble_model,0.0,Albert,0.5666212021446713,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.5682986862320886,inf,0
152,152,2,best_ensemble_model,0.0,Albert,0.5673031699746025,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.5681236216933705,inf,0
153,153,3,best_ensemble_model,0.0,Albert,0.5649750729000094,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.5682020088002592,inf,0
154,154,4,best_ensemble_model,0.0,Albert,0.5707835575204591,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.5675487829095204,inf,0
155,155,0,best_ensemble_model,0.0,Australian,0.8858234295415959,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.8898550724637682,inf,0
156,156,1,best_ensemble_model,0.0,Australian,0.8476230899830219,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.8960144927536231,inf,0
157,157,2,best_ensemble_model,0.0,Australian,0.8433786078098472,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.8952898550724637,inf,0
158,158,3,best_ensemble_model,0.0,Australian,0.8331918505942275,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.8945652173913043,inf,0
159,159,4,best_ensemble_model,0.0,Australian,0.8828522920203735,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.8967391304347826,inf,0
160,160,0,best_ensemble_model,0.0,MiniBooNE,0.9280838168187028,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.9317947871471396,inf,0
161,161,1,best_ensemble_model,0.0,MiniBooNE,0.9154690576683489,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.9232435885353192,inf,0
162,162,2,best_ensemble_model,0.0,MiniBooNE,0.9272881631362352,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.9314934734352116,inf,0
163,163,3,best_ensemble_model,0.0,MiniBooNE,0.9334817534597936,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.9306430200261636,inf,0
164,164,4,best_ensemble_model,0.0,MiniBooNE,0.9311289496423248,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.9309085366929348,inf,0
165,165,0,best_ensemble_model,0.0,adult,0.8497908841704566,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.8446316576907563,inf,0
166,166,1,best_ensemble_model,0.0,adult,0.8373443026295555,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.8461481979478163,inf,0
167,167,2,best_ensemble_model,0.0,adult,0.8500039628706666,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.8453944005393388,inf,0
168,168,3,best_ensemble_model,0.0,adult,0.8450867776516213,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.846190041206603,inf,0
169,169,4,best_ensemble_model,0.0,adult,0.8365007114735243,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.8473574428345347,inf,0
170,170,0,best_ensemble_model,0.0,cnae-9,0.9629629629629628,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.9629629629629628,inf,0
171,171,1,best_ensemble_model,0.0,cnae-9,0.9074074074074072,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.9732510288065844,inf,0
172,172,2,best_ensemble_model,0.0,cnae-9,0.9629629629629628,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.97119341563786,inf,0
173,173,3,best_ensemble_model,0.0,cnae-9,0.9444444444444444,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.9660493827160496,inf,0
174,174,4,best_ensemble_model,0.0,cnae-9,0.9537037037037036,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.9588477366255144,inf,0
175,175,0,best_ensemble_model,,connect-4,,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,,,0
176,176,1,best_ensemble_model,,connect-4,,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,,,0
177,177,2,best_ensemble_model,,connect-4,,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,,,0
178,178,3,best_ensemble_model,,connect-4,,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,,,0
179,179,4,best_ensemble_model,,connect-4,,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,,,0
180,180,0,best_ensemble_model,0.0,higgs,0.7363918121873639,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.7326371022019839,inf,0
181,181,1,best_ensemble_model,0.0,higgs,0.7219999711141738,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.7322615427904714,inf,0
182,182,2,best_ensemble_model,0.0,higgs,0.7369846186315415,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.731356563899173,inf,0
183,183,3,best_ensemble_model,0.0,higgs,0.7354419755762127,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.7306942028261959,inf,0
184,184,4,best_ensemble_model,0.0,higgs,0.7346674249512415,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.7307504069170925,inf,0
185,185,0,best_ensemble_model,0.0,kr-vs-kp,0.9967320261437908,autosklearnHyperBandAVGRepeats_eta3_cv5_repeats5_avgFalse,0.9978786169629238,inf,0
