,tool,task,model,fold,train,val,test,overfit
0,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,cnae-9,best_ensemble_model,0,,,0.916667,
1,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,cnae-9,best_ensemble_model,1,,,0.898148,
2,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,cnae-9,best_ensemble_model,2,,,0.9537040000000001,
3,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,cnae-9,best_ensemble_model,3,,,0.907407,
4,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,cnae-9,best_ensemble_model,4,,,0.9444440000000001,
5,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,higgs,best_ensemble_model,0,,,0.735638,
6,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,higgs,best_ensemble_model,1,,,0.721588,
7,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,higgs,best_ensemble_model,2,,,0.730212,
8,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,higgs,best_ensemble_model,3,,,0.731179,
9,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,higgs,best_ensemble_model,4,,,0.735246,
10,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,kr-vs-kp,best_ensemble_model,0,,,0.996732,
11,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,kr-vs-kp,best_ensemble_model,1,,,0.9910180000000001,
12,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,kr-vs-kp,best_ensemble_model,2,,,0.996732,
13,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,kr-vs-kp,best_ensemble_model,3,,,0.997006,
14,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,kr-vs-kp,best_ensemble_model,4,,,1.0,
15,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,vehicle,best_ensemble_model,0,,,0.871158,
16,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,vehicle,best_ensemble_model,1,,,0.802489,
17,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,vehicle,best_ensemble_model,2,,,0.8371209999999999,
18,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,vehicle,best_ensemble_model,3,,,0.8138529999999999,
19,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,vehicle,best_ensemble_model,4,,,0.8620129999999999,
20,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,MiniBooNE,best_ensemble_model,0,,,0.9384049999999999,
21,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,MiniBooNE,best_ensemble_model,1,,,0.937134,
22,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,MiniBooNE,best_ensemble_model,2,,,0.9390120000000001,
23,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,MiniBooNE,best_ensemble_model,3,,,0.9438030000000001,
24,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,MiniBooNE,best_ensemble_model,4,,,0.940853,
25,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,connect-4,best_ensemble_model,0,,,0.742962,
26,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,connect-4,best_ensemble_model,1,,,0.751987,
27,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,connect-4,best_ensemble_model,2,,,0.765966,
28,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,connect-4,best_ensemble_model,3,,,0.7525729999999999,
29,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,connect-4,best_ensemble_model,4,,,0.764241,
30,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,segment,best_ensemble_model,0,,,0.9913420000000001,
31,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,segment,best_ensemble_model,1,,,0.9870129999999999,
32,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,segment,best_ensemble_model,2,,,0.9913420000000001,
33,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,segment,best_ensemble_model,3,,,0.9956709999999999,
34,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,segment,best_ensemble_model,4,,,1.0,
35,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,Australian,best_ensemble_model,0,,,0.8858229999999999,
36,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,Australian,best_ensemble_model,1,,,0.8314940000000001,
37,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,Australian,best_ensemble_model,2,,,0.820034,
38,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,Australian,best_ensemble_model,3,,,0.833192,
39,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,Australian,best_ensemble_model,4,,,0.8828520000000001,
40,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,adult,best_ensemble_model,0,,,0.849656,
41,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,adult,best_ensemble_model,1,,,0.8363299999999999,
42,autosklearnHyperBandAVGRepeatsRobustEnsemble_cv5_repeats20_avgTrue_ensemble_overall_max_stackinstance,adult,best_ensemble_model,2,,,0.8493440000000001,
