tool,Albert,Australian,MiniBooNE,adult,cnae-9,connect-4,higgs,kr-vs-kp,segment,vehicle
autosklearn,0.6854222,0.8521647000000001,0.9401283000000001,0.8434799999999999,0.9546295,0.7605838999999999,0.7303058,0.9956987999999999,0.9904762,0.8548593
autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,0.6894318,0.8620968,0.9396831999999999,0.84399,0.9509259000000002,0.7549443,0.7319797000000001,0.9956987999999999,0.9913420000000001,0.8474512000000001
autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,0.6822546,0.8533108,0.9394575,0.8434404000000001,0.9555554,0.7555727000000001,0.7314283,0.9953994000000002,0.9896103999999999,0.8485282999999999
