,index,constraint,fold,model,overfit,task,test,tool,train,val,seed
61,61,14400s1c8G,1,best_ensemble_model,,MiniBooNE,0.937598,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
62,62,14400s1c8G,2,best_ensemble_model,,MiniBooNE,0.938849,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
63,63,14400s1c8G,3,best_ensemble_model,,MiniBooNE,0.94275,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
64,64,14400s1c8G,4,best_ensemble_model,,MiniBooNE,0.942066,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
65,65,14400s1c8G,0,best_ensemble_model,,adult,0.8507809999999999,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
66,66,14400s1c8G,1,best_ensemble_model,,adult,0.838541,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
67,67,14400s1c8G,2,best_ensemble_model,,adult,0.850383,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
68,68,14400s1c8G,3,best_ensemble_model,,adult,0.845161,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
69,69,14400s1c8G,4,best_ensemble_model,,adult,0.83721,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
70,70,14400s1c8G,0,best_ensemble_model,,cnae-9,0.953704,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
71,71,14400s1c8G,1,best_ensemble_model,,cnae-9,0.898148,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
72,72,14400s1c8G,2,best_ensemble_model,,cnae-9,0.972222,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
73,73,14400s1c8G,3,best_ensemble_model,,cnae-9,0.962963,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
74,74,14400s1c8G,4,best_ensemble_model,,cnae-9,0.972222,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
75,75,14400s1c8G,0,best_ensemble_model,,connect-4,0.749471,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
76,76,14400s1c8G,1,best_ensemble_model,,connect-4,0.7508520000000001,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
77,77,14400s1c8G,2,best_ensemble_model,,connect-4,0.766474,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
78,78,14400s1c8G,3,best_ensemble_model,,connect-4,0.746581,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
79,79,14400s1c8G,4,best_ensemble_model,,connect-4,0.759229,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
80,80,14400s1c8G,0,best_ensemble_model,,higgs,0.736308,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
81,81,14400s1c8G,1,best_ensemble_model,,higgs,0.7209399999999999,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
82,82,14400s1c8G,2,best_ensemble_model,,higgs,0.732928,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
83,83,14400s1c8G,3,best_ensemble_model,,higgs,0.733979,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
84,84,14400s1c8G,4,best_ensemble_model,,higgs,0.7357630000000001,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
85,85,14400s1c8G,0,best_ensemble_model,,kr-vs-kp,0.993738,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
86,86,14400s1c8G,1,best_ensemble_model,,kr-vs-kp,0.988024,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
87,87,14400s1c8G,2,best_ensemble_model,,kr-vs-kp,0.996732,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
88,88,14400s1c8G,3,best_ensemble_model,,kr-vs-kp,0.997006,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
89,89,14400s1c8G,4,best_ensemble_model,,kr-vs-kp,1.0,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
90,90,14400s1c8G,0,best_ensemble_model,,segment,0.987013,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
91,91,14400s1c8G,1,best_ensemble_model,,segment,0.991342,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
92,92,14400s1c8G,2,best_ensemble_model,,segment,0.982684,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
93,93,14400s1c8G,3,best_ensemble_model,,segment,0.995671,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
94,94,14400s1c8G,4,best_ensemble_model,,segment,1.0,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
95,95,14400s1c8G,0,best_ensemble_model,,vehicle,0.8700760000000001,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
96,96,14400s1c8G,1,best_ensemble_model,,vehicle,0.8371209999999999,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
97,97,14400s1c8G,2,best_ensemble_model,,vehicle,0.8376620000000001,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
98,98,14400s1c8G,3,best_ensemble_model,,vehicle,0.8463200000000001,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
99,99,14400s1c8G,4,best_ensemble_model,,vehicle,0.884199,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,0
100,100,3600s4c8G,0,best_ensemble_model,,Albert,0.677029,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
101,101,3600s4c8G,1,best_ensemble_model,,Albert,0.6878,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
102,102,3600s4c8G,2,best_ensemble_model,,Albert,0.688552,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
103,103,3600s4c8G,3,best_ensemble_model,,Albert,0.678017,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
104,104,3600s4c8G,4,best_ensemble_model,,Albert,0.680392,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
105,105,3600s4c8G,0,best_ensemble_model,,Australian,0.8595079999999999,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
106,106,3600s4c8G,1,best_ensemble_model,,Australian,0.8476229999999999,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
107,107,3600s4c8G,2,best_ensemble_model,,Australian,0.8595079999999999,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
108,108,3600s4c8G,3,best_ensemble_model,,Australian,0.817063,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
109,109,3600s4c8G,4,best_ensemble_model,,Australian,0.8696940000000001,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
110,110,3600s4c8G,0,best_ensemble_model,,MiniBooNE,0.938365,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
111,111,3600s4c8G,1,best_ensemble_model,,MiniBooNE,0.935659,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
112,112,3600s4c8G,2,best_ensemble_model,,MiniBooNE,0.938728,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
113,113,3600s4c8G,3,best_ensemble_model,,MiniBooNE,0.943292,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
114,114,3600s4c8G,4,best_ensemble_model,,MiniBooNE,0.940939,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
115,115,3600s4c8G,0,best_ensemble_model,,adult,0.84795,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
116,116,3600s4c8G,1,best_ensemble_model,,adult,0.8375030000000001,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
117,117,3600s4c8G,2,best_ensemble_model,,adult,0.850383,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
118,118,3600s4c8G,3,best_ensemble_model,,adult,0.8435950000000001,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
119,119,3600s4c8G,4,best_ensemble_model,,adult,0.837736,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
120,120,3600s4c8G,0,best_ensemble_model,,cnae-9,0.972222,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
121,121,3600s4c8G,1,best_ensemble_model,,cnae-9,0.925926,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
122,122,3600s4c8G,2,best_ensemble_model,,cnae-9,0.972222,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
123,123,3600s4c8G,3,best_ensemble_model,,cnae-9,0.944444,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
124,124,3600s4c8G,4,best_ensemble_model,,cnae-9,0.972222,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
125,125,3600s4c8G,0,best_ensemble_model,,connect-4,0.7505189999999999,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
126,126,3600s4c8G,1,best_ensemble_model,,connect-4,0.75071,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
127,127,3600s4c8G,2,best_ensemble_model,,connect-4,0.7667470000000001,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
128,128,3600s4c8G,3,best_ensemble_model,,connect-4,0.750174,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
129,129,3600s4c8G,4,best_ensemble_model,,connect-4,0.755603,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
130,130,3600s4c8G,0,best_ensemble_model,,higgs,0.7323729999999999,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
131,131,3600s4c8G,1,best_ensemble_model,,higgs,0.72329,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
132,132,3600s4c8G,2,best_ensemble_model,,higgs,0.732812,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
133,133,3600s4c8G,3,best_ensemble_model,,higgs,0.7323149999999999,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
134,134,3600s4c8G,4,best_ensemble_model,,higgs,0.735453,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
135,135,3600s4c8G,0,best_ensemble_model,,kr-vs-kp,0.993738,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
136,136,3600s4c8G,1,best_ensemble_model,,kr-vs-kp,0.988024,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
137,137,3600s4c8G,2,best_ensemble_model,,kr-vs-kp,0.996732,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
138,138,3600s4c8G,3,best_ensemble_model,,kr-vs-kp,0.997006,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
139,139,3600s4c8G,4,best_ensemble_model,,kr-vs-kp,1.0,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
140,140,3600s4c8G,0,best_ensemble_model,,segment,0.987013,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
141,141,3600s4c8G,1,best_ensemble_model,,segment,0.982684,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
142,142,3600s4c8G,2,best_ensemble_model,,segment,0.982684,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
143,143,3600s4c8G,3,best_ensemble_model,,segment,0.995671,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
144,144,3600s4c8G,4,best_ensemble_model,,segment,1.0,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
145,145,3600s4c8G,0,best_ensemble_model,,vehicle,0.870617,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
146,146,3600s4c8G,1,best_ensemble_model,,vehicle,0.8365799999999999,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
147,147,3600s4c8G,2,best_ensemble_model,,vehicle,0.8138529999999999,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
148,148,3600s4c8G,3,best_ensemble_model,,vehicle,0.813312,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
149,149,3600s4c8G,4,best_ensemble_model,,vehicle,0.907468,autosklearnEnsembleIntensification_10incumbents_repeats5_folds5_level2_20diversestacks_stackAny_dynamicParallel,,,0
150,0,3600s4c8G,0,best_ensemble_model,,Albert,0.685048,autosklearn,,,1
151,1,3600s4c8G,1,best_ensemble_model,,Albert,0.685942,autosklearn,,,1
152,2,3600s4c8G,2,best_ensemble_model,,Albert,0.687447,autosklearn,,,1
153,3,3600s4c8G,3,best_ensemble_model,,Albert,0.6775939999999999,autosklearn,,,1
154,4,3600s4c8G,4,best_ensemble_model,,Albert,0.686365,autosklearn,,,1
155,5,3600s4c8G,0,best_ensemble_model,,Australian,0.8624790000000001,autosklearn,,,1
156,6,3600s4c8G,1,best_ensemble_model,,Australian,0.8314940000000001,autosklearn,,,1
157,7,3600s4c8G,2,best_ensemble_model,,Australian,0.833192,autosklearn,,,1
158,8,3600s4c8G,3,best_ensemble_model,,Australian,0.833192,autosklearn,,,1
159,9,3600s4c8G,4,best_ensemble_model,,Australian,0.91511,autosklearn,,,1
160,10,3600s4c8G,0,best_ensemble_model,,MiniBooNE,0.938398,autosklearn,,,1
161,11,3600s4c8G,1,best_ensemble_model,,MiniBooNE,0.938842,autosklearn,,,1
162,12,3600s4c8G,2,best_ensemble_model,,MiniBooNE,0.9387,autosklearn,,,1
163,13,3600s4c8G,3,best_ensemble_model,,MiniBooNE,0.94404,autosklearn,,,1
164,14,3600s4c8G,4,best_ensemble_model,,MiniBooNE,0.94222,autosklearn,,,1
165,15,3600s4c8G,0,best_ensemble_model,,adult,0.848873,autosklearn,,,1
166,16,3600s4c8G,1,best_ensemble_model,,adult,0.837565,autosklearn,,,1
167,17,3600s4c8G,2,best_ensemble_model,,adult,0.85064,autosklearn,,,1
168,18,3600s4c8G,3,best_ensemble_model,,adult,0.8428979999999999,autosklearn,,,1
169,19,3600s4c8G,4,best_ensemble_model,,adult,0.8369530000000001,autosklearn,,,1
170,20,3600s4c8G,0,best_ensemble_model,,cnae-9,0.962963,autosklearn,,,1
171,21,3600s4c8G,1,best_ensemble_model,,cnae-9,0.925926,autosklearn,,,1
172,22,3600s4c8G,2,best_ensemble_model,,cnae-9,0.972222,autosklearn,,,1
173,23,3600s4c8G,3,best_ensemble_model,,cnae-9,0.935185,autosklearn,,,1
174,24,3600s4c8G,4,best_ensemble_model,,cnae-9,0.962963,autosklearn,,,1
175,25,3600s4c8G,0,best_ensemble_model,,connect-4,0.7656229999999999,autosklearn,,,1
176,26,3600s4c8G,1,best_ensemble_model,,connect-4,0.773628,autosklearn,,,1
177,27,3600s4c8G,2,best_ensemble_model,,connect-4,0.7631899999999999,autosklearn,,,1
178,28,3600s4c8G,3,best_ensemble_model,,connect-4,0.755441,autosklearn,,,1
179,29,3600s4c8G,4,best_ensemble_model,,connect-4,0.75803,autosklearn,,,1
180,30,3600s4c8G,0,best_ensemble_model,,higgs,0.737252,autosklearn,,,1
181,31,3600s4c8G,1,best_ensemble_model,,higgs,0.720695,autosklearn,,,1
182,32,3600s4c8G,2,best_ensemble_model,,higgs,0.730538,autosklearn,,,1
183,33,3600s4c8G,3,best_ensemble_model,,higgs,0.731178,autosklearn,,,1
184,34,3600s4c8G,4,best_ensemble_model,,higgs,0.7326520000000001,autosklearn,,,1
185,35,3600s4c8G,0,best_ensemble_model,,kr-vs-kp,0.996732,autosklearn,,,1
186,36,3600s4c8G,1,best_ensemble_model,,kr-vs-kp,0.988024,autosklearn,,,1
187,37,3600s4c8G,2,best_ensemble_model,,kr-vs-kp,0.996732,autosklearn,,,1
188,38,3600s4c8G,3,best_ensemble_model,,kr-vs-kp,1.0,autosklearn,,,1
189,39,3600s4c8G,4,best_ensemble_model,,kr-vs-kp,1.0,autosklearn,,,1
190,40,3600s4c8G,0,best_ensemble_model,,segment,0.987013,autosklearn,,,1
191,41,3600s4c8G,1,best_ensemble_model,,segment,0.987013,autosklearn,,,1
192,42,3600s4c8G,2,best_ensemble_model,,segment,0.978355,autosklearn,,,1
193,43,3600s4c8G,3,best_ensemble_model,,segment,0.995671,autosklearn,,,1
194,44,3600s4c8G,4,best_ensemble_model,,segment,1.0,autosklearn,,,1
195,45,3600s4c8G,0,best_ensemble_model,,vehicle,0.871158,autosklearn,,,1
196,46,3600s4c8G,1,best_ensemble_model,,vehicle,0.848485,autosklearn,,,1
197,47,3600s4c8G,2,best_ensemble_model,,vehicle,0.8376620000000001,autosklearn,,,1
198,48,3600s4c8G,3,best_ensemble_model,,vehicle,0.8268399999999999,autosklearn,,,1
199,49,3600s4c8G,4,best_ensemble_model,,vehicle,0.906926,autosklearn,,,1
200,50,14400s1c8G,0,best_ensemble_model,,Albert,0.6883640000000001,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,1
201,51,14400s1c8G,1,best_ensemble_model,,Albert,0.688599,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,1
202,52,14400s1c8G,2,best_ensemble_model,,Albert,0.691492,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,1
203,53,14400s1c8G,3,best_ensemble_model,,Albert,0.6874,autosklearnEnsembleIntensification_10incumbents_repeats5_folds351053_level2_20diversestacks_stackAny_dynamic,,,1
