,hue,performance,model,dataset_name,level,repeat,seed,val_score,estimated_val_score
0,test_performance_singlemodelTrue,0.7537438179382825,HistGradientBoostingClassifier,53,0,5,28,0.7751231203437086,0.778058592392362
1,test_performance_singlemodelTrue,0.711963770542476,RandomForestClassifier,53,0,5,28,0.7600938277408866,0.7549556144634009
2,test_performance_singlemodelTrue,0.7256226495286178,DecisionTreeClassifier,53,0,5,28,0.7056800225917873,0.7019139699969381
3,test_performance_singlemodelTrue,0.7591998093864304,LinearDiscriminantAnalysis,53,0,5,28,0.7764634466840349,0.7817610357319186
4,test_performance_singlemodelTrue,0.7237760805728711,XGBClassifier,53,0,5,28,0.7769346258316846,0.7688463306851712
5,test_performance_singlemodelTrue,0.7094342125598887,GradientBoostingClassifier,53,0,5,28,0.78481579694815,0.7726237846539162
6,test_performance_singlemodelTrue,0.7237760805728711,LGBMClassifier,53,0,5,28,0.7572159050100226,0.7629793186159083
7,test_performance_singlemodelTrue,0.6890209159754779,MLPClassifier,53,0,5,28,0.6446152295417001,0.632686277625622
8,test_performance_singlemodelTrue,0.7409417984647879,HistGradientBoostingClassifier,53,1,5,28,0.7883584144613556,0.7854969007524133
9,test_performance_singlemodelTrue,0.7170559218999536,RandomForestClassifier,53,1,5,28,0.766302978067684,0.7730905173476005
10,test_performance_singlemodelTrue,0.6790144763278554,DecisionTreeClassifier,53,1,5,28,0.6899506539212421,0.6959481391909579
11,test_performance_singlemodelTrue,0.762582234300139,LinearDiscriminantAnalysis,53,1,5,28,0.7828043688337807,0.7813943458665699
12,test_performance_singlemodelTrue,0.7401790866003812,XGBClassifier,53,1,5,28,0.7753989066489066,0.7644433610839423
13,test_performance_singlemodelTrue,0.6978062052444489,GradientBoostingClassifier,53,1,5,28,0.7646827437268613,0.7597636368734975
14,test_performance_singlemodelTrue,0.7148475091442996,LGBMClassifier,53,1,5,28,0.7609740749446632,0.7609970724056636
15,test_performance_singlemodelTrue,0.732475658131987,MLPClassifier,53,1,5,28,0.6364861445743798,0.6233680172038479
16,test_performance_singlemodelTrue,0.7561365334088919,HistGradientBoostingClassifier,53,2,5,28,0.781676575058928,0.7800936858513249
17,test_performance_singlemodelTrue,0.70218033589202,RandomForestClassifier,53,2,5,28,0.7587866381984029,0.7616058970256117
18,test_performance_singlemodelTrue,0.6868164958013498,DecisionTreeClassifier,53,2,5,28,0.7014696904402786,0.6995580978270568
19,test_performance_singlemodelTrue,0.7636640951007161,LinearDiscriminantAnalysis,53,2,5,28,0.7782292054350878,0.7801440973800784
20,test_performance_singlemodelTrue,0.7361687960434805,XGBClassifier,53,2,5,28,0.7689612266818149,0.7640235047401508
21,test_performance_singlemodelTrue,0.7065077790943279,GradientBoostingClassifier,53,2,5,28,0.7698798750269338,0.7666784627290091
22,test_performance_singlemodelTrue,0.7063729328731132,LGBMClassifier,53,2,5,28,0.7695199408434703,0.7628929339760981
23,test_performance_singlemodelTrue,0.6981680490443563,MLPClassifier,53,2,5,28,0.6442328912917148,0.627884254581598
24,test_performance_singlemodelTrue,0.7210662124568543,HistGradientBoostingClassifier,53,3,5,28,0.7981798430327842,0.7888379332722067
25,test_performance_singlemodelTrue,0.6990249085570037,RandomForestClassifier,53,3,5,28,0.7615644159761807,0.7630295703881714
26,test_performance_singlemodelTrue,0.7293137911493482,DecisionTreeClassifier,53,3,5,28,0.6902763086586616,0.6949879899376072
27,test_performance_singlemodelTrue,0.7679013832363093,LinearDiscriminantAnalysis,53,3,5,28,0.7796997936703819,0.7810825179095806
28,test_performance_singlemodelTrue,0.7372506568440576,XGBClassifier,53,3,5,28,0.7732270996976879,0.7635845338438745
29,test_performance_singlemodelTrue,0.7094362088506516,GradientBoostingClassifier,53,3,5,28,0.7682458880988292,0.7597548770342396
30,test_performance_singlemodelTrue,0.7148475091442996,LGBMClassifier,53,3,5,28,0.7701244017420488,0.762643833668567
31,test_performance_singlemodelTrue,0.691094482509917,MLPClassifier,53,3,5,28,0.6582238023414494,0.6333679659344778
32,test_performance_singlemodelTrue,0.7476619571377054,HistGradientBoostingClassifier,53,4,5,28,0.7785719998955293,0.7775177658281432
33,test_performance_singlemodelTrue,0.7128186337643604,RandomForestClassifier,53,4,5,28,0.7586232395055924,0.7604332215037901
34,test_performance_singlemodelTrue,0.7066836458708979,DecisionTreeClassifier,53,4,5,28,0.6924667652608829,0.7020358719885974
35,test_performance_singlemodelTrue,0.7636640951007161,LinearDiscriminantAnalysis,53,4,5,28,0.7782292054350878,0.7797246334877361
36,test_performance_singlemodelTrue,0.7444163747359744,XGBClassifier,53,4,5,28,0.7769361357596651,0.7613290445513831
37,test_performance_singlemodelTrue,0.7009616325794652,GradientBoostingClassifier,53,4,5,28,0.771023665876607,0.7614933647237843
38,test_performance_singlemodelTrue,0.7116920818092834,LGBMClassifier,53,4,5,28,0.7697976043564279,0.7660686552100868
39,test_performance_singlemodelTrue,0.6790209159754779,MLPClassifier,53,4,5,28,0.6252246119893179,0.6300054780330576
40,test_performance_singlemodelTrue,0.7412609474009582,HistGradientBoostingClassifier,53,5,5,28,0.7883759214641568,0.7834402723168346
41,test_performance_singlemodelTrue,0.7170559218999536,RandomForestClassifier,53,5,5,28,0.7586232395055924,0.7640134600508219
42,test_performance_singlemodelTrue,0.7257965200144249,DecisionTreeClassifier,53,5,5,28,0.7118833372509844,0.7027726795440594
43,test_performance_singlemodelTrue,0.7679013832363093,LinearDiscriminantAnalysis,53,5,5,28,0.781170381905676,0.7809465358193028
44,test_performance_singlemodelTrue,0.737023659265365,XGBClassifier,53,5,5,28,0.7628838481779658,0.7571251049110108
45,test_performance_singlemodelTrue,0.7105180696512287,GradientBoostingClassifier,53,5,5,28,0.7730019571931337,0.7692913517920061
46,test_performance_singlemodelTrue,0.7148475091442996,LGBMClassifier,53,5,5,28,0.7688172121995651,0.7643948128143967
47,test_performance_singlemodelTrue,0.6922664983772088,MLPClassifier,53,5,5,28,0.6365196486520016,0.639531326293284
48,test_performance_singlemodelFalse,0.7537438179382825,HistGradientBoostingClassifier,53,0,5,28,0.7751231203437086,0.778058592392362
49,test_performance_singlemodelFalse,0.711963770542476,RandomForestClassifier,53,0,5,28,0.7600938277408866,0.7549556144634009
50,test_performance_singlemodelFalse,0.7256226495286178,DecisionTreeClassifier,53,0,5,28,0.7056800225917873,0.7019139699969381
51,test_performance_singlemodelFalse,0.7591998093864304,LinearDiscriminantAnalysis,53,0,5,28,0.7764634466840349,0.7817610357319186
52,test_performance_singlemodelFalse,0.7237760805728711,XGBClassifier,53,0,5,28,0.7769346258316846,0.7688463306851712
53,test_performance_singlemodelFalse,0.7041150636237186,GradientBoostingClassifier,53,0,5,28,0.7821031501178559,0.7733080447873355
54,test_performance_singlemodelFalse,0.7237760805728711,LGBMClassifier,53,0,5,28,0.7572159050100226,0.7629793186159083
55,test_performance_singlemodelFalse,0.6767670393076091,MLPClassifier,53,0,5,28,0.5879930935077994,0.6063757508059348
56,test_performance_singlemodelFalse,0.7759199680593478,HistGradientBoostingClassifier,53,1,5,28,0.7918263109439581,0.7918694374503771
57,test_performance_singlemodelFalse,0.7483345139353974,RandomForestClassifier,53,1,5,28,0.7681476203535027,0.7727034316203982
58,test_performance_singlemodelFalse,0.7281397789912936,DecisionTreeClassifier,53,1,5,28,0.7567550913139149,0.7455706110940686
59,test_performance_singlemodelFalse,0.7541998093864304,LinearDiscriminantAnalysis,53,1,5,28,0.798409882601059,0.7962104502838652
60,test_performance_singlemodelFalse,0.7377863711297719,XGBClassifier,53,1,5,28,0.7791269596416655,0.7804249069432607
61,test_performance_singlemodelFalse,0.7303936556591624,GradientBoostingClassifier,53,1,5,28,0.7639465110053345,0.7727794655125676
62,test_performance_singlemodelFalse,0.7367045103291947,LGBMClassifier,53,1,5,28,0.7723959863665746,0.776180791803019
63,test_performance_singlemodelFalse,0.7216570501262171,MLPClassifier,53,1,5,28,0.7272911728794083,0.6944921543700907
64,test_performance_singlemodelFalse,0.7847136932667045,HistGradientBoostingClassifier,53,2,5,28,0.7984940304793247,0.7932520924842785
65,test_performance_singlemodelFalse,0.7666826799237546,RandomForestClassifier,53,2,5,28,0.7971042029865559,0.7850215048098318
66,test_performance_singlemodelFalse,0.7422526531348204,DecisionTreeClassifier,53,2,5,28,0.7493038823921176,0.7405248676273017
67,test_performance_singlemodelFalse,0.7783126835299572,LinearDiscriminantAnalysis,53,2,5,28,0.8068574807545396,0.8033364331474323
68,test_performance_singlemodelFalse,0.7698381072587708,XGBClassifier,53,2,5,28,0.7945865817189347,0.795288250136742
69,test_performance_singlemodelFalse,0.735939802174025,GradientBoostingClassifier,53,2,5,28,0.8065813271695624,0.7998780042505423
70,test_performance_singlemodelFalse,0.7253015043016846,LGBMClassifier,53,2,5,28,0.772545265192324,0.7784205663254279
71,test_performance_singlemodelFalse,0.7440569780021637,MLPClassifier,53,2,5,28,0.7480744337361984,0.702988804015893
72,test_performance_singlemodelFalse,0.7454060841790737,HistGradientBoostingClassifier,53,3,5,28,0.8090483046365399,0.7989044418252689
73,test_performance_singlemodelFalse,0.7497335273813818,RandomForestClassifier,53,3,5,28,0.7982639909110497,0.7927045186160215
74,test_performance_singlemodelFalse,0.7687562464581938,DecisionTreeClassifier,53,3,5,28,0.7758444986386164,0.7490255327128323
75,test_performance_singlemodelFalse,0.7900328422028746,LinearDiscriminantAnalysis,53,3,5,28,0.811286752463223,0.8110131168859493
76,test_performance_singlemodelFalse,0.7613635309875844,XGBClassifier,53,3,5,28,0.8000122426593015,0.7920004744541157
77,test_performance_singlemodelFalse,0.737021662974602,GradientBoostingClassifier,53,3,5,28,0.8012543012543012,0.794769762288574
78,test_performance_singlemodelFalse,0.7475698057802278,LGBMClassifier,53,3,5,28,0.7858456902574549,0.7877878416813181
79,test_performance_singlemodelFalse,0.740721240533718,MLPClassifier,53,3,5,28,0.7569981081010493,0.7111401693248844
80,test_performance_singlemodelFalse,0.7570360877852764,HistGradientBoostingClassifier,53,4,5,28,0.8134600693424222,0.796014659357524
81,test_performance_singlemodelFalse,0.7623552367214466,RandomForestClassifier,53,4,5,28,0.8052901347018994,0.7976163736806281
82,test_performance_singlemodelFalse,0.7340050744423264,DecisionTreeClassifier,53,4,5,28,0.7610704654822302,0.7449738199051488
83,test_performance_singlemodelFalse,0.8027447066096544,LinearDiscriminantAnalysis,53,4,5,28,0.8093434751522987,0.8086815126900189
84,test_performance_singlemodelFalse,0.7634370975220236,XGBClassifier,53,4,5,28,0.788672601907896,0.7892342297825188
85,test_performance_singlemodelFalse,0.7242196435011076,GradientBoostingClassifier,53,4,5,28,0.7954702160584514,0.7958106810526818
86,test_performance_singlemodelFalse,0.7485615115140899,LGBMClassifier,53,4,5,28,0.7947834844893669,0.7900639970620668
87,test_performance_singlemodelFalse,0.7469419401370357,MLPClassifier,53,4,5,28,0.7484064954653189,0.7157815450378757
88,test_performance_singlemodelFalse,0.7645189583226006,HistGradientBoostingClassifier,53,5,5,28,0.7843926090249619,0.7812901129710659
89,test_performance_singlemodelFalse,0.7676743856576168,RandomForestClassifier,53,5,5,28,0.7696692196692196,0.7711002446483701
90,test_performance_singlemodelFalse,0.7662286847663695,DecisionTreeClassifier,53,5,5,28,0.7516074611662847,0.7363775599632106
91,test_performance_singlemodelFalse,0.8112192828808408,LinearDiscriminantAnalysis,53,5,5,28,0.807691981221393,0.8049603350694106
92,test_performance_singlemodelFalse,0.7656008191231776,XGBClassifier,53,5,5,28,0.7853379871762224,0.7773679711747172
93,test_performance_singlemodelFalse,0.7380133687084643,GradientBoostingClassifier,53,5,5,28,0.7896846209346209,0.789467416049239
94,test_performance_singlemodelFalse,0.7454060841790737,LGBMClassifier,53,5,5,28,0.7829045137868667,0.7810661465516532
95,test_performance_singlemodelFalse,0.7608258204111071,MLPClassifier,53,5,5,28,0.7349583015024191,0.7234056171968233
96,test_performance_singlemodelTrue,0.7624453917881614,HistGradientBoostingClassifier,53,0,10,28,0.7744870325752679,0.7811149960641552
97,test_performance_singlemodelTrue,0.711963770542476,RandomForestClassifier,53,0,10,28,0.7594402329696447,0.7557479178545724
98,test_performance_singlemodelTrue,0.6742310416773994,DecisionTreeClassifier,53,0,10,28,0.7125796589031883,0.6948882181854438
99,test_performance_singlemodelTrue,0.7591998093864304,LinearDiscriminantAnalysis,53,0,10,28,0.7805975478769596,0.7818116918523905
100,test_performance_singlemodelTrue,0.7248579413734481,XGBClassifier,53,0,10,28,0.777755006431477,0.7696575993528163
101,test_performance_singlemodelTrue,0.7083523517593118,GradientBoostingClassifier,53,0,10,28,0.7895562362474127,0.7750257167585407
102,test_performance_singlemodelTrue,0.7195387924372779,LGBMClassifier,53,0,10,28,0.7603029731706202,0.7582467555836169
103,test_performance_singlemodelTrue,0.6780634691669671,MLPClassifier,53,0,10,28,0.6378328779064073,0.6209451871657755
104,test_performance_singlemodelTrue,0.7270132270362165,HistGradientBoostingClassifier,53,1,10,28,0.815990300549124,0.8068959330218081
105,test_performance_singlemodelTrue,0.7139004945649374,RandomForestClassifier,53,1,10,28,0.773051458345576,0.7655385734028671
106,test_performance_singlemodelTrue,0.6710329194786461,DecisionTreeClassifier,53,1,10,28,0.6899476340652811,0.6922259836991729
107,test_performance_singlemodelTrue,0.762582234300139,LinearDiscriminantAnalysis,53,1,10,28,0.783979786553316,0.778954050464356
108,test_performance_singlemodelTrue,0.7362609474009583,XGBClassifier,53,1,10,28,0.7638676274705687,0.7714554530781875
109,test_performance_singlemodelTrue,0.7189926459224152,GradientBoostingClassifier,53,1,10,28,0.7764017028722912,0.7722962390234686
110,test_performance_singlemodelTrue,0.7180029364793159,LGBMClassifier,53,1,10,28,0.7699610030492383,0.7627481164879746
111,test_performance_singlemodelTrue,0.7257554994590696,MLPClassifier,53,1,10,28,0.6407332047037929,0.6273739612641497
112,test_performance_singlemodelTrue,0.7323323759723868,HistGradientBoostingClassifier,53,2,10,28,0.7900099083922614,0.7814280968328275
113,test_performance_singlemodelTrue,0.6894684714852404,RandomForestClassifier,53,2,10,28,0.7589991707638766,0.7623426344043532
114,test_performance_singlemodelTrue,0.6831169182422338,DecisionTreeClassifier,53,2,10,28,0.6874333999333999,0.7075294895893438
115,test_performance_singlemodelTrue,0.7583449461645458,LinearDiscriminantAnalysis,53,2,10,28,0.777934034919329,0.7775049388549029
116,test_performance_singlemodelTrue,0.7437438179382825,XGBClassifier,53,2,10,28,0.783638869300634,0.7720014308686364
117,test_performance_singlemodelTrue,0.7158372185873989,GradientBoostingClassifier,53,2,10,28,0.7940487616958205,0.7707221542879462
118,test_performance_singlemodelTrue,0.7201666580804699,LGBMClassifier,53,2,10,28,0.7619544671015258,0.7598493212331955
119,test_performance_singlemodelTrue,0.7068716191849982,MLPClassifier,53,2,10,28,0.6422517841635489,0.6205633268779248
120,test_performance_singlemodelTrue,0.7472079619803204,HistGradientBoostingClassifier,53,3,10,28,0.7932778822484705,0.7923182252271929
121,test_performance_singlemodelTrue,0.7074994848281903,RandomForestClassifier,53,3,10,28,0.7656985171691054,0.7638237494310093
122,test_performance_singlemodelTrue,0.6976733553139972,DecisionTreeClassifier,53,3,10,28,0.6999831051301639,0.7035938938321813
123,test_performance_singlemodelTrue,0.7785396811086497,LinearDiscriminantAnalysis,53,3,10,28,0.7821824009324009,0.7779372601705258
