,hue,performance,model,dataset_name,level,repeat,seed,val_score,estimated_val_score
0,test_performance_singlemodelTrue,0.7993156535988446,HistGradientBoostingClassifier,7592,0,5,67,0.7948651805799134,0.7940100970959746
1,test_performance_singlemodelTrue,0.7790599511787325,RandomForestClassifier,7592,0,5,67,0.7767240839675359,0.774521415587245
2,test_performance_singlemodelTrue,0.7712385810891845,DecisionTreeClassifier,7592,0,5,67,0.764290337455263,0.747387209588811
3,test_performance_singlemodelTrue,0.7088012725707751,LinearDiscriminantAnalysis,7592,0,5,67,0.7026413890214025,0.7024862225733344
4,test_performance_singlemodelTrue,0.7988050053291442,XGBClassifier,7592,0,5,67,0.7915078222423697,0.7907861486850488
5,test_performance_singlemodelTrue,0.7833142791010027,GradientBoostingClassifier,7592,0,5,67,0.77755540895933,0.7768727636138064
6,test_performance_singlemodelTrue,0.7810835010754057,LGBMClassifier,7592,0,5,67,0.7764109953589453,0.775648792943749
7,test_performance_singlemodelTrue,0.594202625498622,MLPClassifier,7592,0,5,67,0.6003301739859495,0.5822279643019869
8,test_performance_singlemodelTrue,0.8000537150338445,HistGradientBoostingClassifier,7592,1,5,67,0.7948210268744588,0.7945571725923521
9,test_performance_singlemodelTrue,0.7852718408723707,RandomForestClassifier,7592,1,5,67,0.789059391076119,0.7865095677786623
10,test_performance_singlemodelTrue,0.7681414303617718,DecisionTreeClassifier,7592,1,5,67,0.7739837453600633,0.7551390566261023
11,test_performance_singlemodelTrue,0.7089184968011875,LinearDiscriminantAnalysis,7592,1,5,67,0.7026413890214025,0.7026416435695795
12,test_performance_singlemodelTrue,0.798687781098732,XGBClassifier,7592,1,5,67,0.7909244086269662,0.7901179603358898
13,test_performance_singlemodelTrue,0.7832951622508584,GradientBoostingClassifier,7592,1,5,67,0.7781521360419088,0.778055496785759
14,test_performance_singlemodelTrue,0.7829746879643847,LGBMClassifier,7592,1,5,67,0.7778828428646294,0.7781023938603903
15,test_performance_singlemodelTrue,0.5973858020516837,MLPClassifier,7592,1,5,67,0.5980008331450244,0.5852978236207939
16,test_performance_singlemodelTrue,0.8000632734589167,HistGradientBoostingClassifier,7592,2,5,67,0.7951633363221995,0.7946615459746964
17,test_performance_singlemodelTrue,0.7798075710388045,RandomForestClassifier,7592,2,5,67,0.7858668961684845,0.7837454294752685
18,test_performance_singlemodelTrue,0.7646820539998344,DecisionTreeClassifier,7592,2,5,67,0.7689264908589648,0.752038026044893
19,test_performance_singlemodelTrue,0.7089184968011875,LinearDiscriminantAnalysis,7592,2,5,67,0.7026413890214025,0.7026416435695795
20,test_performance_singlemodelTrue,0.7983994997352372,XGBClassifier,7592,2,5,67,0.790485938399089,0.7899148920321838
21,test_performance_singlemodelTrue,0.783124105117776,GradientBoostingClassifier,7592,2,5,67,0.7782450723547532,0.7783039492763207
22,test_performance_singlemodelTrue,0.7832091364252094,LGBMClassifier,7592,2,5,67,0.7780751644249024,0.7784551046147453
23,test_performance_singlemodelTrue,0.634355709109168,MLPClassifier,7592,2,5,67,0.6146923239105514,0.5868352255454026
24,test_performance_singlemodelTrue,0.8000094405562466,HistGradientBoostingClassifier,7592,3,5,67,0.7948992452854848,0.7950439322528123
25,test_performance_singlemodelTrue,0.7827442175764225,RandomForestClassifier,7592,3,5,67,0.7900859038213348,0.7875778660115916
26,test_performance_singlemodelTrue,0.7704909612291125,DecisionTreeClassifier,7592,3,5,67,0.7697266173383361,0.7520723575156424
27,test_performance_singlemodelTrue,0.7089184968011875,LinearDiscriminantAnalysis,7592,3,5,67,0.7026413890214025,0.7026416435695795
28,test_performance_singlemodelTrue,0.7978767699109177,XGBClassifier,7592,3,5,67,0.7903801042170758,0.7895732596375638
29,test_performance_singlemodelTrue,0.783124105117776,GradientBoostingClassifier,7592,3,5,67,0.7781880207801297,0.7783668672746024
30,test_performance_singlemodelTrue,0.7831553035225394,LGBMClassifier,7592,3,5,67,0.7781322159995259,0.7784749689289104
31,test_performance_singlemodelTrue,0.6352779037500851,MLPClassifier,7592,3,5,67,0.6215640363153551,0.5940800263183705
