,hue,performance,model,dataset_name,level,repeat,seed,val_score,skip
0,test_performance_singlemodelTrue,0.7755650300842447,RandomForestClassifier,7592,0,1,95,0.7743573879124157,True
1,test_performance_singlemodelTrue,0.770655942439948,DecisionTreeClassifier,7592,0,1,95,0.7490185050601661,True
2,test_performance_singlemodelTrue,0.7908451475848502,XGBClassifier,7592,0,1,95,0.7934619973800605,True
3,test_performance_singlemodelTrue,0.7728090574849286,GradientBoostingClassifier,7592,0,1,95,0.7795559715481231,True
4,test_performance_singlemodelTrue,0.7726984975650799,LGBMClassifier,7592,0,1,95,0.7771232652954482,True
5,test_performance_singlemodelTrue,0.6176807922202756,MLPClassifier,7592,0,1,95,0.5707510812362756,True
6,test_performance_singlemodelTrue,0.7760322437727134,RandomForestClassifier,7592,1,1,95,0.7770475882104089,True
7,test_performance_singlemodelTrue,0.7661324586261473,DecisionTreeClassifier,7592,1,1,95,0.7540903463438364,True
8,test_performance_singlemodelTrue,0.7924573911889937,XGBClassifier,7592,1,1,95,0.7905023672996438,True
9,test_performance_singlemodelTrue,0.7892263260869008,GradientBoostingClassifier,7592,1,1,95,0.790136889697358,True
10,test_performance_singlemodelTrue,0.7795910125815503,LGBMClassifier,7592,1,1,95,0.7838618768939215,True
11,test_performance_singlemodelTrue,0.5102130504680199,MLPClassifier,7592,1,1,95,0.5369273453799293,True
12,test_performance_singlemodelTrue,0.7734065830974881,RandomForestClassifier,7592,2,1,95,0.7764141553609191,True
13,test_performance_singlemodelTrue,0.7647847416316915,DecisionTreeClassifier,7592,2,1,95,0.7522992761963938,True
14,test_performance_singlemodelTrue,0.7921178326151397,XGBClassifier,7592,2,1,95,0.7920663159561552,True
15,test_performance_singlemodelTrue,0.7891328796846422,GradientBoostingClassifier,7592,2,1,95,0.7877201756917533,True
16,test_performance_singlemodelTrue,0.7820455747265227,LGBMClassifier,7592,2,1,95,0.7838498939880956,True
17,test_performance_singlemodelTrue,0.57166793033076,MLPClassifier,7592,2,1,95,0.5859154557369177,True
18,test_performance_singlemodelTrue,0.7737777302198703,RandomForestClassifier,7592,3,1,95,0.7777758240357018,True
19,test_performance_singlemodelTrue,0.7615813073481488,DecisionTreeClassifier,7592,3,1,95,0.7535611645699514,True
20,test_performance_singlemodelTrue,0.790627985475131,XGBClassifier,7592,3,1,95,0.7891579357159904,True
21,test_performance_singlemodelTrue,0.7890631246937798,GradientBoostingClassifier,7592,3,1,95,0.7876143577943017,True
22,test_performance_singlemodelTrue,0.7811887811547557,LGBMClassifier,7592,3,1,95,0.785214880879826,True
23,test_performance_singlemodelTrue,0.612120181601173,MLPClassifier,7592,3,1,95,0.5965027211552836,True
24,test_performance_singlemodelFalse,0.7755650300842447,RandomForestClassifier,7592,0,1,95,0.7743573879124157,True
25,test_performance_singlemodelFalse,0.770655942439948,DecisionTreeClassifier,7592,0,1,95,0.7490185050601661,True
26,test_performance_singlemodelFalse,0.7908451475848502,XGBClassifier,7592,0,1,95,0.7934619973800605,True
27,test_performance_singlemodelFalse,0.7728090574849286,GradientBoostingClassifier,7592,0,1,95,0.7795559715481231,True
28,test_performance_singlemodelFalse,0.7726984975650799,LGBMClassifier,7592,0,1,95,0.7771232652954482,True
