,hue,performance,model,dataset_name,level,repeat,seed,val_score,skip
0,test_performance_singlemodelTrue,0.76579436122275,RandomForestClassifier,53,0,1,75,0.7590479851500532,True
1,test_performance_singlemodelTrue,0.7152567917365915,DecisionTreeClassifier,53,0,1,75,0.7113437919966136,True
2,test_performance_singlemodelTrue,0.79636691633175,XGBClassifier,53,0,1,75,0.7394257836920071,True
3,test_performance_singlemodelTrue,0.8121384423334551,GradientBoostingClassifier,53,0,1,75,0.7551630339830331,True
4,test_performance_singlemodelTrue,0.8011737303617099,LGBMClassifier,53,0,1,75,0.7541058023766024,True
5,test_performance_singlemodelTrue,0.6091211355581289,MLPClassifier,53,0,1,75,0.6073447670205151,True
6,test_performance_singlemodelTrue,0.7932319759149054,RandomForestClassifier,53,1,1,75,0.7528663115209464,True
7,test_performance_singlemodelTrue,0.6798116261980105,DecisionTreeClassifier,53,1,1,75,0.7070075113877194,True
8,test_performance_singlemodelTrue,0.753136037023505,XGBClassifier,53,1,1,75,0.7595186081758336,True
9,test_performance_singlemodelTrue,0.7262932346851784,GradientBoostingClassifier,53,1,1,75,0.769642187564557,True
10,test_performance_singlemodelTrue,0.7866695591279991,LGBMClassifier,53,1,1,75,0.7587671720265305,True
11,test_performance_singlemodelTrue,0.6290100970380783,MLPClassifier,53,1,1,75,0.6304453154222163,True
12,test_performance_singlemodelTrue,0.7361134763411629,RandomForestClassifier,53,2,1,75,0.7560847060868648,True
13,test_performance_singlemodelTrue,0.6977842997921351,DecisionTreeClassifier,53,2,1,75,0.7162307706541549,True
14,test_performance_singlemodelTrue,0.7636630739252223,XGBClassifier,53,2,1,75,0.7566141635806158,True
15,test_performance_singlemodelTrue,0.7370676531482158,GradientBoostingClassifier,53,2,1,75,0.759538140188803,True
16,test_performance_singlemodelTrue,0.7851662404092072,LGBMClassifier,53,2,1,75,0.7400921018640462,True
17,test_performance_singlemodelTrue,0.6390663026448604,MLPClassifier,53,2,1,75,0.6107435409602846,True
18,test_performance_singlemodelTrue,0.7627545675602592,RandomForestClassifier,53,3,1,75,0.754259490874922,True
19,test_performance_singlemodelTrue,0.6822397713691225,DecisionTreeClassifier,53,3,1,75,0.7026522175587415,True
20,test_performance_singlemodelTrue,0.7359563390573621,XGBClassifier,53,3,1,75,0.7600532356263974,True
21,test_performance_singlemodelTrue,0.7222666240409208,GradientBoostingClassifier,53,3,1,75,0.7478503882696276,True
22,test_performance_singlemodelTrue,0.7702700645475582,LGBMClassifier,53,3,1,75,0.7341281211580422,True
23,test_performance_singlemodelTrue,0.6657995088234262,MLPClassifier,53,3,1,75,0.6721356051372026,True
24,test_performance_singlemodelFalse,0.76579436122275,RandomForestClassifier,53,0,1,75,0.7590479851500532,True
25,test_performance_singlemodelFalse,0.7152567917365915,DecisionTreeClassifier,53,0,1,75,0.7113437919966136,True
26,test_performance_singlemodelFalse,0.79636691633175,XGBClassifier,53,0,1,75,0.7394257836920071,True
27,test_performance_singlemodelFalse,0.8072364815491414,GradientBoostingClassifier,53,0,1,75,0.7534860569487745,True
28,test_performance_singlemodelFalse,0.8011737303617099,LGBMClassifier,53,0,1,75,0.7541058023766024,True
29,test_performance_singlemodelFalse,0.6560431928851127,MLPClassifier,53,0,1,75,0.6282311013971995,True
30,test_performance_singlemodelFalse,0.7448517542610265,RandomForestClassifier,53,1,1,75,0.7711838435252796,True
31,test_performance_singlemodelFalse,0.7695643659084856,DecisionTreeClassifier,53,1,1,75,0.7375894713444905,True
32,test_performance_singlemodelFalse,0.7774351634537382,XGBClassifier,53,1,1,75,0.7762833451491109,True
33,test_performance_singlemodelFalse,0.751257033764132,GradientBoostingClassifier,53,1,1,75,0.7737445932256173,True
34,test_performance_singlemodelFalse,0.7666607449907008,LGBMClassifier,53,1,1,75,0.7579685173377155,True
35,test_performance_singlemodelFalse,0.7698943800069771,MLPClassifier,53,1,1,75,0.7176187381165577,True
36,test_performance_singlemodelFalse,0.797670975169729,RandomForestClassifier,53,2,1,75,0.7661426995112932,True
37,test_performance_singlemodelFalse,0.7344437959413683,DecisionTreeClassifier,53,2,1,75,0.693814701769885,True
38,test_performance_singlemodelFalse,0.7878670536011015,XGBClassifier,53,2,1,75,0.7509893536079797,True
39,test_performance_singlemodelFalse,0.7964403244717193,GradientBoostingClassifier,53,2,1,75,0.7514456145776036,True
40,test_performance_singlemodelFalse,0.7646702748896168,LGBMClassifier,53,2,1,75,0.7536156892726125,True
41,test_performance_singlemodelFalse,0.7993314311723216,MLPClassifier,53,2,1,75,0.7186682225756532,True
42,test_performance_singlemodelFalse,0.7865744123736451,RandomForestClassifier,53,3,1,75,0.7816050638575573,True
43,test_performance_singlemodelFalse,0.6896487039915451,DecisionTreeClassifier,53,3,1,75,0.7198294583770168,True
44,test_performance_singlemodelFalse,0.8035434328484526,XGBClassifier,53,3,1,75,0.770325053192805,True
45,test_performance_singlemodelFalse,0.7846002623599182,GradientBoostingClassifier,53,3,1,75,0.7655367973467365,True
46,test_performance_singlemodelFalse,0.7816724515893314,LGBMClassifier,53,3,1,75,0.7614704711548543,True
47,test_performance_singlemodelFalse,0.7714561414101382,MLPClassifier,53,3,1,75,0.7391408214235381,True
48,test_performance_singlemodelTrue,0.76579436122275,RandomForestClassifier,53,0,1,75,0.7590479851500532,False
49,test_performance_singlemodelTrue,0.7152567917365915,DecisionTreeClassifier,53,0,1,75,0.7113437919966136,False
50,test_performance_singlemodelTrue,0.79636691633175,XGBClassifier,53,0,1,75,0.7394257836920071,False
51,test_performance_singlemodelTrue,0.8072364815491414,GradientBoostingClassifier,53,0,1,75,0.7503666236233916,False
52,test_performance_singlemodelTrue,0.8011737303617099,LGBMClassifier,53,0,1,75,0.7541058023766024,False
53,test_performance_singlemodelTrue,0.6043510901044279,MLPClassifier,53,0,1,75,0.5996682042729278,False
54,test_performance_singlemodelTrue,0.7932319759149054,RandomForestClassifier,53,1,1,75,0.7528663115209464,False
55,test_performance_singlemodelTrue,0.6798116261980105,DecisionTreeClassifier,53,1,1,75,0.7070075113877194,False
56,test_performance_singlemodelTrue,0.753136037023505,XGBClassifier,53,1,1,75,0.7595186081758336,False
57,test_performance_singlemodelTrue,0.7923403056874925,GradientBoostingClassifier,53,1,1,75,0.743256049536003,False
58,test_performance_singlemodelTrue,0.7866695591279991,LGBMClassifier,53,1,1,75,0.7587671720265305,False
59,test_performance_singlemodelTrue,0.6328632503111784,MLPClassifier,53,1,1,75,0.6463841880382617,False
60,test_performance_singlemodelTrue,0.7607184270170854,RandomForestClassifier,53,2,1,75,0.7426210158928953,False
61,test_performance_singlemodelTrue,0.6948396528839981,DecisionTreeClassifier,53,2,1,75,0.7083022482940449,False
62,test_performance_singlemodelTrue,0.7730293204238218,XGBClassifier,53,2,1,75,0.7292032430627482,False
63,test_performance_singlemodelTrue,0.7461737458432157,GradientBoostingClassifier,53,2,1,75,0.7364575731010686,False
64,test_performance_singlemodelTrue,0.7709931798806479,LGBMClassifier,53,2,1,75,0.7249541388287556,False
65,test_performance_singlemodelTrue,0.6276584970760596,MLPClassifier,53,2,1,75,0.6248221816418353,False
66,test_performance_singlemodelTrue,0.7894908055337094,RandomForestClassifier,53,3,1,75,0.7554788039223079,False
67,test_performance_singlemodelTrue,0.7032354024881876,DecisionTreeClassifier,53,3,1,75,0.670343221247759,False
68,test_performance_singlemodelTrue,0.7747229326513214,XGBClassifier,53,3,1,75,0.7805535210008246,False
69,test_performance_singlemodelTrue,0.7915106259895262,GradientBoostingClassifier,53,3,1,75,0.7233995657638851,False
70,test_performance_singlemodelTrue,0.7621597552064304,LGBMClassifier,53,3,1,75,0.763414179620302,False
71,test_performance_singlemodelTrue,0.685064823645007,MLPClassifier,53,3,1,75,0.6112737880256554,False
72,test_performance_singlemodelFalse,0.76579436122275,RandomForestClassifier,53,0,1,75,0.7590479851500532,False
73,test_performance_singlemodelFalse,0.7152567917365915,DecisionTreeClassifier,53,0,1,75,0.7113437919966136,False
74,test_performance_singlemodelFalse,0.79636691633175,XGBClassifier,53,0,1,75,0.7394257836920071,False
75,test_performance_singlemodelFalse,0.8170404031177688,GradientBoostingClassifier,53,0,1,75,0.7536102389519772,False
76,test_performance_singlemodelFalse,0.8011737303617099,LGBMClassifier,53,0,1,75,0.7541058023766024,False
77,test_performance_singlemodelFalse,0.6238354682329822,MLPClassifier,53,0,1,75,0.642788102666778,False
78,test_performance_singlemodelFalse,0.7590248147895857,RandomForestClassifier,53,1,1,75,0.7802994682447211,False
79,test_performance_singlemodelFalse,0.736232554923222,DecisionTreeClassifier,53,1,1,75,0.7179552046569879,False
80,test_performance_singlemodelFalse,0.7540608634758251,XGBClassifier,53,1,1,75,0.77026669558296,False
81,test_performance_singlemodelFalse,0.7599001649296417,GradientBoostingClassifier,53,1,1,75,0.7671220414949096,False
82,test_performance_singlemodelFalse,0.7439511176615082,LGBMClassifier,53,1,1,75,0.777194116611672,False
83,test_performance_singlemodelFalse,0.7423983226304522,MLPClassifier,53,1,1,75,0.7192638794793278,False
84,test_performance_singlemodelFalse,0.7552216538789429,RandomForestClassifier,53,2,1,75,0.7510690212646087,False
85,test_performance_singlemodelFalse,0.6762813913332466,DecisionTreeClassifier,53,2,1,75,0.7017377738093596,False
86,test_performance_singlemodelFalse,0.7148451772013152,XGBClassifier,53,2,1,75,0.7632523366084093,False
87,test_performance_singlemodelFalse,0.7271392344705015,GradientBoostingClassifier,53,2,1,75,0.7517516484637939,False
88,test_performance_singlemodelFalse,0.7313765226060948,LGBMClassifier,53,2,1,75,0.7574293657256396,False
89,test_performance_singlemodelFalse,0.694930155186614,MLPClassifier,53,2,1,75,0.7108947593814396,False
90,test_performance_singlemodelFalse,0.7354120996224577,RandomForestClassifier,53,3,1,75,0.7691668019482016,False
91,test_performance_singlemodelFalse,0.728957343807088,DecisionTreeClassifier,53,3,1,75,0.7253193546423545,False
92,test_performance_singlemodelFalse,0.7559904396541226,XGBClassifier,53,3,1,75,0.7529607485999698,False
93,test_performance_singlemodelFalse,0.7733604311289733,GradientBoostingClassifier,53,3,1,75,0.7519859307778655,False
94,test_performance_singlemodelFalse,0.7722947874802095,LGBMClassifier,53,3,1,75,0.7501137354554737,False
95,test_performance_singlemodelFalse,0.7601157448978118,MLPClassifier,53,3,1,75,0.7381281041636812,False
96,test_performance_singlemodelTrue,0.7569609365485324,RandomForestClassifier,53,0,2,75,0.750285135998188,True
97,test_performance_singlemodelTrue,0.7315244354926937,DecisionTreeClassifier,53,0,2,75,0.677571198284898,True
98,test_performance_singlemodelTrue,0.7816610339788089,XGBClassifier,53,0,2,75,0.73554175868411,True
99,test_performance_singlemodelTrue,0.797870235050542,GradientBoostingClassifier,53,0,2,75,0.7409931097163945,True
100,test_performance_singlemodelTrue,0.7776344233345511,LGBMClassifier,53,0,2,75,0.7349857792520027,True
101,test_performance_singlemodelTrue,0.6194956796277833,MLPClassifier,53,0,2,75,0.5761239585556325,True
102,test_performance_singlemodelTrue,0.7877971933062098,RandomForestClassifier,53,1,2,75,0.7694446724497241,True
103,test_performance_singlemodelTrue,0.6826407423691658,DecisionTreeClassifier,53,1,2,75,0.6933012202214741,True
104,test_performance_singlemodelTrue,0.7342880132893246,XGBClassifier,53,1,2,75,0.781452063089298,True
105,test_performance_singlemodelTrue,0.7042115759347216,GradientBoostingClassifier,53,1,2,75,0.7773142237543602,True
106,test_performance_singlemodelTrue,0.7577906162464986,LGBMClassifier,53,1,2,75,0.7597817416046335,True
107,test_performance_singlemodelTrue,0.6683962088888613,MLPClassifier,53,1,2,75,0.6199020457688045,True
108,test_performance_singlemodelTrue,0.8035687193079148,RandomForestClassifier,53,2,2,75,0.7587038133970476,True
109,test_performance_singlemodelTrue,0.6909209612363738,DecisionTreeClassifier,53,2,2,75,0.6816525323282372,True
110,test_performance_singlemodelTrue,0.7619947481571847,XGBClassifier,53,2,2,75,0.7559220112002807,True
111,test_performance_singlemodelTrue,0.7165844598709048,GradientBoostingClassifier,53,2,2,75,0.7457561447997958,True
112,test_performance_singlemodelTrue,0.7508525149190111,LGBMClassifier,53,2,2,75,0.7603681117562211,True
113,test_performance_singlemodelTrue,0.6317241985224451,MLPClassifier,53,2,2,75,0.5878161927015604,True
114,test_performance_singlemodelTrue,0.7762882418995601,RandomForestClassifier,53,3,2,75,0.7692183062201627,True
115,test_performance_singlemodelTrue,0.7017905264537649,DecisionTreeClassifier,53,3,2,75,0.6885935581911576,True
116,test_performance_singlemodelTrue,0.7869422271487814,XGBClassifier,53,3,2,75,0.7582427898368489,True
117,test_performance_singlemodelTrue,0.7017834307636098,GradientBoostingClassifier,53,3,2,75,0.7655792532956731,True
118,test_performance_singlemodelTrue,0.7552216538789429,LGBMClassifier,53,3,2,75,0.7624795904123222,True
119,test_performance_singlemodelTrue,0.6632582841537499,MLPClassifier,53,3,2,75,0.6429594085567489,True
120,test_performance_singlemodelFalse,0.7569609365485324,RandomForestClassifier,53,0,2,75,0.750285135998188,True
121,test_performance_singlemodelFalse,0.7315244354926937,DecisionTreeClassifier,53,0,2,75,0.677571198284898,True
122,test_performance_singlemodelFalse,0.7816610339788089,XGBClassifier,53,0,2,75,0.73554175868411,True
123,test_performance_singlemodelFalse,0.7929682742662283,GradientBoostingClassifier,53,0,2,75,0.7406217282949721,True
124,test_performance_singlemodelFalse,0.7776344233345511,LGBMClassifier,53,0,2,75,0.7349857792520027,True
125,test_performance_singlemodelFalse,0.6220646419953391,MLPClassifier,53,0,2,75,0.5832273042885711,True
126,test_performance_singlemodelFalse,0.7542269671317312,RandomForestClassifier,53,1,2,75,0.7833876170411727,True
