,single_model,dataset_name,model,level,repeat,iteration,seed,performance,skip
0,True,7592,RandomForestClassifier,0,1,0,49,0.7744135629932831,True
1,True,7592,RandomForestClassifier,0,1,1,49,0.7574347358503766,True
2,True,7592,RandomForestClassifier,0,1,2,49,0.7770083162608217,True
3,True,7592,RandomForestClassifier,0,1,3,49,0.7691520366846216,True
4,True,7592,RandomForestClassifier,0,1,4,49,0.7785348191328951,True
5,True,7592,DecisionTreeClassifier,0,1,0,49,0.7431141666425742,True
6,True,7592,DecisionTreeClassifier,0,1,1,49,0.7167723827194034,True
7,True,7592,DecisionTreeClassifier,0,1,2,49,0.7587911756871248,True
8,True,7592,DecisionTreeClassifier,0,1,3,49,0.740754010982758,True
9,True,7592,DecisionTreeClassifier,0,1,4,49,0.764233321555636,True
10,True,7592,XGBClassifier,0,1,0,49,0.7947383302403084,True
11,True,7592,XGBClassifier,0,1,1,49,0.7858957328762322,True
12,True,7592,XGBClassifier,0,1,2,49,0.7966699719255299,True
13,True,7592,XGBClassifier,0,1,3,49,0.7929675376204005,True
14,True,7592,XGBClassifier,0,1,4,49,0.7965713401467422,True
15,True,7592,GradientBoostingClassifier,0,1,0,49,0.7803989652693286,True
16,True,7592,GradientBoostingClassifier,0,1,1,49,0.7746920602944543,True
17,True,7592,GradientBoostingClassifier,0,1,2,49,0.7802100512973527,True
18,True,7592,GradientBoostingClassifier,0,1,3,49,0.7782328914968042,True
19,True,7592,GradientBoostingClassifier,0,1,4,49,0.7819353258019335,True
20,True,7592,LGBMClassifier,0,1,0,49,0.7777647813596642,True
21,True,7592,LGBMClassifier,0,1,1,49,0.7699107638958622,True
22,True,7592,LGBMClassifier,0,1,2,49,0.7756707825341971,True
23,True,7592,LGBMClassifier,0,1,3,49,0.7729478245062765,True
24,True,7592,LGBMClassifier,0,1,4,49,0.778123648020019,True
25,True,7592,MLPClassifier,0,1,0,49,0.7366831650064233,True
26,True,7592,MLPClassifier,0,1,1,49,0.6168960742896838,True
27,True,7592,MLPClassifier,0,1,2,49,0.6196190323176044,True
28,True,7592,MLPClassifier,0,1,3,49,0.6061294307885194,True
29,True,7592,MLPClassifier,0,1,4,49,0.6196190323176044,True
30,True,7592,RandomForestClassifier,1,1,5,49,0.7758558711453696,True
31,True,7592,RandomForestClassifier,1,1,6,49,0.7569833248844355,True
32,True,7592,RandomForestClassifier,1,1,7,49,0.7749477157777521,True
33,True,7592,RandomForestClassifier,1,1,8,49,0.7663471460491121,True
34,True,7592,RandomForestClassifier,1,1,9,49,0.7754059682543606,True
35,True,7592,DecisionTreeClassifier,1,1,5,49,0.7397113978611378,True
36,True,7592,DecisionTreeClassifier,1,1,6,49,0.7121648091965205,True
37,True,7592,DecisionTreeClassifier,1,1,7,49,0.7578147155597801,True
38,True,7592,DecisionTreeClassifier,1,1,8,49,0.7322657008807673,True
39,True,7592,DecisionTreeClassifier,1,1,9,49,0.7624276225183984,True
40,True,7592,XGBClassifier,1,1,5,49,0.7987556211653977,True
41,True,7592,XGBClassifier,1,1,6,49,0.791655751514567,True
42,True,7592,XGBClassifier,1,1,7,49,0.8005613202026352,True
43,True,7592,XGBClassifier,1,1,8,49,0.7979726544082979,True
44,True,7592,XGBClassifier,1,1,9,49,0.8015946641807706,True
45,True,7592,GradientBoostingClassifier,1,1,5,49,0.7937345592437673,True
46,True,7592,GradientBoostingClassifier,1,1,6,49,0.7912885352686128,True
47,True,7592,GradientBoostingClassifier,1,1,7,49,0.7939674832561383,True
48,True,7592,GradientBoostingClassifier,1,1,8,49,0.7906421228574945,True
49,True,7592,GradientBoostingClassifier,1,1,9,49,0.7919812198325242,True
50,True,7592,LGBMClassifier,1,1,5,49,0.7932027237451694,True
51,True,7592,LGBMClassifier,1,1,6,49,0.7880086929852961,True
52,True,7592,LGBMClassifier,1,1,7,49,0.7932118273682349,True
53,True,7592,LGBMClassifier,1,1,8,49,0.7905783974960365,True
54,True,7592,LGBMClassifier,1,1,9,49,0.7921602761439686,True
55,True,7592,MLPClassifier,1,1,5,49,0.6869051426017265,True
56,True,7592,MLPClassifier,1,1,6,49,0.6217979799005244,True
57,True,7592,MLPClassifier,1,1,7,49,0.686959010302653,True
58,True,7592,MLPClassifier,1,1,8,49,0.6217979799005244,True
59,True,7592,MLPClassifier,1,1,9,49,0.6871206134054326,True
60,True,7592,RandomForestClassifier,2,1,10,49,0.7753627122514315,True
61,True,7592,RandomForestClassifier,2,1,11,49,0.7597882155199449,True
62,True,7592,RandomForestClassifier,2,1,12,49,0.7762610099585177,True
63,True,7592,RandomForestClassifier,2,1,13,49,0.7696816100708214,True
64,True,7592,RandomForestClassifier,2,1,14,49,0.776736715643791,True
65,True,7592,DecisionTreeClassifier,2,1,10,49,0.7472589082905794,True
66,True,7592,DecisionTreeClassifier,2,1,11,49,0.7132694740842472,True
67,True,7592,DecisionTreeClassifier,2,1,12,49,0.7569884927997514,True
68,True,7592,DecisionTreeClassifier,2,1,13,49,0.7362822377683904,True
69,True,7592,DecisionTreeClassifier,2,1,14,49,0.7611901734720203,True
70,True,7592,XGBClassifier,2,1,10,49,0.7968323290657755,True
71,True,7592,XGBClassifier,2,1,11,49,0.7894540172872468,True
72,True,7592,XGBClassifier,2,1,12,49,0.7976676554488696,True
73,True,7592,XGBClassifier,2,1,13,49,0.7952679036265082,True
74,True,7592,XGBClassifier,2,1,14,49,0.7982336433273312,True
75,True,7592,GradientBoostingClassifier,2,1,10,49,0.7962860565083769,True
76,True,7592,GradientBoostingClassifier,2,1,11,49,0.7934364017950064,True
77,True,7592,GradientBoostingClassifier,2,1,12,49,0.7956836541376537,True
78,True,7592,GradientBoostingClassifier,2,1,13,49,0.7943081426703622,True
79,True,7592,GradientBoostingClassifier,2,1,14,49,0.7948119132622978,True
80,True,7592,LGBMClassifier,2,1,10,49,0.7939485219725414,True
81,True,7592,LGBMClassifier,2,1,11,49,0.7854928561754821,True
82,True,7592,LGBMClassifier,2,1,12,49,0.7974802495518258,True
83,True,7592,LGBMClassifier,2,1,13,49,0.7928613102934794,True
84,True,7592,LGBMClassifier,2,1,14,49,0.7963118593026411,True
85,True,7592,MLPClassifier,2,1,10,49,0.5000804245326568,True
86,True,7592,MLPClassifier,2,1,11,49,0.5312135280353705,True
87,True,7592,MLPClassifier,2,1,12,49,0.6311344350225317,True
88,True,7592,MLPClassifier,2,1,13,49,0.6314485376050254,True
89,True,7592,MLPClassifier,2,1,14,49,0.6314576412280909,True
90,True,7592,RandomForestClassifier,3,1,15,49,0.7751555910333248,True
91,True,7592,RandomForestClassifier,3,1,16,49,0.7633457458934936,True
92,True,7592,RandomForestClassifier,3,1,17,49,0.7757655889521815,True
93,True,7592,RandomForestClassifier,3,1,18,49,0.7711094811641073,True
94,True,7592,RandomForestClassifier,3,1,19,49,0.7786046319675545,True
95,True,7592,DecisionTreeClassifier,3,1,15,49,0.732460536805525,True
