,single_model,dataset_name,model,level,repeat,iteration,seed,performance,skip
0,True,7592,RandomForestClassifier,0,1,0,95,0.7751649328999863,True
1,True,7592,RandomForestClassifier,0,1,1,95,0.761116658855036,True
2,True,7592,RandomForestClassifier,0,1,2,95,0.7753952507973176,True
3,True,7592,RandomForestClassifier,0,1,3,95,0.76724846518865,True
4,True,7592,RandomForestClassifier,0,1,4,95,0.7755650300842447,True
5,True,7592,DecisionTreeClassifier,0,1,0,95,0.7514656610123653,True
6,True,7592,DecisionTreeClassifier,0,1,1,95,0.7202117055727404,True
7,True,7592,DecisionTreeClassifier,0,1,2,95,0.7600559322524577,True
8,True,7592,DecisionTreeClassifier,0,1,3,95,0.7415157262965871,True
9,True,7592,DecisionTreeClassifier,0,1,4,95,0.770655942439948,True
10,True,7592,XGBClassifier,0,1,0,95,0.7883537382408696,True
11,True,7592,XGBClassifier,0,1,1,95,0.7810032075935647,True
12,True,7592,XGBClassifier,0,1,2,95,0.7910307211460413,True
13,True,7592,XGBClassifier,0,1,3,95,0.7876259190270434,True
14,True,7592,XGBClassifier,0,1,4,95,0.7908451475848502,True
15,True,7592,GradientBoostingClassifier,0,1,0,95,0.7727866853168583,True
16,True,7592,GradientBoostingClassifier,0,1,1,95,0.7688251625142872,True
17,True,7592,GradientBoostingClassifier,0,1,2,95,0.772539253901937,True
18,True,7592,GradientBoostingClassifier,0,1,3,95,0.7701689217787651,True
19,True,7592,GradientBoostingClassifier,0,1,4,95,0.7728090574849286,True
20,True,7592,LGBMClassifier,0,1,0,95,0.7688949175051496,True
21,True,7592,LGBMClassifier,0,1,1,95,0.7640463318256092,True
22,True,7592,LGBMClassifier,0,1,2,95,0.77168771898065,True
23,True,7592,LGBMClassifier,0,1,3,95,0.7692252596985456,True
24,True,7592,LGBMClassifier,0,1,4,95,0.7726984975650799,True
25,True,7592,MLPClassifier,0,1,0,95,0.6200090368167831,True
26,True,7592,MLPClassifier,0,1,1,95,0.6154631258664405,True
27,True,7592,MLPClassifier,0,1,2,95,0.6154631258664405,True
28,True,7592,MLPClassifier,0,1,3,95,0.590108075344918,True
29,True,7592,MLPClassifier,0,1,4,95,0.6176807922202756,True
30,True,7592,RandomForestClassifier,1,1,5,95,0.7790658987693293,True
31,True,7592,RandomForestClassifier,1,1,6,95,0.7637238867693453,True
32,True,7592,RandomForestClassifier,1,1,7,95,0.7776221152087868,True
33,True,7592,RandomForestClassifier,1,1,8,95,0.7682645024235599,True
34,True,7592,RandomForestClassifier,1,1,9,95,0.7760322437727134,True
35,True,7592,DecisionTreeClassifier,1,1,5,95,0.755669356579378,True
36,True,7592,DecisionTreeClassifier,1,1,6,95,0.7260644919429047,True
37,True,7592,DecisionTreeClassifier,1,1,7,95,0.7684435713822408,True
38,True,7592,DecisionTreeClassifier,1,1,8,95,0.7521999848287018,True
39,True,7592,DecisionTreeClassifier,1,1,9,95,0.7661324586261473,True
40,True,7592,XGBClassifier,1,1,5,95,0.7908530447219824,True
41,True,7592,XGBClassifier,1,1,6,95,0.785857051923585,True
42,True,7592,XGBClassifier,1,1,7,95,0.7905279611790664,True
43,True,7592,XGBClassifier,1,1,8,95,0.7882036926353608,True
44,True,7592,XGBClassifier,1,1,9,95,0.7924573911889937,True
45,True,7592,GradientBoostingClassifier,1,1,5,95,0.7911873446453562,True
46,True,7592,GradientBoostingClassifier,1,1,6,95,0.7848015290030148,True
47,True,7592,GradientBoostingClassifier,1,1,7,95,0.7890170611143135,True
48,True,7592,GradientBoostingClassifier,1,1,8,95,0.7880826154145522,True
49,True,7592,GradientBoostingClassifier,1,1,9,95,0.7892263260869008,True
50,True,7592,LGBMClassifier,1,1,5,95,0.779359375440893,True
51,True,7592,LGBMClassifier,1,1,6,95,0.7768350583050582,True
52,True,7592,LGBMClassifier,1,1,7,95,0.7801543111589296,True
53,True,7592,LGBMClassifier,1,1,8,95,0.7785025818691259,True
54,True,7592,LGBMClassifier,1,1,9,95,0.7795910125815503,True
55,True,7592,MLPClassifier,1,1,5,95,0.5102130504680199,True
56,True,7592,MLPClassifier,1,1,6,95,0.5102130504680199,True
57,True,7592,MLPClassifier,1,1,7,95,0.5009712928987697,True
58,True,7592,MLPClassifier,1,1,8,95,0.5102130504680199,True
59,True,7592,MLPClassifier,1,1,9,95,0.5102130504680199,True
60,True,7592,RandomForestClassifier,2,1,10,95,0.774928018786025,True
61,True,7592,RandomForestClassifier,2,1,11,95,0.7612377360758448,True
62,True,7592,RandomForestClassifier,2,1,12,95,0.773560568110151,True
63,True,7592,RandomForestClassifier,2,1,13,95,0.7668812574734218,True
64,True,7592,RandomForestClassifier,2,1,14,95,0.7734065830974881,True
65,True,7592,DecisionTreeClassifier,2,1,10,95,0.7535727674463517,True
66,True,7592,DecisionTreeClassifier,2,1,11,95,0.7187455498441278,True
67,True,7592,DecisionTreeClassifier,2,1,12,95,0.7569735935125477,True
68,True,7592,DecisionTreeClassifier,2,1,13,95,0.7412314476826575,True
69,True,7592,DecisionTreeClassifier,2,1,14,95,0.7647847416316915,True
70,True,7592,XGBClassifier,2,1,10,95,0.7914703040159599,True
71,True,7592,XGBClassifier,2,1,11,95,0.7866980512210879,True
72,True,7592,XGBClassifier,2,1,12,95,0.7915308426263643,True
73,True,7592,XGBClassifier,2,1,13,95,0.7885590454834789,True
74,True,7592,XGBClassifier,2,1,14,95,0.7921178326151397,True
75,True,7592,GradientBoostingClassifier,2,1,10,95,0.7918730396868703,True
76,True,7592,GradientBoostingClassifier,2,1,11,95,0.7881207818568863,True
77,True,7592,GradientBoostingClassifier,2,1,12,95,0.7892408011178389,True
78,True,7592,GradientBoostingClassifier,2,1,13,95,0.7889933697029174,True
79,True,7592,GradientBoostingClassifier,2,1,14,95,0.7891328796846422,True
80,True,7592,LGBMClassifier,2,1,10,95,0.7807952618643034,True
81,True,7592,LGBMClassifier,2,1,11,95,0.778340699719331,True
82,True,7592,LGBMClassifier,2,1,12,95,0.7818139375858654,True
83,True,7592,LGBMClassifier,2,1,13,95,0.7813585604416826,True
84,True,7592,LGBMClassifier,2,1,14,95,0.7820455747265227,True
85,True,7592,MLPClassifier,2,1,10,95,0.6296746562729837,True
86,True,7592,MLPClassifier,2,1,11,95,0.5716600331936279,True
87,True,7592,MLPClassifier,2,1,12,95,0.5832458296336498,True
88,True,7592,MLPClassifier,2,1,13,95,0.5716600331936279,True
89,True,7592,MLPClassifier,2,1,14,95,0.57166793033076,True
90,True,7592,RandomForestClassifier,3,1,15,95,0.774935915923157,True
91,True,7592,RandomForestClassifier,3,1,16,95,0.7615865110301567,True
92,True,7592,RandomForestClassifier,3,1,17,95,0.774263376669255,True
93,True,7592,RandomForestClassifier,3,1,18,95,0.7679789045663042,True
94,True,7592,RandomForestClassifier,3,1,19,95,0.7737777302198703,True
