,single_model,dataset_name,model,level,repeat,iteration,seed,performance,skip
0,True,7592,RandomForestClassifier,0,1,0,52,0.7717386243828686,True
1,True,7592,RandomForestClassifier,0,1,1,52,0.7604785140101619,True
2,True,7592,RandomForestClassifier,0,1,2,52,0.7757745808289291,True
3,True,7592,RandomForestClassifier,0,1,3,52,0.7681842819653137,True
4,True,7592,RandomForestClassifier,0,1,4,52,0.7748378893809493,True
5,True,7592,DecisionTreeClassifier,0,1,0,52,0.742331277829068,True
6,True,7592,DecisionTreeClassifier,0,1,1,52,0.7181586305377043,True
7,True,7592,DecisionTreeClassifier,0,1,2,52,0.7564911295404628,True
8,True,7592,DecisionTreeClassifier,0,1,3,52,0.7356034470094617,True
9,True,7592,DecisionTreeClassifier,0,1,4,52,0.7588086475068205,True
10,True,7592,XGBClassifier,0,1,0,52,0.7889316538240025,True
11,True,7592,XGBClassifier,0,1,1,52,0.7843024563219468,True
12,True,7592,XGBClassifier,0,1,2,52,0.7899384252735493,True
13,True,7592,XGBClassifier,0,1,3,52,0.7878834106831227,True
14,True,7592,XGBClassifier,0,1,4,52,0.7902414398248019,True
15,True,7592,GradientBoostingClassifier,0,1,0,52,0.7760035226453892,True
16,True,7592,GradientBoostingClassifier,0,1,1,52,0.7713486737157242,True
17,True,7592,GradientBoostingClassifier,0,1,2,52,0.7743601174164907,True
18,True,7592,GradientBoostingClassifier,0,1,3,52,0.7718925329485242,True
19,True,7592,GradientBoostingClassifier,0,1,4,52,0.7746068758632874,True
20,True,7592,LGBMClassifier,0,1,0,52,0.7676976393529813,True
21,True,7592,LGBMClassifier,0,1,1,52,0.7660098055501252,True
22,True,7592,LGBMClassifier,0,1,2,52,0.7716911635916971,True
23,True,7592,LGBMClassifier,0,1,3,52,0.7696499728983816,True
24,True,7592,LGBMClassifier,0,1,4,52,0.7726643734817726,True
25,True,7592,MLPClassifier,0,1,0,52,0.5745622966201513,True
26,True,7592,MLPClassifier,0,1,1,52,0.5745622966201513,True
27,True,7592,MLPClassifier,0,1,2,52,0.6067366261328909,True
28,True,7592,MLPClassifier,0,1,3,52,0.6067366261328909,True
29,True,7592,MLPClassifier,0,1,4,52,0.5087667238079525,True
30,True,7592,RandomForestClassifier,1,1,5,52,0.7677628414399001,True
31,True,7592,RandomForestClassifier,1,1,6,52,0.7543401575170925,True
32,True,7592,RandomForestClassifier,1,1,7,52,0.7714257033331412,True
33,True,7592,RandomForestClassifier,1,1,8,52,0.7628927992562969,True
34,True,7592,RandomForestClassifier,1,1,9,52,0.7709124487771878,True
35,True,7592,DecisionTreeClassifier,1,1,5,52,0.741019495461656,True
36,True,7592,DecisionTreeClassifier,1,1,6,52,0.7146151551346361,True
37,True,7592,DecisionTreeClassifier,1,1,7,52,0.7549631934031007,True
38,True,7592,DecisionTreeClassifier,1,1,8,52,0.7366950828736982,True
39,True,7592,DecisionTreeClassifier,1,1,9,52,0.7619187795193879,True
40,True,7592,XGBClassifier,1,1,5,52,0.7921168190873742,True
41,True,7592,XGBClassifier,1,1,6,52,0.7879140153599694,True
42,True,7592,XGBClassifier,1,1,7,52,0.7952802503217729,True
