,single_model,dataset_name,model,level,repeat,iteration,seed,performance,skip
0,True,146822,RandomForestClassifier,0,1,0,91,0.9599269839381658,True
1,True,146822,RandomForestClassifier,0,1,1,91,0.9582463116692582,True
2,True,146822,RandomForestClassifier,0,1,2,91,0.9533126293995859,True
3,True,146822,RandomForestClassifier,0,1,3,91,0.9482901552936644,True
4,True,146822,RandomForestClassifier,0,1,4,91,0.9464865070050807,True
5,True,146822,DecisionTreeClassifier,0,1,0,91,0.955268598844998,True
6,True,146822,DecisionTreeClassifier,0,1,1,91,0.9382774121264083,True
7,True,146822,DecisionTreeClassifier,0,1,2,91,0.9198983517054754,True
8,True,146822,DecisionTreeClassifier,0,1,3,91,0.9154969092621142,True
9,True,146822,DecisionTreeClassifier,0,1,4,91,0.900693002545663,True
10,True,146822,XGBClassifier,0,1,0,91,0.9583741889071099,True
11,True,146822,XGBClassifier,0,1,1,91,0.9566935166382023,True
12,True,146822,XGBClassifier,0,1,2,91,0.949970827562572,True
13,True,146822,XGBClassifier,0,1,3,91,0.9468652375004603,True
14,True,146822,XGBClassifier,0,1,4,91,0.9432530397051174,True
15,True,146822,GradientBoostingClassifier,0,1,0,91,0.9593898428936792,True
16,True,146822,GradientBoostingClassifier,0,1,1,91,0.9543478260869566,True
17,True,146822,GradientBoostingClassifier,0,1,2,91,0.9461582739090852,True
18,True,146822,GradientBoostingClassifier,0,1,3,91,0.9462861511469368,True
19,True,146822,GradientBoostingClassifier,0,1,4,91,0.9410401276098987,True
20,True,146822,LGBMClassifier,0,1,0,91,0.9565460966995494,True
21,True,146822,LGBMClassifier,0,1,1,91,0.9565460966995494,True
22,True,146822,LGBMClassifier,0,1,2,91,0.9500987048004238,True
23,True,146822,LGBMClassifier,0,1,3,91,0.9468652375004603,True
24,True,146822,LGBMClassifier,0,1,4,91,0.9416807019732601,True
25,True,146822,MLPClassifier,0,1,0,91,0.9486183883896601,True
26,True,146822,MLPClassifier,0,1,1,91,0.9305146251452319,True
27,True,146822,MLPClassifier,0,1,2,91,0.9155164519629154,True
28,True,146822,MLPClassifier,0,1,3,91,0.9139636569318595,True
29,True,146822,MLPClassifier,0,1,4,91,0.9055651968054972,True
30,True,146822,RandomForestClassifier,1,1,5,91,0.9672397499777735,True
31,True,146822,RandomForestClassifier,1,1,6,91,0.9605170609021433,True
32,True,146822,RandomForestClassifier,1,1,7,91,0.9588168459324345,True
33,True,146822,RandomForestClassifier,1,1,8,91,0.9571557163643282,True
34,True,146822,RandomForestClassifier,1,1,9,91,0.9537748291257119,True
35,True,146822,DecisionTreeClassifier,1,1,5,91,0.9391183423479136,True
36,True,146822,DecisionTreeClassifier,1,1,6,91,0.9306954383025745,True
37,True,146822,DecisionTreeClassifier,1,1,7,91,0.9239308039179074,True
38,True,146822,DecisionTreeClassifier,1,1,8,91,0.9157636543482717,True
39,True,146822,DecisionTreeClassifier,1,1,9,91,0.9104239377568089,True
40,True,146822,XGBClassifier,1,1,5,91,0.9700036536353672,True
41,True,146822,XGBClassifier,1,1,6,91,0.9667701863354038,True
42,True,146822,XGBClassifier,1,1,7,91,0.9601753744976251,True
43,True,146822,XGBClassifier,1,1,8,91,0.9535805626598465,True
44,True,146822,XGBClassifier,1,1,9,91,0.9520277676287907,True
45,True,146822,GradientBoostingClassifier,1,1,5,91,0.9754293021556448,True
46,True,146822,GradientBoostingClassifier,1,1,6,91,0.9672816952868104,True
47,True,146822,GradientBoostingClassifier,1,1,7,91,0.9525588192809986,True
48,True,146822,GradientBoostingClassifier,1,1,8,91,0.9491974747431835,True
49,True,146822,GradientBoostingClassifier,1,1,9,91,0.9474972597734744,True
50,True,146822,LGBMClassifier,1,1,5,91,0.9753014249177933,True
51,True,146822,LGBMClassifier,1,1,6,91,0.9702594081110706,True
52,True,146822,LGBMClassifier,1,1,7,91,0.9590257538809255,True
53,True,146822,LGBMClassifier,1,1,8,91,0.9539886382923785,True
54,True,146822,LGBMClassifier,1,1,9,91,0.9506077510537619,True
55,True,146822,MLPClassifier,1,1,5,91,0.9426690521334183,True
