,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,40,3,3,2,cv,1.0,54,best_individual_model,0,0.9934040504356604,0.7861445187224877,0.8475856317107475,0.0,81
1,autosklearn,40,3,3,2,cv,1.0,54,best_ensemble_model,0,0.8284101962970251,inf,0.8380919608246715,0.00706374321880654,81
2,autosklearn,40,3,3,2,cv,1.0,54,best_individual_model,1,0.9934040504356604,0.7861445187224877,0.8475856317107475,0.0,81
3,autosklearn,40,3,3,2,cv,1.0,54,best_ensemble_model,1,0.8297340535991431,inf,0.8438559752912177,0.0,81
4,autosklearn,40,3,3,2,cv,1.0,54,best_individual_model,2,0.9934040504356604,0.7861445187224877,0.8475856317107475,0.0,81
5,autosklearn,40,3,3,2,cv,1.0,54,best_ensemble_model,2,0.8282995333027302,inf,0.8254337329765703,0.0076979103877837796,81
6,autosklearn,40,3,3,2,cv,1.0,54,best_individual_model,3,0.9934040504356604,0.7861445187224877,0.8475856317107475,0.0,81
7,autosklearn,40,3,3,2,cv,1.0,54,best_ensemble_model,3,0.8277455352263536,inf,0.8375959290786398,0.010228300180831873,81
8,autosklearn,40,3,3,2,cv,1.0,54,best_individual_model,4,0.9934040504356604,0.7861445187224877,0.8475856317107475,0.0,81
9,autosklearn,40,3,3,2,cv,1.0,54,best_ensemble_model,4,0.8273705106345771,inf,0.8465245005072113,0.0,81
