,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,40,5,3,2,cv,1.0,54,best_individual_model,0,0.9376532008946988,0.7781749559258797,0.8614745205996364,0.0,81
1,autosklearn,40,5,3,2,cv,1.0,54,best_ensemble_model,0,0.8329248366013071,inf,0.8367231643609384,0.005833082178018922,81
2,autosklearn,40,5,3,2,cv,1.0,54,best_individual_model,1,0.9376532008946988,0.7781749559258797,0.8614745205996364,0.0,81
3,autosklearn,40,5,3,2,cv,1.0,54,best_ensemble_model,1,0.8354099722386167,inf,0.8438559752912177,0.0,81
4,autosklearn,40,5,3,2,cv,1.0,54,best_individual_model,2,0.9376532008946988,0.7781749559258797,0.8614745205996364,0.0,81
5,autosklearn,40,5,3,2,cv,1.0,54,best_ensemble_model,2,0.8353402955385052,inf,0.8406914183291924,0.004464285714285698,81
6,autosklearn,40,5,3,2,cv,1.0,54,best_individual_model,3,0.9376532008946988,0.7781749559258797,0.8614745205996364,0.0,81
7,autosklearn,40,5,3,2,cv,1.0,54,best_ensemble_model,3,0.8354618882112488,inf,0.8451557040434781,0.0,81
8,autosklearn,40,5,3,2,cv,1.0,54,best_individual_model,4,0.9376532008946988,0.7781749559258797,0.8614745205996364,0.0,81
9,autosklearn,40,5,3,2,cv,1.0,54,best_ensemble_model,4,0.8359441602728047,inf,0.8446596722974463,0.0,81
