,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
12,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,2,135,135,48,3508.0725247859955,3298.356857776642,3,37,1,37.0,0.2
13,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,3,187,187,50,3514.411318540573,3253.026971578598,3,57,2,33.6,0.2
14,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,4,48,48,32,3512.248224258423,3427.71501493454,3,0,0,0.0,0.2
15,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,0,43,43,32,3512.2821593284607,3449.774821281433,4,0,0,0.0,0.2
16,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,1,733,733,74,3510.7824144363403,2575.013810157776,8,85,5,21.611200000000004,0.2
17,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,2,394,394,64,3510.124704360962,2990.8150103092194,7,68,3,29.080000000000002,0.2
18,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,3,840,840,76,3507.1507358551025,2455.9441936016083,9,85,5,21.611200000000004,0.2
19,autosklearnHyperBandFolds_eta2_cv5_repeats10,vehicle,4,650,650,72,3510.110739707947,2689.5658886432648,5,85,5,21.611200000000004,0.2
20,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,0,22,22,22,3483.9544970989227,3296.853611946106,3,0,0,0.0,0.2
21,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,1,24,24,24,3486.0761375427246,3327.4137761592865,3,0,0,0.0,0.2
22,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,2,24,24,24,3488.8286848068237,3299.1333553791046,3,0,0,0.0,0.2
23,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,3,24,24,24,3484.211621761322,3308.710825443268,3,0,0,0.0,0.2
24,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,4,25,25,25,3486.8223111629486,3311.5286631584167,3,0,0,0.0,0.2
25,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,0,37,37,32,3498.9244158267975,3176.4788897037506,3,0,0,0.0,0.2
26,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,1,43,43,32,3504.6912484169006,3165.510777235031,3,35,1,35.0,0.2
27,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,2,53,53,32,3499.381359100342,3143.653627872467,4,0,0,0.0,0.2
28,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,3,42,42,32,3499.035210132599,3145.498063802719,3,0,0,0.0,0.2
29,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,4,45,45,33,3494.7296826839447,3153.2367808818817,3,35,1,35.0,0.2
30,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,0,451,451,66,3513.8229088783264,2941.291259288788,5,78,4,25.264000000000003,0.2
31,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,1,298,298,59,3512.244122982025,3105.302268266678,4,68,3,29.080000000000002,0.2
32,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,2,228,228,56,3515.1344871520996,3228.1614911556244,4,57,2,33.6,0.2
33,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,3,274,274,57,3516.798371076584,3158.062376976013,4,68,3,29.080000000000002,0.2
34,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,4,446,446,66,3516.7397277355194,2933.5136659145355,5,78,4,25.264000000000003,0.2
35,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,0,404,404,65,3511.401349067688,3008.125618457794,5,78,4,25.264000000000003,0.2
36,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,1,385,385,64,3509.7275738716125,3066.629239320755,5,68,3,29.080000000000002,0.2
37,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,2,795,795,75,3509.354799747467,2528.2007982730865,5,85,5,21.611200000000004,0.2
38,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,3,811,811,75,3510.278223514557,2448.320377588272,2,85,5,21.611200000000004,0.2
39,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,4,307,307,60,3515.8858857154846,3132.8217153549194,4,68,3,29.080000000000002,0.2
40,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,0,68,68,32,3508.7424943447113,3159.028948068619,3,0,0,0.0,0.2
41,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,1,37,37,32,3505.8993215560913,3222.046131134033,2,0,0,0.0,0.2
42,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,2,37,37,32,3510.416666507721,3236.2693796157837,2,0,0,0.0,0.2
43,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,3,88,88,35,3506.8082575798035,3113.45001745224,3,37,1,37.0,0.2
44,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,4,84,84,33,3512.6158170700073,3111.9309527873993,3,37,1,37.0,0.2
45,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,0,22,22,22,3400.7292907238007,3131.223349094391,2,0,0,0.0,0.2
46,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,1,22,22,22,3410.3534309864044,3148.706929206848,2,0,0,0.0,0.2
47,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,2,22,22,22,3403.6617844104767,3099.806722640991,2,0,0,0.0,0.2
48,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,3,22,22,22,3412.097023963928,3150.5340411663055,2,0,0,0.0,0.2
49,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,4,22,22,22,3404.2518696784973,3141.372921705246,2,0,0,0.0,0.2
