,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
0,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,0,426,426,65,3501.088262796402,2915.6897439956665,7,78,4,25.264000000000003,0.2
1,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,1,40,40,32,3508.216380596161,3444.300133228302,2,0,0,0.0,0.2
2,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,2,289,289,58,3507.786450624466,3105.869821548462,4,68,3,29.080000000000002,0.2
3,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,3,362,362,64,3509.3431556224823,3007.3894679546356,5,68,3,29.080000000000002,0.2
4,autosklearnHyperBandFolds_eta2_cv5_repeats10,cnae-9,4,268,268,56,3516.18204498291,3183.396502971649,3,68,3,29.080000000000002,0.2
5,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,0,24,24,24,3498.9114215373993,3211.9536502361298,2,0,0,0.0,0.2
6,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,1,26,26,26,3508.494061231613,3184.061025619507,2,0,0,0.0,0.2
7,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,2,27,27,27,3499.6782162189484,3166.711370944977,2,0,0,0.0,0.2
8,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,3,26,26,26,3499.3928892612457,3208.8232526779175,2,0,0,0.0,0.2
9,autosklearnHyperBandFolds_eta2_cv5_repeats10,higgs,4,26,26,26,3494.907159090042,3204.6789650917053,2,0,0,0.0,0.2
10,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,0,93,93,36,3511.6856570243835,3365.694575548172,4,37,1,37.0,0.2
11,autosklearnHyperBandFolds_eta2_cv5_repeats10,kr-vs-kp,1,182,182,49,3510.214916229248,3230.3342773914337,4,57,2,33.6,0.2
