,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
37,autosklearnHyperBandFolds_eta2_cv5_repeats3,Australian,2,840,840,120,3571.3392622470856,2296.90500664711,6,152,23,6.428368689550749,0.2
38,autosklearnHyperBandFolds_eta2_cv5_repeats3,Australian,3,774,774,115,3565.986386537552,2341.9330625534058,4,147,22,6.785460861938436,0.2
39,autosklearnHyperBandFolds_eta2_cv5_repeats3,Australian,4,654,654,97,3562.642796278,2626.848525285721,5,126,19,6.471603245973506,0.2
40,autosklearnHyperBandFolds_eta2_cv5_repeats3,adult,0,67,67,15,3567.6904196739197,3416.7028617858887,3,17,2,10.0,0.2
41,autosklearnHyperBandFolds_eta2_cv5_repeats3,adult,1,64,64,15,3568.0191333293915,3423.2165353298187,2,17,2,10.0,0.2
42,autosklearnHyperBandFolds_eta2_cv5_repeats3,adult,2,64,64,15,3567.5553455352783,3422.718546152115,2,17,2,10.0,0.2
43,autosklearnHyperBandFolds_eta2_cv5_repeats3,adult,3,67,67,15,3568.7098853588104,3419.5307669639587,3,17,2,10.0,0.2
44,autosklearnHyperBandFolds_eta2_cv5_repeats3,adult,4,67,67,15,3568.655005455017,3415.3399319648743,3,17,2,10.0,0.2
45,autosklearnHyperBandFolds_eta2_cv5_repeats3,Albert,0,21,21,8,3541.127795934677,3421.134634256363,2,0,0,0.0,0.2
46,autosklearnHyperBandFolds_eta2_cv5_repeats3,Albert,1,21,21,8,3541.791388988495,3423.6409595012665,2,0,0,0.0,0.2
47,autosklearnHyperBandFolds_eta2_cv5_repeats3,Albert,2,20,20,8,3538.885242462158,3416.269570350647,2,0,0,0.0,0.2
48,autosklearnHyperBandFolds_eta2_cv5_repeats3,Albert,3,21,21,8,3540.7493166923523,3422.376142978668,2,0,0,0.0,0.2
49,autosklearnHyperBandFolds_eta2_cv5_repeats3,Albert,4,21,21,8,3539.105048418045,3418.2751178741455,2,0,0,0.0,0.2
