,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
0,autosklearnHyperBandFolds_eta2_cv5_repeats3,cnae-9,0,77,77,16,3574.6029477119446,3475.048815727234,1,17,2,10.0,0.2
1,autosklearnHyperBandFolds_eta2_cv5_repeats3,cnae-9,1,77,77,16,3574.526118993759,3470.033194065094,1,17,2,10.0,0.2
2,autosklearnHyperBandFolds_eta2_cv5_repeats3,cnae-9,2,77,77,16,3566.7556478977203,3457.3993430137634,1,17,2,10.0,0.2
3,autosklearnHyperBandFolds_eta2_cv5_repeats3,cnae-9,3,78,78,16,3568.38428235054,3476.233409881592,1,17,2,10.0,0.2
4,autosklearnHyperBandFolds_eta2_cv5_repeats3,cnae-9,4,77,77,16,3568.3491497039795,3472.383662700653,2,17,2,10.0,0.2
5,autosklearnHyperBandFolds_eta2_cv5_repeats3,higgs,0,36,36,12,3565.712816476822,3459.514795780182,2,11,1,11.0,0.2
6,autosklearnHyperBandFolds_eta2_cv5_repeats3,higgs,1,36,36,12,3565.496438741684,3448.5618278980255,2,11,1,11.0,0.2
7,autosklearnHyperBandFolds_eta2_cv5_repeats3,higgs,2,48,48,13,3568.9761567115784,3438.5582976341248,2,17,2,10.0,0.2
8,autosklearnHyperBandFolds_eta2_cv5_repeats3,higgs,3,36,36,12,3564.5590472221375,3438.6428031921387,2,11,1,11.0,0.2
9,autosklearnHyperBandFolds_eta2_cv5_repeats3,higgs,4,45,45,12,3565.5641067028046,3445.559473514557,2,11,1,11.0,0.2
10,autosklearnHyperBandFolds_eta2_cv5_repeats3,kr-vs-kp,0,22,22,8,3560.6986684799194,3530.3971738815308,2,0,0,0.0,0.2
11,autosklearnHyperBandFolds_eta2_cv5_repeats3,kr-vs-kp,1,22,22,8,3564.5040135383606,3532.917558670044,2,0,0,0.0,0.2
12,autosklearnHyperBandFolds_eta2_cv5_repeats3,kr-vs-kp,2,22,22,8,3568.4963665008545,3542.2513675689697,2,0,0,0.0,0.2
13,autosklearnHyperBandFolds_eta2_cv5_repeats3,kr-vs-kp,3,22,22,8,3566.1043634414673,3537.691675424576,2,0,0,0.0,0.2
14,autosklearnHyperBandFolds_eta2_cv5_repeats3,kr-vs-kp,4,22,22,8,3560.9171628952026,3528.6989829540253,2,0,0,0.0,0.2
15,autosklearnHyperBandFolds_eta2_cv5_repeats3,vehicle,0,135,135,20,3563.6338818073273,3374.093032360077,2,22,3,9.0,0.2
16,autosklearnHyperBandFolds_eta2_cv5_repeats3,vehicle,1,135,135,20,3561.4765713214874,3378.9709470272064,4,22,3,9.0,0.2
17,autosklearnHyperBandFolds_eta2_cv5_repeats3,vehicle,2,135,135,20,3561.079682826996,3389.7958567142487,4,22,3,9.0,0.2
18,autosklearnHyperBandFolds_eta2_cv5_repeats3,vehicle,3,135,135,20,3568.9058821201324,3384.3221402168274,6,22,3,9.0,0.2
19,autosklearnHyperBandFolds_eta2_cv5_repeats3,vehicle,4,134,134,20,3565.805968284607,3387.0113480091095,4,22,3,9.0,0.2
20,autosklearnHyperBandFolds_eta2_cv5_repeats3,MiniBooNE,0,64,64,15,3558.023644208908,3335.9218924045563,3,17,2,10.0,0.2
21,autosklearnHyperBandFolds_eta2_cv5_repeats3,MiniBooNE,1,49,49,13,3554.96932220459,3346.7168021202087,3,17,2,10.0,0.2
22,autosklearnHyperBandFolds_eta2_cv5_repeats3,MiniBooNE,2,64,64,15,3556.6215591430664,3330.66384100914,3,17,2,10.0,0.2
23,autosklearnHyperBandFolds_eta2_cv5_repeats3,MiniBooNE,3,64,64,15,3560.784123659134,3329.4494297504425,3,17,2,10.0,0.2
24,autosklearnHyperBandFolds_eta2_cv5_repeats3,MiniBooNE,4,64,64,15,3564.138858795166,3334.5214800834656,3,17,2,10.0,0.2
25,autosklearnHyperBandFolds_eta2_cv5_repeats3,connect-4,0,50,50,13,3563.813805103302,3426.0570435523987,3,17,2,10.0,0.2
26,autosklearnHyperBandFolds_eta2_cv5_repeats3,connect-4,1,51,51,13,3560.4361143112183,3421.739625453949,3,17,2,10.0,0.2
27,autosklearnHyperBandFolds_eta2_cv5_repeats3,connect-4,2,51,51,13,3555.7302713394165,3417.398276567459,3,17,2,10.0,0.2
28,autosklearnHyperBandFolds_eta2_cv5_repeats3,connect-4,3,51,51,13,3563.6788413524628,3425.361711740494,3,17,2,10.0,0.2
29,autosklearnHyperBandFolds_eta2_cv5_repeats3,connect-4,4,50,50,13,3561.956374168396,3422.5855298042297,3,17,2,10.0,0.2
30,autosklearnHyperBandFolds_eta2_cv5_repeats3,segment,0,179,179,32,3565.0346381664276,3317.822358608246,4,37,5,8.600000000000001,0.2
31,autosklearnHyperBandFolds_eta2_cv5_repeats3,segment,1,233,233,37,3565.100531578064,3226.982223510742,3,48,7,7.464000000000002,0.2
32,autosklearnHyperBandFolds_eta2_cv5_repeats3,segment,2,231,231,37,3565.9175016880035,3240.016816854477,4,48,7,7.464000000000002,0.2
33,autosklearnHyperBandFolds_eta2_cv5_repeats3,segment,3,176,176,32,3566.125438928604,3333.826933145523,3,37,5,8.600000000000001,0.2
34,autosklearnHyperBandFolds_eta2_cv5_repeats3,segment,4,256,256,39,3570.5404398441315,3220.555690050125,3,48,7,7.464000000000002,0.2
35,autosklearnHyperBandFolds_eta2_cv5_repeats3,Australian,0,436,436,68,3564.886954307556,2937.872878551483,4,78,12,6.267883520000002,0.2
36,autosklearnHyperBandFolds_eta2_cv5_repeats3,Australian,1,705,705,100,3567.9322957992554,2542.179673433304,7,126,19,6.471603245973506,0.2
