,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
37,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,2,559,559,170,3584.8857204914093,2372.0918157100677,1,224,56,3.9765779632046265,0.2
38,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,3,565,565,170,3581.389142513275,2422.5000398159027,1,225,56,3.9836148376223925,0.2
39,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,4,390,390,117,3582.623117685318,2791.8415608406067,5,153,38,3.984066203328462,0.2
40,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,0,59,59,20,3586.664924144745,3320.1791019439697,3,23,6,4.207040000000001,0.2
41,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,1,56,56,18,3583.8235790729523,3317.447817802429,3,20,5,4.508800000000001,0.2
42,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,2,55,55,18,3582.281891822815,3330.2861590385437,3,20,5,4.508800000000001,0.2
43,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,3,55,55,18,3583.7209372520447,3318.2725973129272,3,20,5,4.508800000000001,0.2
44,autosklearnHyperBandFolds_eta2_cv5_repeats1,adult,4,53,53,18,3583.639387845993,3336.6135680675507,3,20,5,4.508800000000001,0.2
45,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,0,24,24,9,3571.3711643218994,3257.6438508033752,2,8,2,5.200000000000001,0.2
46,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,1,25,25,9,3569.542841911316,3212.959442138672,2,8,2,5.200000000000001,0.2
47,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,2,24,24,9,3571.0970075130463,3246.2933411598206,2,8,2,5.200000000000001,0.2
48,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,3,25,25,9,3568.8838090896606,3211.9996037483215,2,8,2,5.200000000000001,0.2
49,autosklearnHyperBandFolds_eta2_cv5_repeats1,Albert,4,25,25,9,3569.575050830841,3379.886384010315,2,8,2,5.200000000000001,0.2
