,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
0,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,0,40,40,14,3585.1873803138733,3526.159430027008,1,18,4,5.136,0.2
1,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,1,40,40,14,3585.592355966568,3537.458466529846,1,18,4,5.136,0.2
2,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,2,40,40,14,3589.4816405773163,3526.80646109581,1,18,4,5.136,0.2
3,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,3,40,40,14,3585.493290424347,3526.3131895065308,1,18,4,5.136,0.2
4,autosklearnHyperBandFolds_eta2_cv5_repeats1,cnae-9,4,40,40,14,3589.4413435459137,3509.8337862491608,2,18,4,5.136,0.2
5,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,0,45,45,15,3584.29283118248,3288.6198811531067,2,18,4,5.136,0.2
6,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,1,48,48,16,3584.1120865345,3223.087498664856,2,21,5,4.7088,0.2
7,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,2,51,51,17,3581.737906932831,3203.844462633133,2,21,5,4.7088,0.2
8,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,3,45,45,15,3587.2641286849976,3302.7771048545837,2,18,4,5.136,0.2
9,autosklearnHyperBandFolds_eta2_cv5_repeats1,higgs,4,53,53,17,3588.2076251506805,3205.426835536957,2,21,5,4.7088,0.2
10,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,0,90,90,27,3585.1114943027496,3430.761684656143,4,33,8,4.3549056,0.2
11,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,1,97,97,32,3584.6842126846313,3407.3273928165436,3,41,10,4.267139584000001,0.2
12,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,2,98,98,31,3584.7878637313843,3406.906053543091,4,36,9,4.08392448,0.2
13,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,3,149,149,45,3586.170876264572,3305.0416655540466,4,57,14,4.080940373606401,0.2
14,autosklearnHyperBandFolds_eta2_cv5_repeats1,kr-vs-kp,4,143,143,44,3585.0423481464386,3317.742851495743,3,57,14,4.080940373606401,0.2
15,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,0,105,105,33,3585.7233119010925,3437.5837359428406,4,42,10,4.467139584000001,0.2
16,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,1,330,330,99,3583.805455684662,3034.8363642692566,8,129,32,3.985359967531055,0.2
17,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,2,175,175,53,3586.3474292755127,3335.9135041236877,6,69,17,4.033441471286478,0.2
18,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,3,323,323,98,3588.009536743164,2986.1101071834564,7,129,32,3.985359967531055,0.2
19,autosklearnHyperBandFolds_eta2_cv5_repeats1,vehicle,4,128,128,40,3585.1745235919952,3396.756667613983,5,48,12,3.938969333760001,0.2
20,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,0,24,24,9,3582.6047744750977,3501.5270161628723,2,8,2,5.200000000000001,0.2
21,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,1,40,40,14,3582.157608985901,3364.1627480983734,3,18,4,5.136,0.2
22,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,2,24,24,9,3581.96435046196,3501.06218624115,2,8,2,5.200000000000001,0.2
23,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,3,24,24,9,3581.894740819931,3501.8618063926697,2,8,2,5.200000000000001,0.2
24,autosklearnHyperBandFolds_eta2_cv5_repeats1,MiniBooNE,4,24,24,9,3582.9314165115356,3503.3950369358063,2,8,2,5.200000000000001,0.2
25,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,0,64,64,22,3581.7700850963593,3198.946315765381,3,24,6,4.36704,0.2
26,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,1,62,62,20,3585.219032049179,3237.563339948654,3,24,6,4.36704,0.2
27,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,2,62,62,20,3585.5100135803223,3244.2263565063477,3,24,6,4.36704,0.2
28,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,3,62,62,20,3585.573226451874,3248.607679605484,3,24,6,4.36704,0.2
29,autosklearnHyperBandFolds_eta2_cv5_repeats1,connect-4,4,62,62,20,3585.981557369232,3223.702158689499,3,24,6,4.36704,0.2
30,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,0,325,325,98,3581.818864107132,2728.3837890625,4,129,32,3.985359967531055,0.2
31,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,1,323,323,98,3587.961326122284,2736.1685378551483,4,129,32,3.985359967531055,0.2
32,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,2,127,127,40,3581.106171607971,3360.539170742035,4,48,12,3.938969333760001,0.2
33,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,3,248,248,76,3584.5286140441895,2985.2593965530396,5,96,24,3.7973363848391393,0.2
34,autosklearnHyperBandFolds_eta2_cv5_repeats1,segment,4,335,335,103,3590.0903825759888,2663.299142599106,4,137,34,4.030630379219875,0.2
35,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,0,522,522,159,3583.810073852539,2537.1969995498657,4,210,52,4.229528412164043,0.2
36,autosklearnHyperBandFolds_eta2_cv5_repeats1,Australian,1,743,743,224,3583.4849848747253,2061.518283843994,3,297,74,3.9836067065406904,0.2
