,hue,performance,model,dataset_name,level,repeat,seed,val_score,estimated_val_score
0,test_performance_singlemodelTrue,0.9290673401749705,HistGradientBoostingClassifier,168335,0,5,90,0.9297018328655482,0.9284532224841027
1,test_performance_singlemodelTrue,0.9217465339829063,RandomForestClassifier,168335,0,5,90,0.9211620407542032,0.9199319864968849
2,test_performance_singlemodelTrue,0.9139699000360522,DecisionTreeClassifier,168335,0,5,90,0.9030263529959606,0.8661557362728065
3,test_performance_singlemodelTrue,0.87182306609047,LinearDiscriminantAnalysis,168335,0,5,90,0.868976803130528,0.8689066805992502
4,test_performance_singlemodelTrue,0.9296270945897537,XGBClassifier,168335,0,5,90,0.9292195914051936,0.9283006149829063
5,test_performance_singlemodelTrue,0.9116045050954498,GradientBoostingClassifier,168335,0,5,90,0.9121477643522653,0.9116561867411093
6,test_performance_singlemodelTrue,0.9102611504326394,LGBMClassifier,168335,0,5,90,0.9097955270373399,0.9093175637615191
7,test_performance_singlemodelTrue,0.9105026033061951,MLPClassifier,168335,0,5,90,0.9048574714778328,0.8763308338257755
8,test_performance_singlemodelTrue,0.929884692733857,HistGradientBoostingClassifier,168335,1,5,90,0.9299627097555708,0.9303398194794242
9,test_performance_singlemodelTrue,0.9210128947693145,RandomForestClassifier,168335,1,5,90,0.9215869081755552,0.9215523133041291
10,test_performance_singlemodelTrue,0.9218898955249648,DecisionTreeClassifier,168335,1,5,90,0.9078536719279917,0.8710366096473191
11,test_performance_singlemodelTrue,0.8719421462736788,LinearDiscriminantAnalysis,168335,1,5,90,0.868976803130528,0.8689767370791592
12,test_performance_singlemodelTrue,0.930211689690081,XGBClassifier,168335,1,5,90,0.9295144845012643,0.929495480151005
13,test_performance_singlemodelTrue,0.9120540909523394,GradientBoostingClassifier,168335,1,5,90,0.9122974948373921,0.9123605572869424
14,test_performance_singlemodelTrue,0.912018444451078,LGBMClassifier,168335,1,5,90,0.9110671953366714,0.9112383751321492
15,test_performance_singlemodelTrue,0.9114285098959205,MLPClassifier,168335,1,5,90,0.9057772064962835,0.8904197708136039
16,test_performance_singlemodelTrue,0.9299948612917506,HistGradientBoostingClassifier,168335,2,5,90,0.929982577200147,0.9303980326925191
17,test_performance_singlemodelTrue,0.9210466470801739,RandomForestClassifier,168335,2,5,90,0.9215908816644705,0.9215841660136026
18,test_performance_singlemodelTrue,0.922817696305092,DecisionTreeClassifier,168335,2,5,90,0.9063251381891666,0.8700089589880706
19,test_performance_singlemodelTrue,0.8719421462736788,LinearDiscriminantAnalysis,168335,2,5,90,0.868976803130528,0.8689767370791592
20,test_performance_singlemodelTrue,0.9303893628696933,XGBClassifier,168335,2,5,90,0.9293234965022574,0.9294857289648134
21,test_performance_singlemodelTrue,0.9120327589842521,GradientBoostingClassifier,168335,2,5,90,0.9123197018614252,0.9123982914188125
22,test_performance_singlemodelTrue,0.9121072810408842,LGBMClassifier,168335,2,5,90,0.9111734400131921,0.9114216910028016
23,test_performance_singlemodelTrue,0.91271299189898,MLPClassifier,168335,2,5,90,0.9128396724856676,0.8903967317151478
24,test_performance_singlemodelTrue,0.9296341120246672,HistGradientBoostingClassifier,168335,3,5,90,0.9302504728285402,0.9304772889520602
25,test_performance_singlemodelTrue,0.9211568156380675,RandomForestClassifier,168335,3,5,90,0.9216590253612972,0.9216872088732458
26,test_performance_singlemodelTrue,0.9227431742484599,DecisionTreeClassifier,168335,3,5,90,0.9077016398250219,0.8713676981454489
27,test_performance_singlemodelTrue,0.8719421462736788,LinearDiscriminantAnalysis,168335,3,5,90,0.868976803130528,0.8689767370791592
28,test_performance_singlemodelTrue,0.9304622703992709,XGBClassifier,168335,3,5,90,0.9294027437111007,0.9294765006140554
29,test_performance_singlemodelTrue,0.9120540909523394,GradientBoostingClassifier,168335,3,5,90,0.912316545327239,0.9124212675482808
30,test_performance_singlemodelTrue,0.9120521967619375,LGBMClassifier,168335,3,5,90,0.9111813869910226,0.9114803606466851
31,test_performance_singlemodelTrue,0.9143385057280906,MLPClassifier,168335,3,5,90,0.9106872250639223,0.898836212251419
32,test_performance_singlemodelTrue,0.929884692733857,HistGradientBoostingClassifier,168335,4,5,90,0.9303868715069243,0.9306230409028649
33,test_performance_singlemodelTrue,0.9211781476061549,RandomForestClassifier,168335,4,5,90,0.9217430630137848,0.9216834217924758
34,test_performance_singlemodelTrue,0.9233596274692446,DecisionTreeClassifier,168335,4,5,90,0.9061479271358254,0.8706913774748719
35,test_performance_singlemodelTrue,0.8719421462736788,LinearDiscriminantAnalysis,168335,4,5,90,0.868976803130528,0.8689767370791592
36,test_performance_singlemodelTrue,0.9301601141285909,XGBClassifier,168335,4,5,90,0.9295660285724316,0.9295570395292636
37,test_performance_singlemodelTrue,0.9120327589842521,GradientBoostingClassifier,168335,4,5,90,0.9123553519769316,0.9124442461340064
38,test_performance_singlemodelTrue,0.9120521967619375,LGBMClassifier,168335,4,5,90,0.9111742569679213,0.911463720125573
39,test_performance_singlemodelTrue,0.9140115087718665,MLPClassifier,168335,4,5,90,0.9120545176282949,0.8796232768506758
40,test_performance_singlemodelTrue,0.9298811840164003,HistGradientBoostingClassifier,168335,5,5,90,0.9305358963220527,0.9306894411445896
41,test_performance_singlemodelTrue,0.9212332318851016,RandomForestClassifier,168335,5,5,90,0.9217977636191382,0.921823257315564
42,test_performance_singlemodelTrue,0.9249694919014735,DecisionTreeClassifier,168335,5,5,90,0.9067981326164245,0.8706975614822186
43,test_performance_singlemodelTrue,0.8719421462736788,LinearDiscriminantAnalysis,168335,5,5,90,0.868976803130528,0.8689767370791592
44,test_performance_singlemodelTrue,0.930211689690081,XGBClassifier,168335,5,5,90,0.9295446385031279,0.9296420112272478
45,test_performance_singlemodelTrue,0.9121091752312862,GradientBoostingClassifier,168335,5,5,90,0.9123886625129811,0.912421103523693
46,test_performance_singlemodelTrue,0.9120521967619375,LGBMClassifier,168335,5,5,90,0.9112004374808695,0.9114429619795539
47,test_performance_singlemodelTrue,0.9143082621346879,MLPClassifier,168335,5,5,90,0.9122078118249171,0.883502753132138
