,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,10,3,1,2,cv,1.0,40981,best_individual_model,0,1.0,0.8643292682926829,0.8536536456244486,0.011029116868532918,42
1,autosklearn,10,3,1,2,cv,1.0,40981,best_ensemble_model,0,0.8918812104787714,inf,0.8701371621079649,0.0,42
2,autosklearn,10,3,1,2,cv,1.0,40981,best_individual_model,1,1.0,0.8643292682926829,0.8536536456244486,0.011029116868532918,42
3,autosklearn,10,3,1,2,cv,1.0,40981,best_ensemble_model,1,0.8918812104787714,inf,0.8701371621079649,0.0,42
4,autosklearn,10,3,1,2,cv,1.0,40981,best_individual_model,2,1.0,0.8643292682926829,0.8536536456244486,0.011029116868532918,42
5,autosklearn,10,3,1,2,cv,1.0,40981,best_ensemble_model,2,0.8918812104787714,inf,0.8701371621079649,0.0,42
6,autosklearn,10,3,1,2,cv,1.0,40981,best_individual_model,3,1.0,0.8643292682926829,0.8536536456244486,0.011029116868532918,42
7,autosklearn,10,3,1,2,cv,1.0,40981,best_ensemble_model,3,0.8918812104787714,inf,0.8664875270714687,0.0036496350364961794,42
8,autosklearn,10,3,1,2,cv,1.0,40981,best_individual_model,4,1.0,0.8643292682926829,0.8536536456244486,0.011029116868532918,42
9,autosklearn,10,3,1,2,cv,1.0,40981,best_ensemble_model,4,0.8918812104787714,inf,0.8664875270714687,0.0,42
