tool,Albert,Australian,MiniBooNE,adult,cnae-9,connect-4,higgs,kr-vs-kp,segment,vehicle
autosklearnHOLDOUT,0.7574542666666666,0.9235426666666667,0.9845572,0.9283241333333334,0.1954470133333333,0.4097886,0.8126044666666667,0.9997312666666666,0.04275376266666665,0.3907929999999999
autosklearnTHRESHOLDOUT,0.7573488,0.9199208,0.9845482000000001,0.9283064,0.1925961533333333,0.405736,0.8128565333333334,0.9996972666666667,0.04499146999999999,0.39613673333333327
