,fold,model,overfit,task,test,tool,train,val
74,4,best_ensemble_model,0.0,cnae-9,0.9166666666666666,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.9588744588744588,inf
75,0,best_ensemble_model,0.0,connect-4,0.7457789404130949,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.7486461797442346,inf
76,1,best_ensemble_model,0.0,connect-4,0.7523427757535263,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.7478890843575557,inf
77,2,best_ensemble_model,0.0,connect-4,0.7614479232175938,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.7466422352622241,inf
78,3,best_ensemble_model,0.0,connect-4,0.7549327122425625,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.7498733915571658,inf
79,4,best_ensemble_model,0.0,connect-4,0.7579606601399856,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.7479862395037685,inf
80,0,best_ensemble_model,0.0,higgs,0.730762394628305,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.7333815807510904,inf
81,1,best_ensemble_model,0.0,higgs,0.7187827496184107,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.7355725297253395,inf
82,2,best_ensemble_model,0.0,higgs,0.7321324677269769,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.7312669227780205,inf
83,3,best_ensemble_model,0.0,higgs,0.7276910635433735,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.7323574116965836,inf
84,4,best_ensemble_model,0.0,higgs,0.7331552040827145,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.7311098835367252,inf
85,0,best_ensemble_model,0.0,kr-vs-kp,0.9937380141677428,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.9975767390204618,inf
86,1,best_ensemble_model,0.0,kr-vs-kp,0.9850299401197604,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.997514715944001,inf
87,2,best_ensemble_model,0.0,kr-vs-kp,0.9967320261437908,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.9961211349447704,inf
88,3,best_ensemble_model,0.0,kr-vs-kp,1.0,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.9964540244254628,inf
89,4,best_ensemble_model,0.0,kr-vs-kp,1.0,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.99609012340654,inf
90,0,best_ensemble_model,0.0,segment,0.9913419913419912,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.9889369889369888,inf
91,1,best_ensemble_model,0.0,segment,0.9826839826839828,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.9879749879749878,inf
92,2,best_ensemble_model,0.0,segment,0.9956709956709956,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.987012987012987,inf
93,3,best_ensemble_model,0.0,segment,0.987012987012987,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.9894179894179894,inf
94,4,best_ensemble_model,0.0,segment,0.9956709956709956,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.988936988936989,inf
95,0,best_ensemble_model,0.0,vehicle,0.894426406926407,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.8506492891830908,inf
96,1,best_ensemble_model,0.0,vehicle,0.814935064935065,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.8623161145697633,inf
97,2,best_ensemble_model,0.0,vehicle,0.8024891774891775,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.8560125701959124,inf
98,3,best_ensemble_model,0.0,vehicle,0.7900432900432901,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.8725508992253621,inf
99,4,best_ensemble_model,0.0,vehicle,0.8733766233766234,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.8664706922284547,inf
100,0,best_ensemble_model,0.0,Albert,0.6757595710657511,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.6781197742474916,inf
101,1,best_ensemble_model,0.0,Albert,0.6751481516320196,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.6784725125418061,inf
102,2,best_ensemble_model,0.0,Albert,0.6771940551218136,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.6771138168896321,inf
103,3,best_ensemble_model,0.0,Albert,0.6760417646505503,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.6770484949832776,inf
104,4,best_ensemble_model,0.0,Albert,0.6790518295550748,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.6769047867892977,inf
105,0,best_ensemble_model,0.0,Australian,0.9049235993208828,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.8739648033126295,inf
106,1,best_ensemble_model,0.0,Australian,0.815365025466893,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.878876811594203,inf
107,2,best_ensemble_model,0.0,Australian,0.8463497453310695,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9096790890269152,inf
108,3,best_ensemble_model,0.0,Australian,0.817062818336163,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9046325051759834,inf
109,4,best_ensemble_model,0.0,Australian,0.8828522920203735,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.920807453416149,inf
110,0,best_ensemble_model,0.0,MiniBooNE,0.9369075382725699,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9416485964909428,inf
111,1,best_ensemble_model,0.0,MiniBooNE,0.9364044206886356,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9425349975788946,inf
112,2,best_ensemble_model,0.0,MiniBooNE,0.937511862044532,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9410564966145194,inf
113,3,best_ensemble_model,0.0,MiniBooNE,0.94181481595348,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9409431682806464,inf
114,4,best_ensemble_model,0.0,MiniBooNE,0.9413641927954308,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9420496106981948,inf
115,0,best_ensemble_model,0.0,adult,0.8479214107537654,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.8453217795930963,inf
116,1,best_ensemble_model,0.0,adult,0.8364264857951328,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.8452932554987538,inf
117,2,best_ensemble_model,0.0,adult,0.8473253387793621,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.8422122797825847,inf
118,3,best_ensemble_model,0.0,adult,0.8410506399575328,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.8455121368275511,inf
119,4,best_ensemble_model,0.0,adult,0.8403290288570713,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.8467121365620741,inf
120,0,best_ensemble_model,0.0,cnae-9,0.9537037037037036,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9745069745069744,inf
121,1,best_ensemble_model,0.0,cnae-9,0.9259259259259258,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9742664742664744,inf
122,2,best_ensemble_model,0.0,cnae-9,0.9629629629629628,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9793169793169793,inf
123,3,best_ensemble_model,0.0,cnae-9,0.9074074074074072,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9846079846079844,inf
124,4,best_ensemble_model,0.0,cnae-9,0.9444444444444444,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9745069745069744,inf
125,0,best_ensemble_model,0.0,connect-4,0.7428718177201376,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.7530508561249927,inf
126,1,best_ensemble_model,0.0,connect-4,0.7457476001327062,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.7557228622691206,inf
127,2,best_ensemble_model,0.0,connect-4,0.7582457475125216,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.7617801626910947,inf
128,3,best_ensemble_model,0.0,connect-4,0.7417584647744139,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.7621552988839723,inf
129,4,best_ensemble_model,0.0,connect-4,0.7636259218033709,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.7703746167987577,inf
130,0,best_ensemble_model,0.0,higgs,0.7317941237046356,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.7345608091394081,inf
131,1,best_ensemble_model,0.0,higgs,0.7185897739333471,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.7374160109707529,inf
132,2,best_ensemble_model,0.0,higgs,0.7317878205836224,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.7318483847926647,inf
133,3,best_ensemble_model,0.0,higgs,0.7254890522247073,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.7336964389114071,inf
134,4,best_ensemble_model,0.0,higgs,0.7294995171529464,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.7315690858834711,inf
135,0,best_ensemble_model,0.0,kr-vs-kp,0.9967320261437908,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9981818181818182,inf
136,1,best_ensemble_model,0.0,kr-vs-kp,0.9880239520958084,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9970208186190428,inf
137,2,best_ensemble_model,0.0,kr-vs-kp,0.9967320261437908,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9963636363636365,inf
138,3,best_ensemble_model,0.0,kr-vs-kp,1.0,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9953623213686942,inf
139,4,best_ensemble_model,0.0,kr-vs-kp,1.0,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9950604434262322,inf
140,0,best_ensemble_model,0.0,segment,0.9913419913419912,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9903954802259888,inf
141,1,best_ensemble_model,0.0,segment,0.9696969696969696,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9879741727199356,inf
142,2,best_ensemble_model,0.0,segment,0.9913419913419912,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9841269841269841,inf
143,3,best_ensemble_model,0.0,segment,0.9956709956709956,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9834535834535836,inf
144,4,best_ensemble_model,0.0,segment,1.0,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9836459836459835,inf
145,0,best_ensemble_model,0.0,vehicle,0.8478896103896105,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.8760121457489879,inf
146,1,best_ensemble_model,0.0,vehicle,0.7673160173160173,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.8827597840755735,inf
147,2,best_ensemble_model,0.0,vehicle,0.7094155844155845,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.8768556005398109,inf
148,3,best_ensemble_model,0.0,vehicle,0.8116341991341991,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.9220366621682412,inf
149,4,best_ensemble_model,0.0,vehicle,0.814935064935065,autosklearnHyperBandFolds_eta2_cv5_repeats10,0.8830690508322088,inf
150,0,best_ensemble_model,0.0,Albert,0.6753362806885523,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.6777278428093645,inf
151,1,best_ensemble_model,0.0,Albert,0.6761358291788166,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.6779499372909699,inf
152,2,best_ensemble_model,0.0,Albert,0.6776643777631455,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.6772836538461539,inf
153,3,best_ensemble_model,0.0,Albert,0.6764885711598156,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.6770093018394648,inf
154,4,best_ensemble_model,0.0,Albert,0.6779700874800113,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.6768786580267558,inf
155,0,best_ensemble_model,0.0,Australian,0.9151103565365024,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.878743961352657,inf
156,1,best_ensemble_model,0.0,Australian,0.8476230899830219,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.8844202898550724,inf
157,2,best_ensemble_model,0.0,Australian,0.8404074702886248,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.8828933747412009,inf
158,3,best_ensemble_model,0.0,Australian,0.8624787775891339,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.8990683229813665,inf
159,4,best_ensemble_model,0.0,Australian,0.866723259762309,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.920807453416149,inf
160,0,best_ensemble_model,0.0,MiniBooNE,0.9377837996899252,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9400204309414772,inf
161,1,best_ensemble_model,0.0,MiniBooNE,0.9373010609594166,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9402750608513466,inf
162,2,best_ensemble_model,0.0,MiniBooNE,0.9378567067948544,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9396389904181016,inf
163,3,best_ensemble_model,0.0,MiniBooNE,0.9432419652124772,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9392896888647452,inf
164,4,best_ensemble_model,0.0,MiniBooNE,0.9411504490741526,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9391243285814556,inf
165,0,best_ensemble_model,0.0,adult,0.8483731828976216,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.8454375572392765,inf
166,1,best_ensemble_model,0.0,adult,0.8361475956283649,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.8448606095475467,inf
167,2,best_ensemble_model,0.0,adult,0.8470318098706814,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.8423062818046183,inf
168,3,best_ensemble_model,0.0,adult,0.8447932487429406,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.8451324505094647,inf
169,4,best_ensemble_model,0.0,adult,0.8391793355648289,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.8464292828107178,inf
170,0,best_ensemble_model,0.0,cnae-9,0.9537037037037036,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9540644540644542,inf
171,1,best_ensemble_model,0.0,cnae-9,0.9166666666666666,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9591149591149593,inf
172,2,best_ensemble_model,0.0,cnae-9,0.9537037037037036,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.964165464165464,inf
173,3,best_ensemble_model,0.0,cnae-9,0.9166666666666666,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9692159692159692,inf
174,4,best_ensemble_model,0.0,cnae-9,0.9629629629629628,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9694564694564692,inf
175,0,best_ensemble_model,0.0,connect-4,0.7549894356424691,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.7466847848884535,inf
176,1,best_ensemble_model,0.0,connect-4,0.7591912835084546,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.7483671446552069,inf
177,2,best_ensemble_model,0.0,connect-4,0.7675921540243368,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.7453883953912017,inf
178,3,best_ensemble_model,0.0,connect-4,0.7538421177053962,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.7472765077573666,inf
179,4,best_ensemble_model,0.0,connect-4,0.730414056109374,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.7322003725244688,inf
180,0,best_ensemble_model,0.0,higgs,0.7311546491194456,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.7338053394811053,inf
181,1,best_ensemble_model,0.0,higgs,0.7175845304880294,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.7366314562942684,inf
182,2,best_ensemble_model,0.0,higgs,0.7321324677269769,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.7312669227780205,inf
183,3,best_ensemble_model,0.0,higgs,0.7279893834593723,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.7326885836492554,inf
184,4,best_ensemble_model,0.0,higgs,0.7331552040827145,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.7311098835367252,inf
185,0,best_ensemble_model,0.0,kr-vs-kp,0.9937380141677428,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9956084903417294,inf
186,1,best_ensemble_model,0.0,kr-vs-kp,0.9850299401197604,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9964147580129822,inf
187,2,best_ensemble_model,0.0,kr-vs-kp,0.9934640522875816,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9935529186599088,inf
188,3,best_ensemble_model,0.0,kr-vs-kp,1.0,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9932930434000332,inf
189,4,best_ensemble_model,0.0,kr-vs-kp,1.0,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9940726691796592,inf
190,0,best_ensemble_model,0.0,segment,0.9913419913419912,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.985633575464084,inf
191,1,best_ensemble_model,0.0,segment,0.9826839826839828,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9844476511143178,inf
192,2,best_ensemble_model,0.0,segment,0.9826839826839828,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9847683181016514,inf
193,3,best_ensemble_model,0.0,segment,0.9913419913419912,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9844476511143178,inf
194,4,best_ensemble_model,0.0,segment,1.0,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.9839666506333172,inf
195,0,best_ensemble_model,0.0,vehicle,0.8593073593073594,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.8216730402876323,inf
196,1,best_ensemble_model,0.0,vehicle,0.7780844155844155,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.8434182411156095,inf
197,2,best_ensemble_model,0.0,vehicle,0.7094155844155845,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.8202314239342126,inf
198,3,best_ensemble_model,0.0,vehicle,0.8014069264069263,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.8700714125056229,inf
199,4,best_ensemble_model,0.0,vehicle,0.8133116883116883,autosklearnHyperBandFolds_eta2_cv5_repeats3,0.8498369320737742,inf
200,0,best_ensemble_model,0.0,Albert,0.6752422161602861,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.677401233277592,inf
201,1,best_ensemble_model,0.0,Albert,0.6754068290847521,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.6779238085284279,inf
202,2,best_ensemble_model,0.0,Albert,0.6783463455930769,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.6771041356973422,inf
203,3,best_ensemble_model,0.0,Albert,0.6769824099332142,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.6772086513662205,inf
204,4,best_ensemble_model,0.0,Albert,0.6797337973850062,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.6766468801553766,inf
205,0,best_ensemble_model,0.0,Australian,0.8595076400679117,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.8807971014492754,inf
206,1,best_ensemble_model,0.0,Australian,0.8314940577249575,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.8887681159420291,inf
207,2,best_ensemble_model,0.0,Australian,0.8200339558573854,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.8923913043478261,inf
208,3,best_ensemble_model,0.0,Australian,0.849320882852292,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.8967391304347826,inf
209,4,best_ensemble_model,0.0,Australian,0.8858234295415959,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.895703933747412,inf
210,0,best_ensemble_model,0.0,MiniBooNE,0.9271482341987026,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9316596527815058,inf
211,1,best_ensemble_model,0.0,MiniBooNE,0.9376886983739372,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9401994263871418,inf
212,2,best_ensemble_model,0.0,MiniBooNE,0.9253266545740424,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9320288645639652,inf
213,3,best_ensemble_model,0.0,MiniBooNE,0.9341900064562316,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9320552445804384,inf
214,4,best_ensemble_model,0.0,MiniBooNE,0.9288900002703282,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9330834687579812,inf
