,fold,model,overfit,task,test,tool,train,val
0,0,best_ensemble_model,0.0,Albert,0.6747483773868874,autosklearn,0.6752337943357398,inf
1,1,best_ensemble_model,0.0,Albert,0.6767472486125483,autosklearn,0.6746954390917941,inf
2,2,best_ensemble_model,0.0,Albert,0.6760652807826169,autosklearn,0.672929593081498,inf
3,3,best_ensemble_model,0.0,Albert,0.674536732198288,autosklearn,0.6738798130311758,inf
4,4,best_ensemble_model,0.0,Albert,0.6800395071018719,autosklearn,0.6755267365875823,inf
5,0,best_ensemble_model,0.0,Australian,0.8858234295415959,autosklearn,0.9198476961634856,inf
6,1,best_ensemble_model,0.0,Australian,0.8476230899830219,autosklearn,0.9198476961634856,inf
7,2,best_ensemble_model,0.0,Australian,0.8433786078098472,autosklearn,0.9110757663389242,inf
8,3,best_ensemble_model,0.0,Australian,0.8565365025466893,autosklearn,0.9165702718334297,inf
9,4,best_ensemble_model,0.0,Australian,0.8858234295415959,autosklearn,0.9352226720647774,inf
10,0,best_ensemble_model,0.0,MiniBooNE,0.9359282553095551,autosklearn,0.939257667393148,inf
11,1,best_ensemble_model,0.0,MiniBooNE,0.9355252166351176,autosklearn,0.9393061548152996,inf
12,2,best_ensemble_model,0.0,MiniBooNE,0.9386195230001422,autosklearn,0.939126913022342,inf
13,3,best_ensemble_model,0.0,MiniBooNE,0.9405586177515624,autosklearn,0.9388003017998441,inf
14,4,best_ensemble_model,0.0,MiniBooNE,0.9400458819729898,autosklearn,0.941426849421296,inf
15,0,best_ensemble_model,0.0,adult,0.8455279967513842,autosklearn,0.8446645955216744,inf
16,1,best_ensemble_model,0.0,adult,0.8371375809046216,autosklearn,0.8444414507309381,inf
17,2,best_ensemble_model,0.0,adult,0.8468239895601397,autosklearn,0.8439675281828236,inf
18,3,best_ensemble_model,0.0,adult,0.8423593088753557,autosklearn,0.8452035761749426,inf
19,4,best_ensemble_model,0.0,adult,0.8343722812864032,autosklearn,0.8477755782938821,inf
20,0,best_ensemble_model,0.0,cnae-9,0.9629629629629628,autosklearn,0.9843033509700176,inf
21,1,best_ensemble_model,0.0,cnae-9,0.9351851851851852,autosklearn,0.9719576719576719,inf
22,2,best_ensemble_model,0.0,cnae-9,0.9722222222222222,autosklearn,0.9747795414462082,inf
23,3,best_ensemble_model,0.0,cnae-9,0.9444444444444444,autosklearn,0.9842151675485008,inf
24,4,best_ensemble_model,0.0,cnae-9,0.9629629629629628,autosklearn,0.9904761904761904,inf
25,0,best_ensemble_model,0.0,connect-4,0.7485615581846847,autosklearn,0.756039291849532,inf
26,1,best_ensemble_model,0.0,connect-4,0.7335026916865869,autosklearn,0.7508544756698994,inf
27,2,best_ensemble_model,0.0,connect-4,0.7611346922126677,autosklearn,0.7486208108751043,inf
28,3,best_ensemble_model,0.0,connect-4,0.7305350975207369,autosklearn,0.7425573856314157,inf
29,4,best_ensemble_model,0.0,connect-4,0.7434283591384864,autosklearn,0.7413014325151527,inf
30,0,best_ensemble_model,0.0,higgs,0.7293128646365942,autosklearn,0.7271717382776387,inf
31,1,best_ensemble_model,0.0,higgs,0.7193661013810682,autosklearn,0.7288476927801621,inf
32,2,best_ensemble_model,0.0,higgs,0.7272784384088651,autosklearn,0.7284767159852426,inf
33,3,best_ensemble_model,0.0,higgs,0.7276118969974151,autosklearn,0.7284223706034756,inf
34,4,best_ensemble_model,0.0,higgs,0.7256501821310607,autosklearn,0.7280384534178872,inf
35,0,best_ensemble_model,0.0,kr-vs-kp,0.9937380141677428,autosklearn,0.997983870967742,inf
36,1,best_ensemble_model,0.0,kr-vs-kp,0.9820359281437124,autosklearn,1.0,inf
37,2,best_ensemble_model,0.0,kr-vs-kp,0.9901960784313726,autosklearn,0.998898678414097,inf
38,3,best_ensemble_model,0.0,kr-vs-kp,0.9970059880239521,autosklearn,0.9978906138979678,inf
39,4,best_ensemble_model,0.0,kr-vs-kp,1.0,autosklearn,0.9978906138979678,inf
40,0,best_ensemble_model,0.0,segment,0.9913419913419912,autosklearn,0.9970845481049564,inf
41,1,best_ensemble_model,0.0,segment,0.987012987012987,autosklearn,0.9956268221574344,inf
42,2,best_ensemble_model,0.0,segment,0.9913419913419912,autosklearn,0.9927113702623908,inf
43,3,best_ensemble_model,0.0,segment,0.9783549783549784,autosklearn,0.9970845481049564,inf
44,4,best_ensemble_model,0.0,segment,0.9956709956709956,autosklearn,0.9970845481049564,inf
45,0,best_ensemble_model,0.0,vehicle,0.7997294372294372,autosklearn,0.8944444444444444,inf
46,1,best_ensemble_model,0.0,vehicle,0.814935064935065,autosklearn,0.9142857142857144,inf
47,2,best_ensemble_model,0.0,vehicle,0.7656385281385281,autosklearn,0.8979242979242981,inf
48,3,best_ensemble_model,0.0,vehicle,0.8593073593073594,autosklearn,0.8669108669108669,inf
49,4,best_ensemble_model,0.0,vehicle,0.8603896103896105,autosklearn,0.8742120403137352,inf
50,0,best_ensemble_model,0.0,Albert,0.6754303452168187,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.6773489757525084,inf
51,1,best_ensemble_model,0.0,Albert,0.6755479258771517,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.6783941262541806,inf
52,2,best_ensemble_model,0.0,Albert,0.6783463455930769,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.6771041356973422,inf
53,3,best_ensemble_model,0.0,Albert,0.6769824099332142,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.6772086513662205,inf
54,4,best_ensemble_model,0.0,Albert,0.6797337973850062,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.6766468801553766,inf
55,0,best_ensemble_model,0.0,Australian,0.9151103565365024,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.8822463768115942,inf
56,1,best_ensemble_model,0.0,Australian,0.8446519524617997,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.8916666666666666,inf
57,2,best_ensemble_model,0.0,Australian,0.8463497453310695,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.8887681159420291,inf
58,3,best_ensemble_model,0.0,Australian,0.8624787775891339,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.8880434782608696,inf
59,4,best_ensemble_model,0.0,Australian,0.8696943972835314,autosklearnHyperBandFolds_eta2_cv5_repeats1,0.8981884057971015,inf
