,single_model,dataset_name,model,level,repeat,iteration,seed,performance,use_train_data
95,True,53,TabularNeuralNetModel,0,5,20,52,0.7180858550316678,True
96,True,53,TabularNeuralNetModel,0,5,21,52,0.7058732113535069,True
97,True,53,TabularNeuralNetModel,0,5,22,52,0.7231878958479944,True
98,True,53,TabularNeuralNetModel,0,5,23,52,0.7193085855031668,True
99,True,53,TabularNeuralNetModel,0,5,24,52,0.7324566033309876,True
100,True,53,LinearModel,0,5,0,52,0.7960249042145594,True
101,True,53,LinearModel,0,5,1,52,0.7835249042145593,True
102,True,53,LinearModel,0,5,2,52,0.7789272030651342,True
103,True,53,LinearModel,0,5,3,52,0.7835249042145593,True
104,True,53,LinearModel,0,5,4,52,0.7915708812260536,True
105,True,53,LinearModel,0,5,5,52,0.7875478927203066,True
106,True,53,LinearModel,0,5,6,52,0.7917145593869732,True
107,True,53,LinearModel,0,5,7,52,0.7917145593869732,True
108,True,53,LinearModel,0,5,8,52,0.8042145593869732,True
109,True,53,LinearModel,0,5,9,52,0.7917145593869732,True
110,True,53,LinearModel,0,5,10,52,0.7999042145593869,True
111,True,53,LinearModel,0,5,11,52,0.800191570881226,True
112,True,53,LinearModel,0,5,12,52,0.8000478927203065,True
113,True,53,LinearModel,0,5,13,52,0.800191570881226,True
114,True,53,LinearModel,0,5,14,52,0.8000478927203065,True
115,True,53,LinearModel,0,5,15,52,0.7917145593869732,True
116,True,53,LinearModel,0,5,16,52,0.7957375478927202,True
117,True,53,LinearModel,0,5,17,52,0.800191570881226,True
118,True,53,LinearModel,0,5,18,52,0.7915708812260536,True
119,True,53,LinearModel,0,5,19,52,0.7917145593869732,True
120,True,53,LinearModel,0,5,20,52,0.7958812260536399,True
121,True,53,LinearModel,0,5,21,52,0.7917145593869732,True
122,True,53,LinearModel,0,5,22,52,0.7917145593869732,True
123,True,53,LinearModel,0,5,23,52,0.7917145593869732,True
124,True,53,LinearModel,0,5,24,52,0.7958812260536399,True
125,True,53,LGBModel,0,5,0,52,0.7353194151223708,True
126,True,53,LGBModel,0,5,1,52,0.716759519899914,True
127,True,53,LGBModel,0,5,2,52,0.7290454687622174,True
128,True,53,LGBModel,0,5,3,52,0.7128098365783095,True
129,True,53,LGBModel,0,5,4,52,0.7342911877394636,True
130,True,53,LGBModel,0,5,5,52,0.7217911877394636,True
131,True,53,LGBModel,0,5,6,52,0.7258141762452107,True
132,True,53,LGBModel,0,5,7,52,0.7217911877394636,True
133,True,53,LGBModel,0,5,8,52,0.7256704980842912,True
134,True,53,LGBModel,0,5,9,52,0.7174808429118774,True
135,True,53,LGBModel,0,5,10,52,0.7298371647509578,True
136,True,53,LGBModel,0,5,11,52,0.7342911877394636,True
137,True,53,LGBModel,0,5,12,52,0.7426245210727969,True
138,True,53,LGBModel,0,5,13,52,0.7342911877394636,True
139,True,53,LGBModel,0,5,14,52,0.7383141762452107,True
140,True,53,LGBModel,0,5,15,52,0.7299808429118774,True
141,True,53,LGBModel,0,5,16,52,0.7424808429118774,True
142,True,53,LGBModel,0,5,17,52,0.7384578544061302,True
143,True,53,LGBModel,0,5,18,52,0.7426245210727969,True
144,True,53,LGBModel,0,5,19,52,0.7427681992337165,True
145,True,53,LGBModel,0,5,20,52,0.7426245210727969,True
146,True,53,LGBModel,0,5,21,52,0.7427681992337165,True
147,True,53,LGBModel,0,5,22,52,0.7426245210727969,True
148,True,53,LGBModel,0,5,23,52,0.7426245210727969,True
149,True,53,LGBModel,0,5,24,52,0.7467911877394636,True
150,True,53,CatBoostModel,0,5,0,52,0.730865392133865,True
151,True,53,CatBoostModel,0,5,1,52,0.726194385800297,True
152,True,53,CatBoostModel,0,5,2,52,0.7347447024786926,True
153,True,53,CatBoostModel,0,5,3,52,0.7090966846508718,True
154,True,53,CatBoostModel,0,5,4,52,0.7174808429118774,True
155,True,53,CatBoostModel,0,5,5,52,0.7097447024786926,True
156,True,53,CatBoostModel,0,5,6,52,0.7273467432950191,True
157,True,53,CatBoostModel,0,5,7,52,0.7097447024786926,True
158,True,53,CatBoostModel,0,5,8,52,0.7272030651340996,True
159,True,53,CatBoostModel,0,5,9,52,0.7190134099616858,True
160,True,53,CatBoostModel,0,5,10,52,0.722101024317773,True
161,True,53,CatBoostModel,0,5,11,52,0.7171426616623661,True
162,True,53,CatBoostModel,0,5,12,52,0.7272030651340996,True
163,True,53,CatBoostModel,0,5,13,52,0.7222447024786927,True
164,True,53,CatBoostModel,0,5,14,52,0.7179343576511064,True
165,True,53,CatBoostModel,0,5,15,52,0.7171426616623661,True
166,True,53,CatBoostModel,0,5,16,52,0.7177906794901869,True
167,True,53,CatBoostModel,0,5,17,52,0.7307217139729455,True
168,True,53,CatBoostModel,0,5,18,52,0.7264113691453593,True
169,True,53,CatBoostModel,0,5,19,52,0.7222447024786927,True
170,True,53,CatBoostModel,0,5,20,52,0.7264113691453593,True
171,True,53,CatBoostModel,0,5,21,52,0.7265550473062787,True
172,True,53,CatBoostModel,0,5,22,52,0.7222447024786927,True
173,True,53,CatBoostModel,0,5,23,52,0.7222447024786927,True
174,True,53,CatBoostModel,0,5,24,52,0.7222447024786927,True
175,True,53,XGBoostModel,1,5,25,52,0.7283749706779263,True
176,True,53,XGBoostModel,1,5,26,52,0.7118519821721792,True
177,True,53,XGBoostModel,1,5,27,52,0.7196106028618343,True
178,True,53,XGBoostModel,1,5,28,52,0.7117083040112597,True
179,True,53,XGBoostModel,1,5,29,52,0.7242083040112597,True
180,True,53,XGBoostModel,1,5,30,52,0.720041637344593,True
181,True,53,XGBoostModel,1,5,31,52,0.7155876143560873,True
182,True,53,XGBoostModel,1,5,32,52,0.720041637344593,True
183,True,53,XGBoostModel,1,5,33,52,0.732541637344593,True
184,True,53,XGBoostModel,1,5,34,52,0.7285186488388458,True
185,True,53,XGBoostModel,1,5,35,52,0.7153002580342482,True
186,True,53,XGBoostModel,1,5,36,52,0.719754281022754,True
187,True,53,XGBoostModel,1,5,37,52,0.7237772695285011,True
188,True,53,XGBoostModel,1,5,38,52,0.7323979591836736,True
189,True,53,XGBoostModel,1,5,39,52,0.7237772695285011,True
190,True,53,XGBoostModel,1,5,40,52,0.7280876143560873,True
191,True,53,XGBoostModel,1,5,41,52,0.7237772695285011,True
192,True,53,XGBoostModel,1,5,42,52,0.7280876143560873,True
193,True,53,XGBoostModel,1,5,43,52,0.7280876143560873,True
194,True,53,XGBoostModel,1,5,44,52,0.7280876143560873,True
195,True,53,XGBoostModel,1,5,45,52,0.7280876143560873,True
196,True,53,XGBoostModel,1,5,46,52,0.7280876143560873,True
197,True,53,XGBoostModel,1,5,47,52,0.7280876143560873,True
198,True,53,XGBoostModel,1,5,48,52,0.7239209476894206,True
199,True,53,XGBoostModel,1,5,49,52,0.7239209476894206,True
200,True,53,XTModel,1,5,25,52,0.7447542810227539,True
201,True,53,XTModel,1,5,26,52,0.7493519821721792,True
202,True,53,XTModel,1,5,27,52,0.7529439361951678,True
203,True,53,XTModel,1,5,28,52,0.7448979591836735,True
204,True,53,XTModel,1,5,29,52,0.7404439361951677,True
205,True,53,XTModel,1,5,30,52,0.7279439361951677,True
206,True,53,XTModel,1,5,31,52,0.736277269528501,True
207,True,53,XTModel,1,5,32,52,0.7279439361951677,True
208,True,53,XTModel,1,5,33,52,0.7404439361951677,True
209,True,53,XTModel,1,5,34,52,0.7364209476894206,True
210,True,53,XTModel,1,5,35,52,0.7321106028618344,True
211,True,53,XTModel,1,5,36,52,0.7321106028618344,True
212,True,53,XTModel,1,5,37,52,0.7321106028618344,True
213,True,53,XTModel,1,5,38,52,0.7321106028618344,True
214,True,53,XTModel,1,5,39,52,0.736277269528501,True
215,True,53,XTModel,1,5,40,52,0.736277269528501,True
216,True,53,XTModel,1,5,41,52,0.736277269528501,True
217,True,53,XTModel,1,5,42,52,0.736277269528501,True
218,True,53,XTModel,1,5,43,52,0.736277269528501,True
219,True,53,XTModel,1,5,44,52,0.7405876143560872,True
220,True,53,XTModel,1,5,45,52,0.7447542810227539,True
221,True,53,XTModel,1,5,46,52,0.7405876143560872,True
222,True,53,XTModel,1,5,47,52,0.7405876143560872,True
223,True,53,XTModel,1,5,48,52,0.7405876143560872,True
224,True,53,XTModel,1,5,49,52,0.7405876143560872,True
225,True,53,RFModel,1,5,25,52,0.7337868480725624,True
226,True,53,RFModel,1,5,26,52,0.74700523887716,True
227,True,53,RFModel,1,5,27,52,0.7421201814058958,True
228,True,53,RFModel,1,5,28,52,0.7342178825553209,True
229,True,53,RFModel,1,5,29,52,0.7296201814058957,True
230,True,53,RFModel,1,5,30,52,0.7255971929001486,True
231,True,53,RFModel,1,5,31,52,0.7253098365783095,True
232,True,53,RFModel,1,5,32,52,0.7255971929001486,True
233,True,53,RFModel,1,5,33,52,0.7296201814058957,True
234,True,53,RFModel,1,5,34,52,0.7339305262334819,True
235,True,53,RFModel,1,5,35,52,0.7253098365783095,True
236,True,53,RFModel,1,5,36,52,0.725453514739229,True
237,True,53,RFModel,1,5,37,52,0.7296201814058957,True
238,True,53,RFModel,1,5,38,52,0.725453514739229,True
239,True,53,RFModel,1,5,39,52,0.7296201814058957,True
240,True,53,RFModel,1,5,40,52,0.7296201814058957,True
241,True,53,RFModel,1,5,41,52,0.7337868480725624,True
242,True,53,RFModel,1,5,42,52,0.7337868480725624,True
243,True,53,RFModel,1,5,43,52,0.7337868480725624,True
244,True,53,RFModel,1,5,44,52,0.7339305262334819,True
245,True,53,RFModel,1,5,45,52,0.7380971929001485,True
246,True,53,RFModel,1,5,46,52,0.7297638595668152,True
247,True,53,RFModel,1,5,47,52,0.7296201814058957,True
248,True,53,RFModel,1,5,48,52,0.725453514739229,True
249,True,53,RFModel,1,5,49,52,0.7296201814058957,True
250,True,53,TabularNeuralNetModel,1,5,25,52,0.7349841660802252,True
251,True,53,TabularNeuralNetModel,1,5,26,52,0.7356263194933146,True
252,True,53,TabularNeuralNetModel,1,5,27,52,0.7384265775275628,True
253,True,53,TabularNeuralNetModel,1,5,28,52,0.717736922355149,True
254,True,53,TabularNeuralNetModel,1,5,29,52,0.7425932441942295,True
255,True,53,TabularNeuralNetModel,1,5,30,52,0.7283661740558293,True
256,True,53,TabularNeuralNetModel,1,5,31,52,0.746185198217218,True
257,True,53,TabularNeuralNetModel,1,5,32,52,0.7254955430448041,True
258,True,53,TabularNeuralNetModel,1,5,33,52,0.7372038470560638,True
259,True,53,TabularNeuralNetModel,1,5,34,52,0.7206808585503167,True
260,True,53,TabularNeuralNetModel,1,5,35,52,0.7330371803893971,True
261,True,53,TabularNeuralNetModel,1,5,36,52,0.7228330987567442,True
262,True,53,TabularNeuralNetModel,1,5,37,52,0.7362684729064041,True
263,True,53,TabularNeuralNetModel,1,5,38,52,0.7072454844006568,True
264,True,53,TabularNeuralNetModel,1,5,39,52,0.7322454844006568,True
265,True,53,TabularNeuralNetModel,1,5,40,52,0.7157224958949098,True
266,True,53,TabularNeuralNetModel,1,5,41,52,0.7322454844006568,True
267,True,53,TabularNeuralNetModel,1,5,42,52,0.7197454844006569,True
268,True,53,TabularNeuralNetModel,1,5,43,52,0.7392182735163031,True
269,True,53,TabularNeuralNetModel,1,5,44,52,0.72901419188365,True
270,True,53,TabularNeuralNetModel,1,5,45,52,0.733972554539057,True
271,True,53,TabularNeuralNetModel,1,5,46,52,0.721472554539057,True
272,True,53,TabularNeuralNetModel,1,5,47,52,0.733972554539057,True
273,True,53,TabularNeuralNetModel,1,5,48,52,0.7248475252169834,True
274,True,53,TabularNeuralNetModel,1,5,49,52,0.72901419188365,True
275,True,53,LinearModel,1,5,25,52,0.7961685823754789,True
276,True,53,LinearModel,1,5,26,52,0.7753352490421456,True
277,True,53,LinearModel,1,5,27,52,0.7832375478927203,True
278,True,53,LinearModel,1,5,28,52,0.7708812260536398,True
279,True,53,LinearModel,1,5,29,52,0.7830938697318008,True
280,True,53,LinearModel,1,5,30,52,0.774904214559387,True
281,True,53,LinearModel,1,5,31,52,0.7832375478927203,True
282,True,53,LinearModel,1,5,32,52,0.7790708812260536,True
283,True,53,LinearModel,1,5,33,52,0.7830938697318008,True
284,True,53,LinearModel,1,5,34,52,0.7833812260536399,True
285,True,53,LinearModel,1,5,35,52,0.7830938697318008,True
286,True,53,LinearModel,1,5,36,52,0.7747605363984675,True
287,True,53,LinearModel,1,5,37,52,0.7829501915708812,True
288,True,53,LinearModel,1,5,38,52,0.7789272030651342,True
289,True,53,LinearModel,1,5,39,52,0.7789272030651342,True
290,True,53,LinearModel,1,5,40,52,0.7789272030651342,True
291,True,53,LinearModel,1,5,41,52,0.7830938697318008,True
292,True,53,LinearModel,1,5,42,52,0.7705938697318008,True
293,True,53,LinearModel,1,5,43,52,0.7789272030651342,True
294,True,53,LinearModel,1,5,44,52,0.7789272030651342,True
295,True,53,LinearModel,1,5,45,52,0.7789272030651342,True
296,True,53,LinearModel,1,5,46,52,0.7747605363984675,True
297,True,53,LinearModel,1,5,47,52,0.7789272030651342,True
298,True,53,LinearModel,1,5,48,52,0.7789272030651342,True
299,True,53,LinearModel,1,5,49,52,0.7789272030651342,True
300,True,53,LGBModel,1,5,25,52,0.760727969348659,True
301,True,53,LGBModel,1,5,26,52,0.7754789272030651,True
302,True,53,LGBModel,1,5,27,52,0.7701628352490422,True
303,True,53,LGBModel,1,5,28,52,0.7582375478927204,True
304,True,53,LGBModel,1,5,29,52,0.7476532567049808,True
305,True,53,LGBModel,1,5,30,52,0.7480842911877394,True
306,True,53,LGBModel,1,5,31,52,0.7562739463601532,True
307,True,53,LGBModel,1,5,32,52,0.7521072796934866,True
308,True,53,LGBModel,1,5,33,52,0.7562739463601532,True
309,True,53,LGBModel,1,5,34,52,0.7564176245210728,True
310,True,53,LGBModel,1,5,35,52,0.7476532567049808,True
311,True,53,LGBModel,1,5,36,52,0.7522509578544061,True
312,True,53,LGBModel,1,5,37,52,0.7562739463601532,True
313,True,53,LGBModel,1,5,38,52,0.7565613026819924,True
314,True,53,LGBModel,1,5,39,52,0.7605842911877394,True
315,True,53,LGBModel,1,5,40,52,0.7610153256704981,True
316,True,53,LGBModel,1,5,41,52,0.7648946360153257,True
317,True,53,LGBModel,1,5,42,52,0.7608716475095786,True
318,True,53,LGBModel,1,5,43,52,0.7648946360153257,True
319,True,53,LGBModel,1,5,44,52,0.7610153256704981,True
320,True,53,LGBModel,1,5,45,52,0.7650383141762452,True
321,True,53,LGBModel,1,5,46,52,0.7650383141762452,True
322,True,53,LGBModel,1,5,47,52,0.7648946360153257,True
323,True,53,LGBModel,1,5,48,52,0.760727969348659,True
324,True,53,LGBModel,1,5,49,52,0.7648946360153257,True
325,True,53,CatBoostModel,1,5,25,52,0.7818711392603017,True
326,True,53,CatBoostModel,1,5,26,52,0.7912102197200719,True
327,True,53,CatBoostModel,1,5,27,52,0.7779918289154744,True
328,True,53,CatBoostModel,1,5,28,52,0.7868998748924858,True
329,True,53,CatBoostModel,1,5,29,52,0.7864688404097271,True
330,True,53,CatBoostModel,1,5,30,52,0.7866125185706467,True
331,True,53,CatBoostModel,1,5,31,52,0.7906355070763937,True
332,True,53,CatBoostModel,1,5,32,52,0.7906355070763937,True
333,True,53,CatBoostModel,1,5,33,52,0.7863251622488077,True
334,True,53,CatBoostModel,1,5,34,52,0.7906355070763937,True
335,True,53,CatBoostModel,1,5,35,52,0.7906355070763937,True
336,True,53,CatBoostModel,1,5,36,52,0.7906355070763937,True
337,True,53,CatBoostModel,1,5,37,52,0.7863251622488077,True
338,True,53,CatBoostModel,1,5,38,52,0.7906355070763937,True
339,True,53,CatBoostModel,1,5,39,52,0.7906355070763937,True
340,True,53,CatBoostModel,1,5,40,52,0.79494585190398,True
341,True,53,CatBoostModel,1,5,41,52,0.7906355070763937,True
342,True,53,CatBoostModel,1,5,42,52,0.7906355070763937,True
343,True,53,CatBoostModel,1,5,43,52,0.7863251622488077,True
344,True,53,CatBoostModel,1,5,44,52,0.7906355070763937,True
345,True,53,CatBoostModel,1,5,45,52,0.7906355070763937,True
346,True,53,CatBoostModel,1,5,46,52,0.7906355070763937,True
347,True,53,CatBoostModel,1,5,47,52,0.7906355070763937,True
348,True,53,CatBoostModel,1,5,48,52,0.7906355070763937,True
349,True,53,CatBoostModel,1,5,49,52,0.7906355070763937,True
350,True,53,XGBoostModel,2,5,50,52,0.7581163499882713,True
351,True,53,XGBoostModel,2,5,51,52,0.7630014074595355,True
352,True,53,XGBoostModel,2,5,52,52,0.7405876143560872,True
353,True,53,XGBoostModel,2,5,53,52,0.7329726718273517,True
354,True,53,XGBoostModel,2,5,54,52,0.7365646258503402,True
355,True,53,XGBoostModel,2,5,55,52,0.7410186488388459,True
356,True,53,XGBoostModel,2,5,56,52,0.7194669247009149,True
357,True,53,XGBoostModel,2,5,57,52,0.7323979591836736,True
358,True,53,XGBoostModel,2,5,58,52,0.7279439361951677,True
359,True,53,XGBoostModel,2,5,59,52,0.7282312925170068,True
360,True,53,XGBoostModel,2,5,60,52,0.7280876143560873,True
361,True,53,XGBoostModel,2,5,61,52,0.7239209476894206,True
362,True,53,XGBoostModel,2,5,62,52,0.7153002580342482,True
363,True,53,XGBoostModel,2,5,63,52,0.7154439361951677,True
364,True,53,XGBoostModel,2,5,64,52,0.7236335913675815,True
365,True,53,XGBoostModel,2,5,65,52,0.7236335913675815,True
366,True,53,XGBoostModel,2,5,66,52,0.7236335913675815,True
367,True,53,XGBoostModel,2,5,67,52,0.7237772695285011,True
368,True,53,XGBoostModel,2,5,68,52,0.7237772695285011,True
369,True,53,XGBoostModel,2,5,69,52,0.7196106028618343,True
370,True,53,XGBoostModel,2,5,70,52,0.7237772695285011,True
371,True,53,XGBoostModel,2,5,71,52,0.719754281022754,True
372,True,53,XGBoostModel,2,5,72,52,0.7196106028618343,True
373,True,53,XGBoostModel,2,5,73,52,0.7154439361951677,True
374,True,53,XGBoostModel,2,5,74,52,0.7153002580342482,True
375,True,53,XTModel,2,5,50,52,0.7447542810227539,True
376,True,53,XTModel,2,5,51,52,0.7622830166549379,True
377,True,53,XTModel,2,5,52,52,0.7535186488388459,True
378,True,53,XTModel,2,5,53,52,0.7535186488388459,True
379,True,53,XTModel,2,5,54,52,0.7492083040112596,True
380,True,53,XTModel,2,5,55,52,0.7535186488388459,True
381,True,53,XTModel,2,5,56,52,0.7448979591836735,True
382,True,53,XTModel,2,5,57,52,0.7492083040112596,True
383,True,53,XTModel,2,5,58,52,0.7448979591836735,True
384,True,53,XTModel,2,5,59,52,0.7492083040112596,True
385,True,53,XTModel,2,5,60,52,0.7448979591836735,True
386,True,53,XTModel,2,5,61,52,0.7448979591836735,True
387,True,53,XTModel,2,5,62,52,0.7448979591836735,True
388,True,53,XTModel,2,5,63,52,0.7492083040112596,True
389,True,53,XTModel,2,5,64,52,0.7492083040112596,True
390,True,53,XTModel,2,5,65,52,0.7492083040112596,True
391,True,53,XTModel,2,5,66,52,0.7492083040112596,True
392,True,53,XTModel,2,5,67,52,0.7492083040112596,True
393,True,53,XTModel,2,5,68,52,0.7492083040112596,True
394,True,53,XTModel,2,5,69,52,0.7492083040112596,True
395,True,53,XTModel,2,5,70,52,0.7492083040112596,True
396,True,53,XTModel,2,5,71,52,0.7492083040112596,True
397,True,53,XTModel,2,5,72,52,0.7492083040112596,True
398,True,53,XTModel,2,5,73,52,0.7492083040112596,True
399,True,53,XTModel,2,5,74,52,0.7492083040112596,True
400,True,53,RFModel,2,5,50,52,0.7380971929001485,True
401,True,53,RFModel,2,5,51,52,0.7596489170380796,True
402,True,53,RFModel,2,5,52,52,0.7293328250840566,True
403,True,53,RFModel,2,5,53,52,0.7380971929001485,True
404,True,53,RFModel,2,5,54,52,0.7122351239346314,True
405,True,53,RFModel,2,5,55,52,0.7209994917507232,True
406,True,53,RFModel,2,5,56,52,0.7122351239346314,True
407,True,53,RFModel,2,5,57,52,0.7208558135898038,True
408,True,53,RFModel,2,5,58,52,0.7208558135898038,True
409,True,53,RFModel,2,5,59,52,0.7166891469231371,True
410,True,53,RFModel,2,5,60,52,0.7037581124403784,True
411,True,53,RFModel,2,5,61,52,0.7166891469231371,True
412,True,53,RFModel,2,5,62,52,0.7123788020955508,True
413,True,53,RFModel,2,5,63,52,0.7125224802564705,True
414,True,53,RFModel,2,5,64,52,0.7208558135898038,True
415,True,53,RFModel,2,5,65,52,0.7208558135898038,True
416,True,53,RFModel,2,5,66,52,0.7122351239346314,True
417,True,53,RFModel,2,5,67,52,0.7166891469231371,True
418,True,53,RFModel,2,5,68,52,0.7166891469231371,True
419,True,53,RFModel,2,5,69,52,0.7125224802564705,True
420,True,53,RFModel,2,5,70,52,0.7166891469231371,True
421,True,53,RFModel,2,5,71,52,0.7166891469231371,True
422,True,53,RFModel,2,5,72,52,0.7208558135898038,True
423,True,53,RFModel,2,5,73,52,0.7125224802564705,True
424,True,53,RFModel,2,5,74,52,0.7208558135898038,True
425,True,53,TabularNeuralNetModel,2,5,50,52,0.7792536554851826,True
426,True,53,TabularNeuralNetModel,2,5,51,52,0.759138712956447,True
427,True,53,TabularNeuralNetModel,2,5,52,52,0.7485544217687075,True
428,True,53,TabularNeuralNetModel,2,5,53,52,0.7282958010790523,True
429,True,53,TabularNeuralNetModel,2,5,54,52,0.7653647665962936,True
430,True,53,TabularNeuralNetModel,2,5,55,52,0.7573187895847994,True
431,True,53,TabularNeuralNetModel,2,5,56,52,0.7525774102744546,True
432,True,53,TabularNeuralNetModel,2,5,57,52,0.7525774102744546,True
433,True,53,TabularNeuralNetModel,2,5,58,52,0.752146375791696,True
434,True,53,TabularNeuralNetModel,2,5,59,52,0.7609107436077879,True
