,single_model,dataset_name,model,level,repeat,iteration,seed,performance,use_train_data
52,True,3,RFModel,0,5,2,44,0.9922680412371134,True
53,True,3,RFModel,0,5,3,44,0.9922680412371134,True
54,True,3,RFModel,0,5,4,44,0.9922680412371134,True
55,True,3,RFModel,0,5,5,44,0.9922680412371134,True
56,True,3,RFModel,0,5,6,44,0.9922680412371134,True
57,True,3,RFModel,0,5,7,44,0.9922680412371134,True
58,True,3,RFModel,0,5,8,44,0.9922680412371134,True
59,True,3,RFModel,0,5,9,44,0.9922680412371134,True
60,True,3,RFModel,0,5,10,44,0.9922680412371134,True
61,True,3,RFModel,0,5,11,44,0.9922680412371134,True
62,True,3,RFModel,0,5,12,44,0.9922680412371134,True
63,True,3,RFModel,0,5,13,44,0.9922680412371134,True
64,True,3,RFModel,0,5,14,44,0.9922680412371134,True
65,True,3,RFModel,0,5,15,44,0.9922680412371134,True
66,True,3,RFModel,0,5,16,44,0.9922680412371134,True
67,True,3,RFModel,0,5,17,44,0.9922680412371134,True
68,True,3,RFModel,0,5,18,44,0.9922680412371134,True
69,True,3,RFModel,0,5,19,44,0.9922680412371134,True
70,True,3,RFModel,0,5,20,44,0.9922680412371134,True
71,True,3,RFModel,0,5,21,44,0.9922680412371134,True
72,True,3,RFModel,0,5,22,44,0.9922680412371134,True
73,True,3,RFModel,0,5,23,44,0.9922680412371134,True
74,True,3,RFModel,0,5,24,44,0.9922680412371134,True
75,True,3,TabularNeuralNetModel,0,5,0,44,0.9912678405698949,True
76,True,3,TabularNeuralNetModel,0,5,1,44,0.9938451601575238,True
77,True,3,TabularNeuralNetModel,0,5,2,44,0.991195725788246,True
78,True,3,TabularNeuralNetModel,0,5,3,44,0.9924843855820604,True
79,True,3,TabularNeuralNetModel,0,5,4,44,0.9924843855820604,True
80,True,3,TabularNeuralNetModel,0,5,5,44,0.9924843855820604,True
81,True,3,TabularNeuralNetModel,0,5,6,44,0.9937009305942258,True
82,True,3,TabularNeuralNetModel,0,5,7,44,0.9937009305942258,True
83,True,3,TabularNeuralNetModel,0,5,8,44,0.9937009305942258,True
84,True,3,TabularNeuralNetModel,0,5,9,44,0.9937009305942258,True
85,True,3,TabularNeuralNetModel,0,5,10,44,0.9937009305942258,True
86,True,3,TabularNeuralNetModel,0,5,11,44,0.9937009305942258,True
87,True,3,TabularNeuralNetModel,0,5,12,44,0.9937009305942258,True
88,True,3,TabularNeuralNetModel,0,5,13,44,0.9949895903880402,True
89,True,3,TabularNeuralNetModel,0,5,14,44,0.9937009305942258,True
90,True,3,TabularNeuralNetModel,0,5,15,44,0.9937009305942258,True
91,True,3,TabularNeuralNetModel,0,5,16,44,0.9937009305942258,True
92,True,3,TabularNeuralNetModel,0,5,17,44,0.9949895903880402,True
93,True,3,TabularNeuralNetModel,0,5,18,44,0.9937009305942258,True
94,True,3,TabularNeuralNetModel,0,5,19,44,0.9937009305942258,True
95,True,3,TabularNeuralNetModel,0,5,20,44,0.9937009305942258,True
96,True,3,TabularNeuralNetModel,0,5,21,44,0.9937009305942258,True
97,True,3,TabularNeuralNetModel,0,5,22,44,0.9937009305942258,True
98,True,3,TabularNeuralNetModel,0,5,23,44,0.9937009305942258,True
99,True,3,TabularNeuralNetModel,0,5,24,44,0.9937009305942258,True
100,True,3,LinearModel,0,5,0,44,0.9626382722552487,True
101,True,3,LinearModel,0,5,1,44,0.9652155918428775,True
102,True,3,LinearModel,0,5,2,44,0.9639269320490631,True
103,True,3,LinearModel,0,5,3,44,0.9639269320490631,True
104,True,3,LinearModel,0,5,4,44,0.9639269320490631,True
105,True,3,LinearModel,0,5,5,44,0.963999046830712,True
106,True,3,LinearModel,0,5,6,44,0.9652155918428775,True
107,True,3,LinearModel,0,5,7,44,0.9652155918428775,True
108,True,3,LinearModel,0,5,8,44,0.9652155918428775,True
109,True,3,LinearModel,0,5,9,44,0.9652155918428775,True
110,True,3,LinearModel,0,5,10,44,0.9652155918428775,True
111,True,3,LinearModel,0,5,11,44,0.963999046830712,True
112,True,3,LinearModel,0,5,12,44,0.9652155918428775,True
113,True,3,LinearModel,0,5,13,44,0.963999046830712,True
114,True,3,LinearModel,0,5,14,44,0.9639269320490631,True
115,True,3,LinearModel,0,5,15,44,0.9627103870368976,True
116,True,3,LinearModel,0,5,16,44,0.9639269320490631,True
117,True,3,LinearModel,0,5,17,44,0.9639269320490631,True
118,True,3,LinearModel,0,5,18,44,0.9639269320490631,True
119,True,3,LinearModel,0,5,19,44,0.9627103870368976,True
120,True,3,LinearModel,0,5,20,44,0.9639269320490631,True
121,True,3,LinearModel,0,5,21,44,0.9627103870368976,True
122,True,3,LinearModel,0,5,22,44,0.9627103870368976,True
123,True,3,LinearModel,0,5,23,44,0.9627103870368976,True
124,True,3,LinearModel,0,5,24,44,0.9639269320490631,True
125,True,3,LGBModel,0,5,0,44,0.9900512955577294,True
126,True,3,LGBModel,0,5,1,44,0.9914120701331929,True
127,True,3,LGBModel,0,5,2,44,0.9937730453758749,True
128,True,3,LGBModel,0,5,3,44,0.9937730453758749,True
129,True,3,LGBModel,0,5,4,44,0.9949895903880402,True
130,True,3,LGBModel,0,5,5,44,0.9949895903880402,True
131,True,3,LGBModel,0,5,6,44,0.9949895903880402,True
132,True,3,LGBModel,0,5,7,44,0.9949895903880402,True
133,True,3,LGBModel,0,5,8,44,0.9924122708004114,True
134,True,3,LGBModel,0,5,9,44,0.9949895903880402,True
135,True,3,LGBModel,0,5,10,44,0.9924122708004114,True
136,True,3,LGBModel,0,5,11,44,0.9949895903880402,True
137,True,3,LGBModel,0,5,12,44,0.9937009305942258,True
138,True,3,LGBModel,0,5,13,44,0.9949895903880402,True
139,True,3,LGBModel,0,5,14,44,0.9937009305942258,True
140,True,3,LGBModel,0,5,15,44,0.9937009305942258,True
141,True,3,LGBModel,0,5,16,44,0.9937009305942258,True
142,True,3,LGBModel,0,5,17,44,0.9937009305942258,True
143,True,3,LGBModel,0,5,18,44,0.9924122708004114,True
144,True,3,LGBModel,0,5,19,44,0.9949895903880402,True
145,True,3,LGBModel,0,5,20,44,0.9949895903880402,True
146,True,3,LGBModel,0,5,21,44,0.9949895903880402,True
147,True,3,LGBModel,0,5,22,44,0.9937009305942258,True
148,True,3,LGBModel,0,5,23,44,0.9937009305942258,True
149,True,3,LGBModel,0,5,24,44,0.9924122708004114,True
150,True,3,CatBoostModel,0,5,0,44,0.9974947951940201,True
151,True,3,CatBoostModel,0,5,1,44,0.9975669099756691,True
152,True,3,CatBoostModel,0,5,2,44,0.9987834549878345,True
153,True,3,CatBoostModel,0,5,3,44,0.9987834549878345,True
154,True,3,CatBoostModel,0,5,4,44,0.9987834549878345,True
155,True,3,CatBoostModel,0,5,5,44,0.9987834549878345,True
156,True,3,CatBoostModel,0,5,6,44,0.9987834549878345,True
157,True,3,CatBoostModel,0,5,7,44,0.9987834549878345,True
158,True,3,CatBoostModel,0,5,8,44,0.9987834549878345,True
159,True,3,CatBoostModel,0,5,9,44,0.9987834549878345,True
160,True,3,CatBoostModel,0,5,10,44,0.9987834549878345,True
161,True,3,CatBoostModel,0,5,11,44,0.9987834549878345,True
162,True,3,CatBoostModel,0,5,12,44,0.9987834549878345,True
163,True,3,CatBoostModel,0,5,13,44,0.9987834549878345,True
164,True,3,CatBoostModel,0,5,14,44,0.9987834549878345,True
165,True,3,CatBoostModel,0,5,15,44,0.9975669099756691,True
166,True,3,CatBoostModel,0,5,16,44,0.9975669099756691,True
167,True,3,CatBoostModel,0,5,17,44,0.9975669099756691,True
168,True,3,CatBoostModel,0,5,18,44,0.9987834549878345,True
169,True,3,CatBoostModel,0,5,19,44,0.9987834549878345,True
170,True,3,CatBoostModel,0,5,20,44,0.9987834549878345,True
171,True,3,CatBoostModel,0,5,21,44,0.9987834549878345,True
172,True,3,CatBoostModel,0,5,22,44,0.9987834549878345,True
173,True,3,CatBoostModel,0,5,23,44,0.9975669099756691,True
174,True,3,CatBoostModel,0,5,24,44,0.9987834549878345,True
175,True,3,XGBoostModel,1,5,25,44,0.9901234103393785,True
176,True,3,XGBoostModel,1,5,26,44,0.9914120701331929,True
177,True,3,XGBoostModel,1,5,27,44,0.9937730453758749,True
178,True,3,XGBoostModel,1,5,28,44,0.9937730453758749,True
179,True,3,XGBoostModel,1,5,29,44,0.9924843855820604,True
180,True,3,XGBoostModel,1,5,30,44,0.9924843855820604,True
181,True,3,XGBoostModel,1,5,31,44,0.9924843855820604,True
182,True,3,XGBoostModel,1,5,32,44,0.9937730453758749,True
183,True,3,XGBoostModel,1,5,33,44,0.9937730453758749,True
184,True,3,XGBoostModel,1,5,34,44,0.9937730453758749,True
185,True,3,XGBoostModel,1,5,35,44,0.9937730453758749,True
186,True,3,XGBoostModel,1,5,36,44,0.9937730453758749,True
187,True,3,XGBoostModel,1,5,37,44,0.9937730453758749,True
188,True,3,XGBoostModel,1,5,38,44,0.9937730453758749,True
189,True,3,XGBoostModel,1,5,39,44,0.9937730453758749,True
190,True,3,XGBoostModel,1,5,40,44,0.9937730453758749,True
191,True,3,XGBoostModel,1,5,41,44,0.9937730453758749,True
192,True,3,XGBoostModel,1,5,42,44,0.9937730453758749,True
193,True,3,XGBoostModel,1,5,43,44,0.9937730453758749,True
194,True,3,XGBoostModel,1,5,44,44,0.9937730453758749,True
195,True,3,XGBoostModel,1,5,45,44,0.9937730453758749,True
196,True,3,XGBoostModel,1,5,46,44,0.9937730453758749,True
197,True,3,XGBoostModel,1,5,47,44,0.9937730453758749,True
198,True,3,XGBoostModel,1,5,48,44,0.9937730453758749,True
199,True,3,XGBoostModel,1,5,49,44,0.9937730453758749,True
200,True,3,XTModel,1,5,25,44,0.9922680412371134,True
201,True,3,XTModel,1,5,26,44,0.9910514962249479,True
202,True,3,XTModel,1,5,27,44,0.9922680412371134,True
203,True,3,XTModel,1,5,28,44,0.9922680412371134,True
204,True,3,XTModel,1,5,29,44,0.9922680412371134,True
205,True,3,XTModel,1,5,30,44,0.9922680412371134,True
206,True,3,XTModel,1,5,31,44,0.9922680412371134,True
207,True,3,XTModel,1,5,32,44,0.9922680412371134,True
208,True,3,XTModel,1,5,33,44,0.9922680412371134,True
209,True,3,XTModel,1,5,34,44,0.9922680412371134,True
210,True,3,XTModel,1,5,35,44,0.9922680412371134,True
211,True,3,XTModel,1,5,36,44,0.9922680412371134,True
212,True,3,XTModel,1,5,37,44,0.9922680412371134,True
213,True,3,XTModel,1,5,38,44,0.9922680412371134,True
214,True,3,XTModel,1,5,39,44,0.9922680412371134,True
215,True,3,XTModel,1,5,40,44,0.9922680412371134,True
216,True,3,XTModel,1,5,41,44,0.9922680412371134,True
217,True,3,XTModel,1,5,42,44,0.9922680412371134,True
218,True,3,XTModel,1,5,43,44,0.9922680412371134,True
219,True,3,XTModel,1,5,44,44,0.9922680412371134,True
220,True,3,XTModel,1,5,45,44,0.9922680412371134,True
221,True,3,XTModel,1,5,46,44,0.9922680412371134,True
222,True,3,XTModel,1,5,47,44,0.9922680412371134,True
223,True,3,XTModel,1,5,48,44,0.9922680412371134,True
224,True,3,XTModel,1,5,49,44,0.9922680412371134,True
225,True,3,RFModel,1,5,25,44,0.9922680412371134,True
226,True,3,RFModel,1,5,26,44,0.9922680412371134,True
227,True,3,RFModel,1,5,27,44,0.9922680412371134,True
228,True,3,RFModel,1,5,28,44,0.9922680412371134,True
229,True,3,RFModel,1,5,29,44,0.9922680412371134,True
230,True,3,RFModel,1,5,30,44,0.9922680412371134,True
231,True,3,RFModel,1,5,31,44,0.9922680412371134,True
232,True,3,RFModel,1,5,32,44,0.9922680412371134,True
233,True,3,RFModel,1,5,33,44,0.9922680412371134,True
234,True,3,RFModel,1,5,34,44,0.9922680412371134,True
235,True,3,RFModel,1,5,35,44,0.9922680412371134,True
236,True,3,RFModel,1,5,36,44,0.9922680412371134,True
237,True,3,RFModel,1,5,37,44,0.9922680412371134,True
238,True,3,RFModel,1,5,38,44,0.9922680412371134,True
239,True,3,RFModel,1,5,39,44,0.9922680412371134,True
240,True,3,RFModel,1,5,40,44,0.9922680412371134,True
241,True,3,RFModel,1,5,41,44,0.9922680412371134,True
242,True,3,RFModel,1,5,42,44,0.9922680412371134,True
243,True,3,RFModel,1,5,43,44,0.9922680412371134,True
244,True,3,RFModel,1,5,44,44,0.9922680412371134,True
245,True,3,RFModel,1,5,45,44,0.9922680412371134,True
246,True,3,RFModel,1,5,46,44,0.9922680412371134,True
247,True,3,RFModel,1,5,47,44,0.9922680412371134,True
248,True,3,RFModel,1,5,48,44,0.9922680412371134,True
249,True,3,RFModel,1,5,49,44,0.9922680412371134,True
250,True,3,TabularNeuralNetModel,1,5,25,44,0.9937009305942258,True
251,True,3,TabularNeuralNetModel,1,5,26,44,0.9937009305942258,True
252,True,3,TabularNeuralNetModel,1,5,27,44,0.9937009305942258,True
253,True,3,TabularNeuralNetModel,1,5,28,44,0.9937009305942258,True
254,True,3,TabularNeuralNetModel,1,5,29,44,0.9937009305942258,True
255,True,3,TabularNeuralNetModel,1,5,30,44,0.9937009305942258,True
256,True,3,TabularNeuralNetModel,1,5,31,44,0.9937009305942258,True
257,True,3,TabularNeuralNetModel,1,5,32,44,0.9937009305942258,True
258,True,3,TabularNeuralNetModel,1,5,33,44,0.9937009305942258,True
259,True,3,TabularNeuralNetModel,1,5,34,44,0.9937009305942258,True
260,True,3,TabularNeuralNetModel,1,5,35,44,0.9937009305942258,True
261,True,3,TabularNeuralNetModel,1,5,36,44,0.9937009305942258,True
262,True,3,TabularNeuralNetModel,1,5,37,44,0.9937009305942258,True
263,True,3,TabularNeuralNetModel,1,5,38,44,0.9937009305942258,True
264,True,3,TabularNeuralNetModel,1,5,39,44,0.9937009305942258,True
265,True,3,TabularNeuralNetModel,1,5,40,44,0.9937009305942258,True
266,True,3,TabularNeuralNetModel,1,5,41,44,0.9937009305942258,True
267,True,3,TabularNeuralNetModel,1,5,42,44,0.9937009305942258,True
268,True,3,TabularNeuralNetModel,1,5,43,44,0.9937009305942258,True
269,True,3,TabularNeuralNetModel,1,5,44,44,0.9937009305942258,True
270,True,3,TabularNeuralNetModel,1,5,45,44,0.9937009305942258,True
271,True,3,TabularNeuralNetModel,1,5,46,44,0.9937009305942258,True
272,True,3,TabularNeuralNetModel,1,5,47,44,0.9937009305942258,True
273,True,3,TabularNeuralNetModel,1,5,48,44,0.9937009305942258,True
274,True,3,TabularNeuralNetModel,1,5,49,44,0.9937009305942258,True
275,True,3,LinearModel,1,5,25,44,0.9639269320490631,True
276,True,3,LinearModel,1,5,26,44,0.9639269320490631,True
277,True,3,LinearModel,1,5,27,44,0.9639269320490631,True
278,True,3,LinearModel,1,5,28,44,0.9639269320490631,True
279,True,3,LinearModel,1,5,29,44,0.9639269320490631,True
280,True,3,LinearModel,1,5,30,44,0.9639269320490631,True
281,True,3,LinearModel,1,5,31,44,0.9639269320490631,True
282,True,3,LinearModel,1,5,32,44,0.9639269320490631,True
283,True,3,LinearModel,1,5,33,44,0.9639269320490631,True
284,True,3,LinearModel,1,5,34,44,0.9639269320490631,True
285,True,3,LinearModel,1,5,35,44,0.9639269320490631,True
286,True,3,LinearModel,1,5,36,44,0.9639269320490631,True
287,True,3,LinearModel,1,5,37,44,0.9639269320490631,True
288,True,3,LinearModel,1,5,38,44,0.9639269320490631,True
289,True,3,LinearModel,1,5,39,44,0.9639269320490631,True
290,True,3,LinearModel,1,5,40,44,0.9639269320490631,True
291,True,3,LinearModel,1,5,41,44,0.9639269320490631,True
292,True,3,LinearModel,1,5,42,44,0.9639269320490631,True
293,True,3,LinearModel,1,5,43,44,0.9639269320490631,True
294,True,3,LinearModel,1,5,44,44,0.9639269320490631,True
295,True,3,LinearModel,1,5,45,44,0.9639269320490631,True
296,True,3,LinearModel,1,5,46,44,0.9639269320490631,True
297,True,3,LinearModel,1,5,47,44,0.9639269320490631,True
298,True,3,LinearModel,1,5,48,44,0.9639269320490631,True
299,True,3,LinearModel,1,5,49,44,0.9639269320490631,True
300,True,3,LGBModel,1,5,25,44,0.9900512955577294,True
301,True,3,LGBModel,1,5,26,44,0.988834750545564,True
302,True,3,LGBModel,1,5,27,44,0.991195725788246,True
303,True,3,LGBModel,1,5,28,44,0.991195725788246,True
304,True,3,LGBModel,1,5,29,44,0.9936288158125768,True
305,True,3,LGBModel,1,5,30,44,0.9924122708004114,True
306,True,3,LGBModel,1,5,31,44,0.9936288158125768,True
307,True,3,LGBModel,1,5,32,44,0.9936288158125768,True
308,True,3,LGBModel,1,5,33,44,0.9936288158125768,True
309,True,3,LGBModel,1,5,34,44,0.9936288158125768,True
310,True,3,LGBModel,1,5,35,44,0.9936288158125768,True
311,True,3,LGBModel,1,5,36,44,0.9936288158125768,True
312,True,3,LGBModel,1,5,37,44,0.9936288158125768,True
313,True,3,LGBModel,1,5,38,44,0.9936288158125768,True
314,True,3,LGBModel,1,5,39,44,0.9936288158125768,True
315,True,3,LGBModel,1,5,40,44,0.9936288158125768,True
316,True,3,LGBModel,1,5,41,44,0.9936288158125768,True
317,True,3,LGBModel,1,5,42,44,0.9949174756063912,True
318,True,3,LGBModel,1,5,43,44,0.9936288158125768,True
319,True,3,LGBModel,1,5,44,44,0.9949174756063912,True
320,True,3,LGBModel,1,5,45,44,0.9949174756063912,True
321,True,3,LGBModel,1,5,46,44,0.9949174756063912,True
322,True,3,LGBModel,1,5,47,44,0.9936288158125768,True
323,True,3,LGBModel,1,5,48,44,0.9949174756063912,True
324,True,3,LGBModel,1,5,49,44,0.9936288158125768,True
325,True,3,CatBoostModel,1,5,25,44,0.9987834549878345,True
326,True,3,CatBoostModel,1,5,26,44,0.9987834549878345,True
327,True,3,CatBoostModel,1,5,27,44,0.9987834549878345,True
328,True,3,CatBoostModel,1,5,28,44,0.9987834549878345,True
329,True,3,CatBoostModel,1,5,29,44,0.9987834549878345,True
330,True,3,CatBoostModel,1,5,30,44,0.9987834549878345,True
331,True,3,CatBoostModel,1,5,31,44,0.9987834549878345,True
332,True,3,CatBoostModel,1,5,32,44,0.9987834549878345,True
333,True,3,CatBoostModel,1,5,33,44,0.9987834549878345,True
334,True,3,CatBoostModel,1,5,34,44,0.9987834549878345,True
335,True,3,CatBoostModel,1,5,35,44,0.9987834549878345,True
336,True,3,CatBoostModel,1,5,36,44,0.9987834549878345,True
337,True,3,CatBoostModel,1,5,37,44,0.9987834549878345,True
338,True,3,CatBoostModel,1,5,38,44,0.9987834549878345,True
339,True,3,CatBoostModel,1,5,39,44,0.9987834549878345,True
340,True,3,CatBoostModel,1,5,40,44,0.9987834549878345,True
341,True,3,CatBoostModel,1,5,41,44,0.9987834549878345,True
342,True,3,CatBoostModel,1,5,42,44,0.9987834549878345,True
343,True,3,CatBoostModel,1,5,43,44,0.9987834549878345,True
344,True,3,CatBoostModel,1,5,44,44,0.9987834549878345,True
345,True,3,CatBoostModel,1,5,45,44,0.9987834549878345,True
346,True,3,CatBoostModel,1,5,46,44,0.9987834549878345,True
347,True,3,CatBoostModel,1,5,47,44,0.9987834549878345,True
348,True,3,CatBoostModel,1,5,48,44,0.9987834549878345,True
349,True,3,CatBoostModel,1,5,49,44,0.9987834549878345,True
350,True,3,XGBoostModel,2,5,50,44,0.9901234103393785,True
351,True,3,XGBoostModel,2,5,51,44,0.9914120701331929,True
352,True,3,XGBoostModel,2,5,52,44,0.9937730453758749,True
353,True,3,XGBoostModel,2,5,53,44,0.9937730453758749,True
354,True,3,XGBoostModel,2,5,54,44,0.9924843855820604,True
355,True,3,XGBoostModel,2,5,55,44,0.9924843855820604,True
356,True,3,XGBoostModel,2,5,56,44,0.9924843855820604,True
357,True,3,XGBoostModel,2,5,57,44,0.9937730453758749,True
358,True,3,XGBoostModel,2,5,58,44,0.9937730453758749,True
359,True,3,XGBoostModel,2,5,59,44,0.9937730453758749,True
360,True,3,XGBoostModel,2,5,60,44,0.9937730453758749,True
361,True,3,XGBoostModel,2,5,61,44,0.9937730453758749,True
362,True,3,XGBoostModel,2,5,62,44,0.9937730453758749,True
363,True,3,XGBoostModel,2,5,63,44,0.9937730453758749,True
364,True,3,XGBoostModel,2,5,64,44,0.9937730453758749,True
365,True,3,XGBoostModel,2,5,65,44,0.9937730453758749,True
366,True,3,XGBoostModel,2,5,66,44,0.9937730453758749,True
367,True,3,XGBoostModel,2,5,67,44,0.9937730453758749,True
368,True,3,XGBoostModel,2,5,68,44,0.9937730453758749,True
369,True,3,XGBoostModel,2,5,69,44,0.9937730453758749,True
370,True,3,XGBoostModel,2,5,70,44,0.9937730453758749,True
371,True,3,XGBoostModel,2,5,71,44,0.9937730453758749,True
372,True,3,XGBoostModel,2,5,72,44,0.9937730453758749,True
373,True,3,XGBoostModel,2,5,73,44,0.9937730453758749,True
374,True,3,XGBoostModel,2,5,74,44,0.9937730453758749,True
375,True,3,XTModel,2,5,50,44,0.9922680412371134,True
376,True,3,XTModel,2,5,51,44,0.9910514962249479,True
377,True,3,XTModel,2,5,52,44,0.9922680412371134,True
378,True,3,XTModel,2,5,53,44,0.9922680412371134,True
379,True,3,XTModel,2,5,54,44,0.9922680412371134,True
380,True,3,XTModel,2,5,55,44,0.9922680412371134,True
381,True,3,XTModel,2,5,56,44,0.9922680412371134,True
382,True,3,XTModel,2,5,57,44,0.9922680412371134,True
383,True,3,XTModel,2,5,58,44,0.9922680412371134,True
384,True,3,XTModel,2,5,59,44,0.9922680412371134,True
385,True,3,XTModel,2,5,60,44,0.9922680412371134,True
386,True,3,XTModel,2,5,61,44,0.9922680412371134,True
387,True,3,XTModel,2,5,62,44,0.9922680412371134,True
388,True,3,XTModel,2,5,63,44,0.9922680412371134,True
389,True,3,XTModel,2,5,64,44,0.9922680412371134,True
390,True,3,XTModel,2,5,65,44,0.9922680412371134,True
391,True,3,XTModel,2,5,66,44,0.9922680412371134,True
392,True,3,XTModel,2,5,67,44,0.9922680412371134,True
393,True,3,XTModel,2,5,68,44,0.9922680412371134,True
394,True,3,XTModel,2,5,69,44,0.9922680412371134,True
395,True,3,XTModel,2,5,70,44,0.9922680412371134,True
396,True,3,XTModel,2,5,71,44,0.9922680412371134,True
397,True,3,XTModel,2,5,72,44,0.9922680412371134,True
398,True,3,XTModel,2,5,73,44,0.9922680412371134,True
399,True,3,XTModel,2,5,74,44,0.9922680412371134,True
400,True,3,RFModel,2,5,50,44,0.9922680412371134,True
401,True,3,RFModel,2,5,51,44,0.9922680412371134,True
402,True,3,RFModel,2,5,52,44,0.9922680412371134,True
403,True,3,RFModel,2,5,53,44,0.9922680412371134,True
404,True,3,RFModel,2,5,54,44,0.9922680412371134,True
405,True,3,RFModel,2,5,55,44,0.9922680412371134,True
406,True,3,RFModel,2,5,56,44,0.9922680412371134,True
407,True,3,RFModel,2,5,57,44,0.9922680412371134,True
408,True,3,RFModel,2,5,58,44,0.9922680412371134,True
409,True,3,RFModel,2,5,59,44,0.9922680412371134,True
410,True,3,RFModel,2,5,60,44,0.9922680412371134,True
411,True,3,RFModel,2,5,61,44,0.9922680412371134,True
412,True,3,RFModel,2,5,62,44,0.9922680412371134,True
413,True,3,RFModel,2,5,63,44,0.9922680412371134,True
414,True,3,RFModel,2,5,64,44,0.9922680412371134,True
415,True,3,RFModel,2,5,65,44,0.9922680412371134,True
416,True,3,RFModel,2,5,66,44,0.9922680412371134,True
417,True,3,RFModel,2,5,67,44,0.9922680412371134,True
418,True,3,RFModel,2,5,68,44,0.9922680412371134,True
419,True,3,RFModel,2,5,69,44,0.9922680412371134,True
420,True,3,RFModel,2,5,70,44,0.9922680412371134,True
421,True,3,RFModel,2,5,71,44,0.9922680412371134,True
422,True,3,RFModel,2,5,72,44,0.9922680412371134,True
423,True,3,RFModel,2,5,73,44,0.9922680412371134,True
424,True,3,RFModel,2,5,74,44,0.9922680412371134,True
425,True,3,TabularNeuralNetModel,2,5,50,44,0.9937009305942258,True
426,True,3,TabularNeuralNetModel,2,5,51,44,0.9937009305942258,True
427,True,3,TabularNeuralNetModel,2,5,52,44,0.9937009305942258,True
428,True,3,TabularNeuralNetModel,2,5,53,44,0.9937009305942258,True
429,True,3,TabularNeuralNetModel,2,5,54,44,0.9937009305942258,True
430,True,3,TabularNeuralNetModel,2,5,55,44,0.9937009305942258,True
431,True,3,TabularNeuralNetModel,2,5,56,44,0.9937009305942258,True
432,True,3,TabularNeuralNetModel,2,5,57,44,0.9937009305942258,True
433,True,3,TabularNeuralNetModel,2,5,58,44,0.9937009305942258,True
