,single_model,dataset_name,model,level,repeat,iteration,seed,performance,use_train_data
0,True,9981,XGBoostModel,0,5,0,27,0.906936147731476,True
1,True,9981,XGBoostModel,0,5,1,27,0.911424379805915,True
2,True,9981,XGBoostModel,0,5,2,27,0.9051692102442936,True
3,True,9981,XGBoostModel,0,5,3,27,0.9086414324665159,True
4,True,9981,XGBoostModel,0,5,4,27,0.904810014841995,True
5,True,9981,XGBoostModel,0,5,5,27,0.9086414324665159,True
6,True,9981,XGBoostModel,0,5,6,27,0.9084490322741158,True
7,True,9981,XGBoostModel,0,5,7,27,0.9050820289071123,True
8,True,9981,XGBoostModel,0,5,8,27,0.9084490322741158,True
9,True,9981,XGBoostModel,0,5,9,27,0.9052744290995126,True
10,True,9981,XGBoostModel,0,5,10,27,0.9086414324665159,True
11,True,9981,XGBoostModel,0,5,11,27,0.9086414324665159,True
12,True,9981,XGBoostModel,0,5,12,27,0.911816035641119,True
13,True,9981,XGBoostModel,0,5,13,27,0.911816035641119,True
14,True,9981,XGBoostModel,0,5,14,27,0.9086414324665159,True
15,True,9981,XGBoostModel,0,5,15,27,0.9121136546887381,True
16,True,9981,XGBoostModel,0,5,16,27,0.9086414324665159,True
17,True,9981,XGBoostModel,0,5,17,27,0.9086414324665159,True
18,True,9981,XGBoostModel,0,5,18,27,0.911816035641119,True
19,True,9981,XGBoostModel,0,5,19,27,0.9154002650318002,True
20,True,9981,XGBoostModel,0,5,20,27,0.911816035641119,True
21,True,9981,XGBoostModel,0,5,21,27,0.9075425313676148,True
22,True,9981,XGBoostModel,0,5,22,27,0.9043679281930116,True
23,True,9981,XGBoostModel,0,5,23,27,0.9043679281930116,True
24,True,9981,XGBoostModel,0,5,24,27,0.9075425313676148,True
25,True,9981,XTModel,0,5,0,27,0.9231723085240883,True
26,True,9981,XTModel,0,5,1,27,0.9156611335560169,True
27,True,9981,XTModel,0,5,2,27,0.9287443466392299,True
28,True,9981,XTModel,0,5,3,27,0.9238629675643024,True
29,True,9981,XTModel,0,5,4,27,0.9238629675643024,True
30,True,9981,XTModel,0,5,5,27,0.9245197820142204,True
31,True,9981,XTModel,0,5,6,27,0.9185719622732971,True
32,True,9981,XTModel,0,5,7,27,0.9185719622732971,True
33,True,9981,XTModel,0,5,8,27,0.9185719622732971,True
34,True,9981,XTModel,0,5,9,27,0.9185719622732971,True
35,True,9981,XTModel,0,5,10,27,0.9185719622732971,True
36,True,9981,XTModel,0,5,11,27,0.9185719622732971,True
37,True,9981,XTModel,0,5,12,27,0.9185719622732971,True
38,True,9981,XTModel,0,5,13,27,0.9185719622732971,True
39,True,9981,XTModel,0,5,14,27,0.911515510660394,True
40,True,9981,XTModel,0,5,15,27,0.9185719622732971,True
41,True,9981,XTModel,0,5,16,27,0.9185719622732971,True
42,True,9981,XTModel,0,5,17,27,0.9217465654479002,True
43,True,9981,XTModel,0,5,18,27,0.918274343225678,True
44,True,9981,XTModel,0,5,19,27,0.918274343225678,True
45,True,9981,XTModel,0,5,20,27,0.918274343225678,True
46,True,9981,XTModel,0,5,21,27,0.918274343225678,True
47,True,9981,XTModel,0,5,22,27,0.9146901138349972,True
48,True,9981,XTModel,0,5,23,27,0.911515510660394,True
49,True,9981,XTModel,0,5,24,27,0.911515510660394,True
50,True,9981,RFModel,0,5,0,27,0.926724923770252,True
51,True,9981,RFModel,0,5,1,27,0.9031468814422097,True
52,True,9981,RFModel,0,5,2,27,0.9090932498885782,True
53,True,9981,RFModel,0,5,3,27,0.9093104759122558,True
54,True,9981,RFModel,0,5,4,27,0.9040194706212503,True
55,True,9981,RFModel,0,5,5,27,0.8975582571035853,True
56,True,9981,RFModel,0,5,6,27,0.9008448674466472,True
57,True,9981,RFModel,0,5,7,27,0.9008448674466472,True
58,True,9981,RFModel,0,5,8,27,0.9040194706212503,True
59,True,9981,RFModel,0,5,9,27,0.9040194706212503,True
60,True,9981,RFModel,0,5,10,27,0.9040194706212503,True
61,True,9981,RFModel,0,5,11,27,0.9093104759122558,True
62,True,9981,RFModel,0,5,12,27,0.9057262465215747,True
63,True,9981,RFModel,0,5,13,27,0.9057262465215747,True
64,True,9981,RFModel,0,5,14,27,0.8951442359395639,True
65,True,9981,RFModel,0,5,15,27,0.8987284653302451,True
66,True,9981,RFModel,0,5,16,27,0.8951442359395639,True
67,True,9981,RFModel,0,5,17,27,0.8951442359395639,True
68,True,9981,RFModel,0,5,18,27,0.891560006548883,True
69,True,9981,RFModel,0,5,19,27,0.8951442359395639,True
70,True,9981,RFModel,0,5,20,27,0.8951442359395639,True
71,True,9981,RFModel,0,5,21,27,0.8951442359395639,True
72,True,9981,RFModel,0,5,22,27,0.8951442359395639,True
73,True,9981,RFModel,0,5,23,27,0.8951442359395639,True
74,True,9981,RFModel,0,5,24,27,0.8951442359395639,True
75,True,9981,TabularNeuralNetModel,0,5,0,27,0.8262013071384595,True
76,True,9981,TabularNeuralNetModel,0,5,1,27,0.7930822298453,True
77,True,9981,TabularNeuralNetModel,0,5,2,27,0.7929446176943397,True
78,True,9981,TabularNeuralNetModel,0,5,3,27,0.7918457165954386,True
79,True,9981,TabularNeuralNetModel,0,5,4,27,0.7849473457371121,True
80,True,9981,TabularNeuralNetModel,0,5,5,27,0.794061529044844,True
81,True,9981,TabularNeuralNetModel,0,5,6,27,0.7542955661629188,True
82,True,9981,TabularNeuralNetModel,0,5,7,27,0.7649406043941638,True
83,True,9981,TabularNeuralNetModel,0,5,8,27,0.7648858163527241,True
84,True,9981,TabularNeuralNetModel,0,5,9,27,0.7598419992955587,True
85,True,9981,TabularNeuralNetModel,0,5,10,27,0.7650864561529188,True
86,True,9981,TabularNeuralNetModel,0,5,11,27,0.7929791470322615,True
87,True,9981,TabularNeuralNetModel,0,5,12,27,0.7889005411739005,True
88,True,9981,TabularNeuralNetModel,0,5,13,27,0.7765613238777865,True
89,True,9981,TabularNeuralNetModel,0,5,14,27,0.77235024224735,True
90,True,9981,TabularNeuralNetModel,0,5,15,27,0.7787076882043512,True
91,True,9981,TabularNeuralNetModel,0,5,16,27,0.7680670072007669,True
92,True,9981,TabularNeuralNetModel,0,5,17,27,0.7716512365914479,True
93,True,9981,TabularNeuralNetModel,0,5,18,27,0.7610692260094373,True
94,True,9981,TabularNeuralNetModel,0,5,19,27,0.7607100306071385,True
95,True,9981,TabularNeuralNetModel,0,5,20,27,0.7738180695216291,True
96,True,9981,TabularNeuralNetModel,0,5,21,27,0.7748845101876247,True
97,True,9981,TabularNeuralNetModel,0,5,22,27,0.7718543746143857,True
98,True,9981,TabularNeuralNetModel,0,5,23,27,0.7718543746143857,True
99,True,9981,TabularNeuralNetModel,0,5,24,27,0.7704272473808069,True
100,True,9981,LinearModel,0,5,0,27,0.9288466629053391,True
101,True,9981,LinearModel,0,5,1,27,0.9264340930358728,True
102,True,9981,LinearModel,0,5,2,27,0.909203805762482,True
103,True,9981,LinearModel,0,5,3,27,0.909309024617701,True
104,True,9981,LinearModel,0,5,4,27,0.909309024617701,True
105,True,9981,LinearModel,0,5,5,27,0.9127812468399232,True
106,True,9981,LinearModel,0,5,6,27,0.9138394478981243,True
107,True,9981,LinearModel,0,5,7,27,0.9173116701203465,True
108,True,9981,LinearModel,0,5,8,27,0.9173116701203465,True
109,True,9981,LinearModel,0,5,9,27,0.9192356720443483,True
110,True,9981,LinearModel,0,5,10,27,0.9192356720443483,True
111,True,9981,LinearModel,0,5,11,27,0.9192356720443483,True
112,True,9981,LinearModel,0,5,12,27,0.9192356720443483,True
113,True,9981,LinearModel,0,5,13,27,0.9192356720443483,True
114,True,9981,LinearModel,0,5,14,27,0.9139446667533431,True
115,True,9981,LinearModel,0,5,15,27,0.9139446667533431,True
116,True,9981,LinearModel,0,5,16,27,0.9139446667533431,True
117,True,9981,LinearModel,0,5,17,27,0.9139446667533431,True
118,True,9981,LinearModel,0,5,18,27,0.9139446667533431,True
119,True,9981,LinearModel,0,5,19,27,0.9105776633863398,True
120,True,9981,LinearModel,0,5,20,27,0.9173116701203465,True
121,True,9981,LinearModel,0,5,21,27,0.9177760843778642,True
122,True,9981,LinearModel,0,5,22,27,0.9107700635787399,True
123,True,9981,LinearModel,0,5,23,27,0.9107700635787399,True
124,True,9981,LinearModel,0,5,24,27,0.9139446667533431,True
125,True,9981,LGBModel,0,5,0,27,0.7856060135328767,True
126,True,9981,LGBModel,0,5,1,27,0.7744384557579775,True
127,True,9981,LGBModel,0,5,2,27,0.76012879511211,True
128,True,9981,LGBModel,0,5,3,27,0.7409353243057359,True
