,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,20,5,1,1,cv,1.0,40981,best_individual_model,0,0.9536925127678187,0.8813251050124891,0.8555386219619796,0.014598540145985273,73
1,autosklearn,20,5,1,1,cv,1.0,40981,best_ensemble_model,0,0.8953816621499548,inf,0.8646426566134595,0.0036496350364962904,73
2,autosklearn,20,5,1,1,cv,1.0,40981,best_individual_model,1,0.9536925127678187,0.8813251050124891,0.8555386219619796,0.014598540145985273,73
3,autosklearn,20,5,1,1,cv,1.0,40981,best_ensemble_model,1,0.8913166214995483,inf,0.8573433865404668,0.010948905109488982,73
4,autosklearn,20,5,1,1,cv,1.0,40981,best_individual_model,2,0.9536925127678187,0.8813251050124891,0.8555386219619796,0.014598540145985273,73
5,autosklearn,20,5,1,1,cv,1.0,40981,best_ensemble_model,2,0.8953816621499548,inf,0.8646426566134595,0.0036496350364962904,73
6,autosklearn,20,5,1,1,cv,1.0,40981,best_individual_model,3,0.9536925127678187,0.8813251050124891,0.8555386219619796,0.014598540145985273,73
7,autosklearn,20,5,1,1,cv,1.0,40981,best_ensemble_model,3,0.897414182475158,inf,0.8609930215769632,0.007299270072992581,73
8,autosklearn,20,5,1,1,cv,1.0,40981,best_individual_model,4,0.9536925127678187,0.8813251050124891,0.8555386219619796,0.014598540145985273,73
9,autosklearn,20,5,1,1,cv,1.0,40981,best_ensemble_model,4,0.897414182475158,inf,0.8591481511189542,0.009144140531001654,73
