,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,40,5,5,2,cv,1.0,40981,best_individual_model,0,0.9703380939787994,0.8753024107531593,0.8591882569984759,0.010948905109488982,73
1,autosklearn,40,5,5,2,cv,1.0,40981,best_ensemble_model,0,0.896827009936766,inf,0.8536536456244486,0.016483516483516314,73
2,autosklearn,40,5,5,2,cv,1.0,40981,best_individual_model,1,0.9703380939787994,0.8753024107531593,0.8591882569984759,0.010948905109488982,73
3,autosklearn,40,5,5,2,cv,1.0,40981,best_ensemble_model,1,0.8946702800361337,inf,0.8664474211919467,0.0,73
4,autosklearn,40,5,5,2,cv,1.0,40981,best_individual_model,2,0.9666016226243642,0.8735277395656651,0.8463944814309778,0.014558434266463416,73
5,autosklearn,40,5,5,2,cv,1.0,40981,best_ensemble_model,2,0.8946815718157182,inf,0.8536536456244486,0.01098901098901095,73
6,autosklearn,40,5,5,2,cv,1.0,40981,best_individual_model,3,0.9703380939787994,0.8753024107531593,0.8591882569984759,0.010948905109488982,73
7,autosklearn,40,5,5,2,cv,1.0,40981,best_ensemble_model,3,0.8946702800361337,inf,0.8627977861554503,4.010587952207878e-05,73
8,autosklearn,40,5,5,2,cv,1.0,40981,best_individual_model,4,0.9703380939787994,0.8753024107531593,0.8591882569984759,0.010948905109488982,73
9,autosklearn,40,5,5,2,cv,1.0,40981,best_ensemble_model,4,0.8931684733514001,inf,0.8518087751664394,0.012833881447020135,73
