,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,40,5,1,1,cv,1.0,40981,best_individual_model,0,0.9536925127678187,0.8813251050124891,0.8555386219619796,0.020052939760969002,73
1,autosklearn,40,5,1,1,cv,1.0,40981,best_ensemble_model,0,0.9014792231255646,inf,0.8408598700569503,0.03477179754552018,73
2,autosklearn,40,5,1,1,cv,1.0,40981,best_individual_model,1,0.9536925127678187,0.8813251050124891,0.8555386219619796,0.020052939760969002,73
3,autosklearn,40,5,1,1,cv,1.0,40981,best_ensemble_model,1,0.897414182475158,inf,0.8627977861554503,0.012833881447020135,73
4,autosklearn,40,5,1,1,cv,1.0,40981,best_individual_model,2,0.9536925127678187,0.8813251050124891,0.8555386219619796,0.020052939760969002,73
5,autosklearn,40,5,1,1,cv,1.0,40981,best_ensemble_model,2,0.8971318879855466,inf,0.8573032806609449,0.012833881447020024,73
6,autosklearn,40,5,1,1,cv,1.0,40981,best_individual_model,3,0.9536925127678187,0.8813251050124891,0.8555386219619796,0.020052939760969002,73
7,autosklearn,40,5,1,1,cv,1.0,40981,best_ensemble_model,3,0.897414182475158,inf,0.8609930215769632,0.009144140531001654,73
8,autosklearn,40,5,1,1,cv,1.0,40981,best_individual_model,4,0.9536925127678187,0.8813251050124891,0.8555386219619796,0.020052939760969002,73
9,autosklearn,40,5,1,1,cv,1.0,40981,best_ensemble_model,4,0.8971318879855466,inf,0.8682922916499558,0.0018849763375312634,73
