,hue,performance,model,dataset_name,level,repeat,seed
0,test_performance_singlemodelTrue,0.8539041095890412,HistGradientBoostingClassifier,146818,0,5,17
1,test_performance_singlemodelTrue,0.8776027397260274,RandomForestClassifier,146818,0,5,17
2,test_performance_singlemodelTrue,0.8926027397260274,DecisionTreeClassifier,146818,0,5,17
3,test_performance_singlemodelTrue,0.8694520547945206,LinearDiscriminantAnalysis,146818,0,5,17
4,test_performance_singlemodelTrue,0.8857534246575343,XGBClassifier,146818,0,5,17
5,test_performance_singlemodelTrue,0.8807534246575341,GradientBoostingClassifier,146818,0,5,17
6,test_performance_singlemodelTrue,0.8757534246575343,LGBMClassifier,146818,0,5,17
7,test_performance_singlemodelTrue,0.8072602739726027,MLPClassifier,146818,0,5,17
8,test_performance_singlemodelTrue,0.857054794520548,HistGradientBoostingClassifier,146818,1,5,17
9,test_performance_singlemodelTrue,0.8894520547945205,RandomForestClassifier,146818,1,5,17
10,test_performance_singlemodelTrue,0.8739041095890411,DecisionTreeClassifier,146818,1,5,17
11,test_performance_singlemodelTrue,0.8694520547945206,LinearDiscriminantAnalysis,146818,1,5,17
12,test_performance_singlemodelTrue,0.8789041095890411,XGBClassifier,146818,1,5,17
13,test_performance_singlemodelTrue,0.8657534246575342,GradientBoostingClassifier,146818,1,5,17
14,test_performance_singlemodelTrue,0.8757534246575343,LGBMClassifier,146818,1,5,17
15,test_performance_singlemodelTrue,0.8191095890410959,MLPClassifier,146818,1,5,17
16,test_performance_singlemodelTrue,0.8639041095890412,HistGradientBoostingClassifier,146818,2,5,17
17,test_performance_singlemodelTrue,0.8826027397260274,RandomForestClassifier,146818,2,5,17
18,test_performance_singlemodelTrue,0.8757534246575343,DecisionTreeClassifier,146818,2,5,17
19,test_performance_singlemodelTrue,0.8644520547945205,LinearDiscriminantAnalysis,146818,2,5,17
20,test_performance_singlemodelTrue,0.8876027397260273,XGBClassifier,146818,2,5,17
21,test_performance_singlemodelTrue,0.8826027397260274,GradientBoostingClassifier,146818,2,5,17
22,test_performance_singlemodelTrue,0.8689041095890411,LGBMClassifier,146818,2,5,17
23,test_performance_singlemodelTrue,0.8141095890410959,MLPClassifier,146818,2,5,17
24,test_performance_singlemodelTrue,0.8520547945205479,HistGradientBoostingClassifier,146818,3,5,17
25,test_performance_singlemodelTrue,0.8844520547945205,RandomForestClassifier,146818,3,5,17
26,test_performance_singlemodelTrue,0.8807534246575341,DecisionTreeClassifier,146818,3,5,17
27,test_performance_singlemodelTrue,0.8694520547945206,LinearDiscriminantAnalysis,146818,3,5,17
28,test_performance_singlemodelTrue,0.8926027397260274,XGBClassifier,146818,3,5,17
29,test_performance_singlemodelTrue,0.8807534246575341,GradientBoostingClassifier,146818,3,5,17
30,test_performance_singlemodelTrue,0.8689041095890411,LGBMClassifier,146818,3,5,17
31,test_performance_singlemodelTrue,0.8104109589041095,MLPClassifier,146818,3,5,17
32,test_performance_singlemodelTrue,0.8589041095890411,HistGradientBoostingClassifier,146818,4,5,17
33,test_performance_singlemodelTrue,0.8757534246575343,RandomForestClassifier,146818,4,5,17
34,test_performance_singlemodelTrue,0.8657534246575342,DecisionTreeClassifier,146818,4,5,17
35,test_performance_singlemodelTrue,0.8694520547945206,LinearDiscriminantAnalysis,146818,4,5,17
36,test_performance_singlemodelTrue,0.8807534246575341,XGBClassifier,146818,4,5,17
37,test_performance_singlemodelTrue,0.8807534246575341,GradientBoostingClassifier,146818,4,5,17
38,test_performance_singlemodelTrue,0.8689041095890411,LGBMClassifier,146818,4,5,17
39,test_performance_singlemodelTrue,0.8004109589041095,MLPClassifier,146818,4,5,17
40,test_performance_singlemodelTrue,0.847054794520548,HistGradientBoostingClassifier,146818,5,5,17
41,test_performance_singlemodelTrue,0.8894520547945205,RandomForestClassifier,146818,5,5,17
42,test_performance_singlemodelTrue,0.8707534246575342,DecisionTreeClassifier,146818,5,5,17
43,test_performance_singlemodelTrue,0.8644520547945205,LinearDiscriminantAnalysis,146818,5,5,17
44,test_performance_singlemodelTrue,0.8857534246575343,XGBClassifier,146818,5,5,17
45,test_performance_singlemodelTrue,0.8757534246575343,GradientBoostingClassifier,146818,5,5,17
46,test_performance_singlemodelTrue,0.8689041095890411,LGBMClassifier,146818,5,5,17
47,test_performance_singlemodelTrue,0.809109589041096,MLPClassifier,146818,5,5,17
48,test_performance_singlemodelFalse,0.8539041095890412,HistGradientBoostingClassifier,146818,0,5,17
49,test_performance_singlemodelFalse,0.8776027397260274,RandomForestClassifier,146818,0,5,17
50,test_performance_singlemodelFalse,0.8926027397260274,DecisionTreeClassifier,146818,0,5,17
51,test_performance_singlemodelFalse,0.8694520547945206,LinearDiscriminantAnalysis,146818,0,5,17
52,test_performance_singlemodelFalse,0.8857534246575343,XGBClassifier,146818,0,5,17
53,test_performance_singlemodelFalse,0.8807534246575341,GradientBoostingClassifier,146818,0,5,17
54,test_performance_singlemodelFalse,0.8757534246575343,LGBMClassifier,146818,0,5,17
55,test_performance_singlemodelFalse,0.8141095890410959,MLPClassifier,146818,0,5,17
56,test_performance_singlemodelFalse,0.8589041095890411,HistGradientBoostingClassifier,146818,1,5,17
57,test_performance_singlemodelFalse,0.8707534246575342,RandomForestClassifier,146818,1,5,17
58,test_performance_singlemodelFalse,0.8383561643835616,DecisionTreeClassifier,146818,1,5,17
59,test_performance_singlemodelFalse,0.8707534246575342,LinearDiscriminantAnalysis,146818,1,5,17
60,test_performance_singlemodelFalse,0.8689041095890411,XGBClassifier,146818,1,5,17
61,test_performance_singlemodelFalse,0.8757534246575343,GradientBoostingClassifier,146818,1,5,17
62,test_performance_singlemodelFalse,0.8707534246575342,LGBMClassifier,146818,1,5,17
63,test_performance_singlemodelFalse,0.8589041095890411,MLPClassifier,146818,1,5,17
64,test_performance_singlemodelFalse,0.8620547945205479,HistGradientBoostingClassifier,146818,2,5,17
65,test_performance_singlemodelFalse,0.8857534246575343,RandomForestClassifier,146818,2,5,17
66,test_performance_singlemodelFalse,0.820958904109589,DecisionTreeClassifier,146818,2,5,17
67,test_performance_singlemodelFalse,0.8876027397260273,LinearDiscriminantAnalysis,146818,2,5,17
68,test_performance_singlemodelFalse,0.8807534246575341,XGBClassifier,146818,2,5,17
69,test_performance_singlemodelFalse,0.8757534246575343,GradientBoostingClassifier,146818,2,5,17
70,test_performance_singlemodelFalse,0.8757534246575343,LGBMClassifier,146818,2,5,17
71,test_performance_singlemodelFalse,0.8589041095890411,MLPClassifier,146818,2,5,17
72,test_performance_singlemodelFalse,0.8720547945205479,HistGradientBoostingClassifier,146818,3,5,17
73,test_performance_singlemodelFalse,0.8702054794520548,RandomForestClassifier,146818,3,5,17
74,test_performance_singlemodelFalse,0.8365068493150685,DecisionTreeClassifier,146818,3,5,17
75,test_performance_singlemodelFalse,0.8433561643835616,LinearDiscriminantAnalysis,146818,3,5,17
76,test_performance_singlemodelFalse,0.8789041095890411,XGBClassifier,146818,3,5,17
77,test_performance_singlemodelFalse,0.8770547945205479,GradientBoostingClassifier,146818,3,5,17
78,test_performance_singlemodelFalse,0.8820547945205479,LGBMClassifier,146818,3,5,17
79,test_performance_singlemodelFalse,0.8652054794520547,MLPClassifier,146818,3,5,17
80,test_performance_singlemodelFalse,0.8670547945205479,HistGradientBoostingClassifier,146818,4,5,17
81,test_performance_singlemodelFalse,0.8802054794520549,RandomForestClassifier,146818,4,5,17
82,test_performance_singlemodelFalse,0.8652054794520547,DecisionTreeClassifier,146818,4,5,17
83,test_performance_singlemodelFalse,0.857054794520548,LinearDiscriminantAnalysis,146818,4,5,17
