,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,cnae-9,0,5426727,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_0,2438044K,01:00:39,770.73M,897.49M,6492496K,00:04:51,07:04.523,7,10
1,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,cnae-9,1,5426728,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_1,3960308K,01:00:14,196.97M,224.12M,8050536K,00:03:39,04:36.073,3,6
2,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,cnae-9,2,5426729,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_2,2413200K,01:00:34,520.27M,374.02M,6468008K,00:04:07,05:33.327,6,10
3,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,cnae-9,3,5426730,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_3,1247216K,01:00:33,1350.15M,1174.73M,4906576K,00:04:18,07:25.752,9,14
4,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,cnae-9,4,5426731,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_4,3387084K,01:01:04,1625.37M,2146.74M,7437156K,00:11:09,35:16.782,34,44
5,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,higgs,0,5426732,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_0,4178572K,01:01:00,892.90M,122.87M,8393268K,00:07:33,01:00:40,3,16
6,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,higgs,1,5426733,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_1,3608744K,01:00:52,682.29M,113.90M,7653456K,00:08:17,46:07.484,3,11
7,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,higgs,2,5426734,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_2,3705720K,01:00:55,847.32M,120.97M,7747728K,00:09:42,01:00:27,3,16
8,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,higgs,3,5426735,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_3,3613604K,01:00:57,590.63M,106.81M,7660612K,00:09:12,35:55.437,2,9
9,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,higgs,4,5426736,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_4,3713784K,01:01:13,848.02M,118.65M,7833880K,00:10:48,01:03:31,3,16
10,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,kr-vs-kp,0,5426737,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_0,2668232K,01:00:29,149.25M,639.23M,6802404K,00:06:25,20:05.234,24,30
11,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,kr-vs-kp,1,5426738,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_1,3085008K,01:00:16,112.98M,93.62M,7192932K,00:06:31,11:05.209,6,10
12,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,kr-vs-kp,2,5426739,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_2,3426584K,01:00:28,160.00M,600.43M,7794704K,00:08:50,42:30.279,26,36
13,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,kr-vs-kp,3,5426740,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_3,2687428K,01:00:17,115.25M,297.97M,6804784K,00:03:16,06:34.827,8,12
14,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,kr-vs-kp,4,5426741,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_4,3232728K,01:00:45,548.48M,668.63M,7479128K,00:07:34,22:28.971,24,34
15,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,vehicle,0,5426742,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_0,946624K,01:00:24,99.09M,131.43M,5018000K,00:05:06,07:29.652,10,14
16,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,vehicle,1,5426743,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_1,693216K,01:00:17,94.94M,69.27M,5014804K,00:03:54,04:56.847,3,6
17,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,vehicle,2,5426744,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_2,3369204K,01:00:20,113.50M,470.40M,7659824K,00:03:24,11:00.291,32,36
18,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,vehicle,3,5426745,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_3,3642476K,01:00:58,140.87M,688.80M,8228040K,00:06:39,18:07.890,62,68
19,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,vehicle,4,5426746,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_4,791296K,01:00:16,97.62M,108.27M,4897136K,00:02:59,04:57.722,7,10
20,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,MiniBooNE,0,5426747,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_0,3855968K,01:00:08,1658.57M,126.05M,7919448K,00:08:59,46:29.206,1,17
21,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,MiniBooNE,1,5426748,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_1,3866192K,01:00:15,1192.99M,117.80M,7982720K,00:07:26,26:40.156,0,0
22,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,MiniBooNE,2,5426749,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_2,3857520K,01:00:11,1192.90M,117.80M,7982940K,00:07:05,25:41.502,0,0
23,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,MiniBooNE,3,5426750,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_3,3861592K,01:00:21,1764.46M,134.68M,7983408K,00:09:55,01:05:43,2,18
24,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,MiniBooNE,4,5426751,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_4,3870992K,01:00:29,1712.89M,134.68M,7989112K,00:10:30,01:05:56,2,17
25,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,connect-4,0,5426752,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_0,3354916K,01:00:54,456.84M,62.39M,7607312K,00:04:27,10:42.886,1,8
26,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,connect-4,1,5426753,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_1,3726832K,01:01:12,617.11M,86.40M,7755048K,00:07:06,26:32.439,2,12
27,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,connect-4,2,5426754,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_2,4027860K,01:01:14,1040.73M,122.99M,8233552K,00:09:46,01:00:31,4,24
28,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,connect-4,3,5426755,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_3,3812156K,01:01:10,1042.10M,124.39M,8265816K,00:07:47,55:38.509,4,24
29,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,connect-4,4,5426756,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_4,3910276K,01:01:13,1067.37M,126.49M,8123240K,00:09:44,01:00:17,4,25
30,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,segment,0,5426757,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_segment_0,1315344K,01:00:16,103.25M,196.91M,5483948K,00:04:10,08:02.799,7,10
31,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,segment,1,5426758,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_segment_1,3671608K,01:01:10,675.27M,569.87M,8021552K,00:05:44,18:06.725,22,26
32,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,segment,2,5426759,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_segment_2,1393228K,01:00:31,119.47M,570.20M,5615076K,00:03:38,11:32.986,20,22
33,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,segment,3,5426760,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_segment_3,1441244K,01:00:25,101.72M,146.70M,5612224K,00:04:13,07:46.403,6,8
34,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,segment,4,5426761,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_segment_4,3696068K,01:01:05,877.51M,900.38M,8008504K,00:06:12,20:40.118,32,39
35,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,Australian,0,5426762,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_Australian_0,927488K,01:00:22,104.18M,226.43M,5150304K,00:03:50,09:16.293,22,26
36,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,Australian,1,5426763,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_Australian_1,1694604K,01:00:31,748.73M,929.81M,5983352K,00:06:37,21:40.468,61,70
37,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,Australian,2,5426764,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_Australian_2,1016356K,01:00:13,149.88M,790.43M,5197M,00:11:53,30:37.508,101,109
38,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,Australian,3,5426765,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_Australian_3,1556060K,01:00:25,442.39M,1599.78M,5665092K,00:12:32,41:01.259,164,172
39,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,Australian,4,5426766,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_Australian_4,3049236K,01:00:32,864.59M,1424.66M,7731164K,00:11:37,42:24.514,117,128
40,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,adult,0,5426767,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_adult_0,3427860K,01:01:02,341.66M,100.76M,7554828K,00:12:06,01:03:04,7,18
41,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,adult,1,5426768,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_adult_1,3060212K,01:00:46,206.86M,30.33M,7104860K,00:06:54,18:16.570,3,8
42,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,adult,2,5426769,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_adult_2,3480092K,01:00:57,384.75M,195.72M,7603548K,00:10:15,58:18.727,11,22
43,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50,adult,3,5426770,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_adult_3,3066664K,01:01:05,280.07M,50.23M,7197112K,00:07:58,42:09.890,5,14
