,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
10,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,kr-vs-kp,0,5376438,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_0,2315528K,01:00:27,120.08M,308.92M,6404812K,00:06:29,12:46.669,9,14
11,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,kr-vs-kp,1,5376439,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_1,3084240K,01:00:38,885.61M,891.05M,7191788K,00:06:52,21:33.253,14,20
12,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,kr-vs-kp,2,5376440,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_2,3216692K,01:01:08,1169.46M,1542.59M,7417256K,00:07:16,42:01.722,51,66
13,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,kr-vs-kp,3,5376441,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_3,2849960K,01:01:11,1247.87M,1276.10M,6999140K,00:07:54,28:31.840,20,31
14,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,kr-vs-kp,4,5376442,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_4,3280048K,01:01:46,479.49M,811.08M,7521244K,00:06:53,38:16.254,40,55
15,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,vehicle,0,5376443,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_0,3529336K,01:00:26,104.91M,237.58M,7852836K,00:04:36,09:22.510,16,24
16,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,vehicle,1,5376444,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_1,3689852K,01:00:37,581.78M,650.79M,7982668K,00:04:42,11:01.807,22,26
17,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,vehicle,2,5376445,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_2,791760K,01:00:27,103.76M,249.97M,4899468K,00:04:24,08:18.751,18,20
18,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,vehicle,3,5376446,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_3,3667316K,01:00:39,400.13M,452.41M,8110812K,00:04:24,09:50.075,17,24
19,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,vehicle,4,5376447,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_4,3238464K,01:00:54,1089.10M,1183.89M,7638588K,00:03:37,11:36.771,35,41
20,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,MiniBooNE,0,5376448,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_0,3866372K,01:00:21,1039.27M,149.96M,7936860K,00:07:56,24:37.172,0,0
21,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,MiniBooNE,1,5376449,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_1,4011760K,01:00:22,1823.68M,170.81M,8324856K,00:08:42,52:05.924,2,18
22,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,MiniBooNE,2,5376450,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_2,4001492K,01:00:25,1823.14M,170.81M,8215796K,00:09:32,57:12.678,2,18
23,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,MiniBooNE,3,5376451,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_3,3546160K,01:00:24,1345.49M,151.95M,7727876K,00:09:25,27:47.386,0,0
24,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,MiniBooNE,4,5376452,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_4,3863872K,01:00:27,1773.79M,170.81M,7983452K,00:09:39,47:18.737,2,17
25,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,connect-4,0,5376453,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_0,3757004K,01:01:01,456.98M,79.45M,8159192K,00:04:39,10:39.608,1,8
26,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,connect-4,1,5376454,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_1,4030984K,01:01:09,1113.25M,198.92M,8230820K,00:08:58,54:19.078,5,26
27,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,connect-4,2,5376455,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_2,3957508K,01:00:34,1053.02M,124.28M,8286288K,00:10:13,54:00.056,3,25
28,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,connect-4,3,5376456,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_3,3878412K,01:01:00,464.78M,87.19M,8192880K,00:04:21,10:13.372,1,8
29,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,connect-4,4,5376457,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_4,3224964K,01:00:15,309.53M,69.19M,7479316K,00:03:10,05:25.299,0,0
30,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,segment,0,5376458,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_0,1378952K,01:00:30,680.12M,1092.60M,5526832K,00:04:04,11:30.569,16,20
31,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,segment,1,5376459,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_1,1293404K,01:00:35,504.23M,487.04M,5463132K,00:03:53,08:29.668,10,12
32,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,segment,2,5376460,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_2,2834884K,01:01:02,896.54M,1187.19M,7126348K,00:03:40,12:51.121,20,26
33,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,segment,3,5376461,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_3,3635684K,01:00:37,503.25M,892.03M,7972236K,00:03:27,12:53.357,23,30
34,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,segment,4,5376462,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_4,1376840K,01:00:41,354.78M,528.25M,5600040K,00:03:23,09:59.918,15,20
35,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,Australian,0,5376463,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_0,963768K,01:00:36,227.58M,201.71M,5130452K,00:03:26,10:57.943,23,26
36,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,Australian,1,5376464,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_1,676984K,01:00:24,93.62M,32.81M,4780852K,00:03:11,03:53.458,0,0
37,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,Australian,2,5376465,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_2,985080K,01:00:33,448.56M,529.52M,5115932K,00:03:45,11:23.286,33,39
38,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,Australian,3,5376466,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_3,1041452K,01:00:31,497.47M,490.91M,5201072K,00:03:22,11:34.580,25,32
39,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,Australian,4,5376467,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_4,1609404K,01:00:34,651.28M,754.80M,5896324K,00:05:29,14:21.085,40,52
40,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,adult,0,5376468,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_0,3115088K,01:00:54,386.67M,206.18M,7187756K,00:08:32,52:32.334,11,22
41,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,adult,1,5376469,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_1,3066572K,01:00:48,266.94M,62.46M,7195896K,00:07:49,41:31.732,5,14
42,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,adult,2,5376470,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_2,3052672K,01:01:08,319.58M,73.25M,7081604K,00:08:54,48:06.475,6,18
43,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,adult,3,5376471,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_3,3260744K,01:00:58,387.82M,172.83M,7407944K,00:09:57,01:03:36,10,22
44,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,adult,4,5376472,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_4,3053344K,01:00:07,177.64M,39.16M,7082664K,00:03:50,09:53.299,2,6
45,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,Albert,0,5376473,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_Albert_0,5527372K,01:00:43,8662.99M,689.94M,9587848K,00:10:21,57:57.294,0,0
46,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,Albert,1,5376474,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_Albert_1,5598144K,01:00:26,8144.41M,686.69M,9663780K,00:09:44,34:03.728,0,0
47,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,Albert,2,5376475,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_Albert_2,5650476K,01:01:14,8404.39M,686.69M,9741768K,00:10:04,46:04.681,0,0
48,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,Albert,3,5376476,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_Albert_3,5686808K,01:00:32,8662.60M,689.94M,9768608K,00:10:31,51:54.080,0,0
49,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,Albert,4,5376477,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_Albert_4,5723312K,01:00:31,8661.81M,689.94M,9774400K,00:10:01,45:34.489,0,0
