,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,cnae-9,0,5376428,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_0,3582120K,01:02:04,2310.42M,2519.35M,7792184K,00:09:00,55:36.124,90,105
1,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,cnae-9,1,5376429,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_1,3488100K,01:01:30,664.29M,936.59M,7535984K,00:04:23,14:19.830,18,26
2,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,cnae-9,2,5376430,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_2,2582464K,01:00:56,694.65M,1229.37M,6627412K,00:05:48,20:49.886,36,49
3,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,cnae-9,3,5376431,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_3,1206060K,01:01:01,1004.56M,1112.39M,5385088K,00:04:05,06:15.181,7,10
4,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,cnae-9,4,5376432,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_4,3424476K,01:01:43,2416.13M,3243.94M,7472920K,00:08:40,35:39.720,42,54
5,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,higgs,0,5376433,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_0,3701888K,01:01:06,901.53M,199.56M,7745396K,00:08:52,53:07.922,3,16
6,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,higgs,1,5376434,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_1,3606804K,01:01:10,703.89M,138.79M,7647748K,00:09:07,46:53.920,3,12
7,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,higgs,2,5376435,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_2,4189544K,01:01:04,947.85M,202.50M,8255604K,00:09:15,01:04:25,3,17
8,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,higgs,3,5376436,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_3,4199896K,01:01:04,949.00M,202.42M,8185440K,00:08:40,51:35.617,3,17
9,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100,higgs,4,5376437,autosklearnBBCScoreEnsembleLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_4,3712552K,01:01:04,879.86M,199.70M,7760860K,00:09:07,52:22.969,3,14
