,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,cnae-9,0,5426627,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_0,3539368K,01:01:12,888.48M,1440.27M,7663868K,00:04:50,20:31.864,36,44
1,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,cnae-9,1,5426628,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_1,4101152K,01:01:21,1571.92M,2129.20M,7635724K,00:09:54,01:01:22,85,95
2,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,cnae-9,2,5426629,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_2,1168864K,01:01:12,904.96M,793.53M,5214292K,00:04:21,10:53.101,16,22
3,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,cnae-9,3,5426630,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_3,906048K,01:01:00,270.61M,513.90M,4990612K,00:04:14,06:31.847,8,14
4,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,cnae-9,4,5426631,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_4,3322968K,01:01:00,1652.79M,2008.96M,7376040K,00:04:49,19:55.442,30,40
5,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,higgs,0,5426632,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_0,3704516K,01:00:57,846.41M,143.62M,7893768K,00:09:39,01:00:04,3,16
6,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,higgs,1,5426633,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_1,3704700K,01:01:00,846.10M,143.67M,7743992K,00:09:20,59:42.781,3,16
7,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,higgs,2,5426634,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_2,2094188K,01:00:27,383.11M,127.76M,6135316K,00:06:04,13:43.778,0,0
8,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,higgs,3,5426635,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_3,3609384K,01:00:52,499.91M,128.54M,7872952K,00:07:38,27:07.662,1,6
9,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,higgs,4,5426636,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_4,3608732K,01:00:49,703.91M,139.38M,7725104K,00:09:40,48:01.932,3,12
10,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,kr-vs-kp,0,5426637,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_0,3261220K,01:00:36,765.59M,961.77M,7364148K,00:07:15,18:51.344,20,28
11,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,kr-vs-kp,1,5426638,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_1,3583344K,01:00:55,567.72M,550.98M,7897836K,00:08:28,30:52.638,20,30
12,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,kr-vs-kp,2,5426639,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_2,2674208K,01:00:31,119.11M,305.85M,6804436K,00:06:22,14:53.293,9,14
13,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,kr-vs-kp,3,5426640,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_3,3804232K,01:00:57,750.24M,1974.57M,8263432K,00:07:23,01:00:34,97,111
14,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,kr-vs-kp,4,5426641,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_4,3719160K,01:00:55,817.00M,1299.54M,8259784K,00:11:15,53:40.352,63,79
15,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,vehicle,0,5426642,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_0,3328204K,01:00:35,1109.77M,2413.33M,7849440K,00:08:12,31:16.912,129,137
16,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,vehicle,1,5426643,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_1,974604K,01:00:22,103.79M,259.07M,5303720K,00:03:56,07:37.545,19,22
17,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,vehicle,2,5426644,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_2,900032K,01:00:18,97.50M,106.98M,5163484K,00:04:28,06:42.250,6,10
18,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,vehicle,3,5426645,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_3,786684K,01:00:25,102.44M,233.38M,4901104K,00:04:38,08:26.583,16,18
19,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,vehicle,4,5426646,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_4,881480K,01:00:18,97.82M,117.22M,4992216K,00:03:00,05:12.624,8,10
20,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,MiniBooNE,0,5426647,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_0,3840268K,01:00:15,1824.00M,171.19M,8111376K,00:07:44,01:01:23,2,18
21,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,MiniBooNE,1,5426648,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_1,1384800K,01:00:16,729.14M,148.28M,5421024K,00:06:27,16:12.324,0,0
22,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,MiniBooNE,2,5426649,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_2,1422780K,01:00:17,729.09M,148.28M,5504064K,00:06:34,10:14.820,0,0
23,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100,MiniBooNE,3,5426650,autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_3,1419900K,01:00:20,884.85M,149.28M,5677180K,00:06:46,15:37.656,0,0
