,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100,cnae-9,0,5379142,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_0,3523152K,01:01:33,1972.60M,1961.37M,7567704K,00:06:22,22:49.928,29,38
1,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100,cnae-9,1,5379143,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_1,3458928K,01:01:24,691.88M,695.92M,7584436K,00:04:13,16:36.866,22,30
2,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100,cnae-9,2,5379144,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_2,1763248K,01:01:11,1530.68M,1852.59M,5931596K,00:04:28,15:31.989,30,40
3,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100,cnae-9,3,5379145,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_3,800024K,01:00:55,219.24M,234.44M,4874064K,00:03:51,05:12.491,5,8
4,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100,cnae-9,4,5379146,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_4,1084192K,01:01:06,1133.37M,1068.30M,5213256K,00:03:59,06:06.291,8,12
5,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100,higgs,0,5379147,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_0,4194820K,01:01:24,903.15M,117.81M,8406672K,00:09:41,52:57.053,3,17
6,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100,higgs,1,5379148,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_1,3608388K,01:01:28,789.33M,111.10M,7651356K,00:09:35,54:22.796,3,14
7,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100,higgs,2,5379149,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_2,3606980K,01:01:23,503.78M,98.22M,7652568K,00:07:13,26:39.421,1,6
8,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100,higgs,3,5379150,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_3,3608608K,01:01:29,790.83M,111.35M,7650620K,00:09:34,54:15.009,3,14
9,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100,higgs,4,5379151,autosklearnBBCSMBOAndEnsembleSelectionBISMACLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_4,4197768K,01:01:27,883.42M,118.08M,8185248K,00:09:50,58:57.549,3,17
