,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100,cnae-9,0,5426222,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_0,2437080K,01:00:36,1458.12M,1277.20M,6493384K,00:03:59,07:21.566,10,14
1,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100,cnae-9,1,5426223,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_1,3406708K,01:00:18,218.84M,232.39M,7515724K,00:03:45,05:11.081,5,8
2,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100,cnae-9,2,5426224,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_2,1389136K,01:00:42,861.50M,725.32M,5535468K,00:03:48,09:04.231,12,18
3,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100,cnae-9,3,5426225,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_3,3392304K,01:00:41,599.77M,838.49M,7447588K,00:03:41,14:49.721,18,24
4,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100,cnae-9,4,5426226,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_4,1136216K,01:00:38,833.69M,727.31M,5214984K,00:03:47,00:09:10,13,18
5,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100,higgs,0,5426227,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_0,3603232K,01:00:52,500.37M,98.23M,7648672K,00:07:04,26:05.740,1,6
6,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100,higgs,1,5426228,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_1,4190940K,01:00:53,893.49M,117.87M,8183572K,00:08:47,58:18.673,3,17
7,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100,higgs,2,5426229,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_2,3702604K,01:01:05,825.81M,113.66M,7746992K,00:09:00,59:40.644,3,15
8,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100,higgs,3,5426230,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_3,4196024K,01:01:00,949.77M,172.78M,8259600K,00:09:08,01:04:15,3,16
9,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100,higgs,4,5426231,autosklearnBBCEnsembleSelectionNoPreSelectLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_4,3610100K,01:00:58,749.02M,104.78M,7801668K,00:09:13,45:44.927,2,13
