,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnThresholdout_scale001_ensemble0,cnae-9,0,5433766,autosklearnThresholdout_scale001_ensemble0_master_thesis_3600s1c8G_cnae-9_0,1926688K,01:00:29,844.52M,254.93M,6061956K,00:12:35,18:56.716,51,66
1,autosklearnThresholdout_scale001_ensemble0,cnae-9,1,5433767,autosklearnThresholdout_scale001_ensemble0_master_thesis_3600s1c8G_cnae-9_1,838860K,01:00:23,364.02M,144.78M,4984756K,00:03:06,04:22.005,15,22
2,autosklearnThresholdout_scale001_ensemble0,cnae-9,2,5433768,autosklearnThresholdout_scale001_ensemble0_master_thesis_3600s1c8G_cnae-9_2,793644K,01:00:15,174.76M,46.90M,4869656K,00:02:54,03:01.163,0,0
3,autosklearnThresholdout_scale001_ensemble0,cnae-9,3,5433769,autosklearnThresholdout_scale001_ensemble0_master_thesis_3600s1c8G_cnae-9_3,2860164K,01:00:16,792.65M,200.65M,7039196K,00:04:10,08:31.407,44,59
4,autosklearnThresholdout_scale001_ensemble0,cnae-9,4,5433770,autosklearnThresholdout_scale001_ensemble0_master_thesis_3600s1c8G_cnae-9_4,1854024K,01:00:15,467.11M,172.09M,5919432K,00:03:45,06:29.377,24,31
5,autosklearnThresholdout_scale001_ensemble0,higgs,0,5433771,autosklearnThresholdout_scale001_ensemble0_master_thesis_3600s1c8G_higgs_0,3587392K,01:00:52,1357.28M,887.45M,7630064K,00:07:17,27:56.648,3,8
6,autosklearnThresholdout_scale001_ensemble0,higgs,1,5433772,autosklearnThresholdout_scale001_ensemble0_master_thesis_3600s1c8G_higgs_1,4223996K,01:00:55,1628.80M,1549.95M,8352228K,00:08:49,53:55.868,10,20
7,autosklearnThresholdout_scale001_ensemble0,higgs,2,5433773,autosklearnThresholdout_scale001_ensemble0_master_thesis_3600s1c8G_higgs_2,3675588K,01:01:21,2410.39M,1551.27M,7700584K,00:08:44,48:12.413,10,20
8,autosklearnThresholdout_scale001_ensemble0,higgs,3,5433774,autosklearnThresholdout_scale001_ensemble0_master_thesis_3600s1c8G_higgs_3,3584812K,01:02:37,1364.88M,895.53M,7626336K,00:07:09,23:54.622,4,8
9,autosklearnThresholdout_scale001_ensemble0,higgs,4,5433775,autosklearnThresholdout_scale001_ensemble0_master_thesis_3600s1c8G_higgs_4,4226856K,01:00:41,1643.35M,1692.78M,8503424K,00:08:50,59:05.532,12,24
10,autosklearnThresholdout_scale001_ensemble0,kr-vs-kp,0,5433776,autosklearnThresholdout_scale001_ensemble0_master_thesis_3600s1c8G_kr-vs-kp_0,2597036K,01:00:20,203.67M,145.40M,6865584K,00:08:11,27:22.504,50,62
