,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100,cnae-9,0,5378885,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_0,2434896K,01:00:50,507.90M,425.46M,6490780K,00:04:29,07:43.093,11,16
1,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100,cnae-9,1,5378886,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_1,3459176K,01:02:08,2252.47M,2567.29M,7508688K,00:12:11,29:54.366,36,44
2,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100,cnae-9,2,5378887,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_2,3424516K,01:02:09,2179.17M,2301.84M,7697748K,00:04:04,17:19.701,33,41
3,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100,cnae-9,3,5378888,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_3,3522188K,01:01:41,1420.55M,1227.07M,7568212K,00:05:11,15:17.109,17,26
4,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100,cnae-9,4,5378889,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_4,2434916K,01:01:30,985.45M,931.45M,6489876K,00:04:48,10:42.879,13,20
5,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100,higgs,0,5378890,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_0,3608320K,01:01:27,600.82M,129.27M,7650272K,00:08:06,39:38.924,1,8
6,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100,higgs,1,5378891,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_1,3708320K,01:00:33,866.39M,95.76M,7825036K,00:09:14,48:33.964,2,16
7,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100,higgs,2,5378892,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_2,3608620K,01:01:19,879.69M,141.67M,7726704K,00:10:04,55:25.820,3,14
8,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100,higgs,3,5378893,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_3,3606520K,01:01:14,804.88M,139.71M,7650532K,00:09:15,54:00.683,3,12
9,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100,higgs,4,5378894,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_higgs_4,3605120K,01:01:46,701.36M,132.03M,7645748K,00:07:55,44:01.949,2,10
10,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100,kr-vs-kp,0,5378895,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_0,3008132K,01:01:31,426.88M,311.90M,7152180K,00:06:07,12:49.542,9,14
11,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100,kr-vs-kp,1,5378896,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_1,2677796K,01:00:42,442.58M,320.32M,6826676K,00:06:25,13:53.386,8,14
