,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,cnae-9,0,5378985,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_0,2437524K,01:01:19,795.09M,732.60M,6491428K,00:03:31,09:07.133,13,18
1,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,cnae-9,1,5378986,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_1,257060K,00:01:05,91.72M,7.77M,2087308K,00:00:06,00:09.269,0,0
2,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,cnae-9,2,5378987,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_2,2407196K,01:01:01,649.68M,453.88M,6463684K,00:03:05,04:28.758,5,8
3,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,cnae-9,3,5378988,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_3,3388828K,01:01:44,1001.32M,1244.40M,7682984K,00:03:54,15:10.900,19,27
4,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,cnae-9,4,5378989,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_4,3403944K,01:01:47,699.66M,735.15M,7451952K,00:03:58,15:09.560,21,28
5,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,higgs,0,5378990,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_0,3607988K,01:01:12,692.51M,108.76M,7723432K,00:08:28,40:47.788,3,11
6,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,higgs,1,5378991,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_1,2108088K,01:00:47,386.27M,97.43M,6148944K,00:06:17,13:47.349,0,0
7,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,higgs,2,5378992,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_2,3711648K,01:01:41,889.96M,169.85M,7830992K,00:09:31,58:40.519,3,15
8,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,higgs,3,5378993,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_3,3609096K,01:01:24,503.02M,98.21M,7650176K,00:07:17,26:36.782,1,6
9,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,higgs,4,5378994,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_4,4199692K,01:01:35,959.05M,172.30M,8259200K,00:08:52,57:55.757,3,17
10,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,kr-vs-kp,0,5378995,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_0,3417380K,01:01:38,1121.11M,1493.25M,8012744K,00:07:01,37:08.209,57,75
11,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,kr-vs-kp,1,5378996,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_1,2676080K,01:01:33,1135.15M,1225.51M,6801808K,00:06:41,25:34.984,22,30
12,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,kr-vs-kp,2,5378997,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_2,2361212K,01:00:35,173.28M,85.87M,6454724K,00:07:05,10:08.498,2,8
13,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,kr-vs-kp,3,5378998,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_3,3083824K,01:01:44,811.93M,814.15M,7190852K,00:10:05,37:41.463,42,54
14,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,kr-vs-kp,4,5378999,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_4,2318904K,01:01:33,113.68M,94.82M,6406352K,00:06:28,10:52.276,6,10
15,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,vehicle,0,5379000,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_0,916996K,01:01:03,122.84M,117.04M,4993748K,00:02:59,05:09.685,8,10
16,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,vehicle,1,5379001,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_1,795824K,01:01:34,322.95M,290.99M,4896388K,00:02:58,05:12.067,11,14
17,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,vehicle,2,5379002,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_2,3617152K,01:01:38,356.63M,656.03M,7984320K,00:04:22,13:20.624,45,53
18,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,vehicle,3,5379003,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_3,780236K,01:01:33,261.18M,274.85M,4895332K,00:03:18,05:42.643,10,12
19,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,vehicle,4,5379004,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_4,3812268K,01:00:58,108.94M,331.72M,8012568K,00:03:31,09:33.128,23,26
20,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,MiniBooNE,0,5379005,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_0,3854536K,01:00:49,1511.06M,121.97M,7916204K,00:08:36,42:10.221,2,14
21,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,MiniBooNE,1,5379006,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_1,4204144K,01:01:13,1781.21M,130.96M,8441672K,00:09:37,40:45.331,2,16
22,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,MiniBooNE,2,5379007,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_2,3918412K,01:00:58,1510.87M,121.97M,8125028K,00:08:51,33:42.489,2,14
23,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,MiniBooNE,3,5379008,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_3,3859496K,01:00:57,1460.28M,121.97M,7981512K,00:08:28,36:16.973,2,14
24,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,MiniBooNE,4,5379009,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_4,1411332K,01:00:53,729.35M,108.06M,5502468K,00:06:05,09:25.824,0,0
25,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,connect-4,0,5379010,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_0,3687432K,01:01:42,459.56M,58.87M,8043768K,00:04:18,10:31.159,1,8
26,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,connect-4,1,5379011,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_1,3263112K,01:00:35,382.16M,57.31M,7515856K,00:04:37,09:43.455,1,6
27,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100,connect-4,2,5379012,autosklearnBBCSMBOAndEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_2,3633660K,01:01:20,712.66M,65.11M,7970808K,00:06:55,15:36.634,1,16
