,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,cnae-9,0,5376478,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_0,2434512K,01:01:00,869.82M,665.48M,6489908K,00:03:35,07:02.740,10,14
1,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,cnae-9,1,5376479,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_1,1329040K,01:00:56,875.14M,641.08M,5380120K,00:03:46,06:49.080,10,15
2,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,cnae-9,2,5376480,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_2,3308652K,01:00:58,843.86M,904.88M,7560144K,00:04:01,14:47.302,19,24
3,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,cnae-9,3,5376481,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_3,3402588K,01:01:06,1196.41M,1515.77M,7500704K,00:04:37,16:38.333,24,31
4,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,cnae-9,4,5376482,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_4,3441464K,01:00:55,1074.29M,1507.64M,7534856K,00:14:37,43:18.585,38,50
5,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,higgs,0,5376483,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_0,3702380K,01:00:54,846.70M,120.25M,7744320K,00:09:19,53:54.942,3,16
6,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,higgs,1,5376484,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_1,3715248K,01:00:59,824.94M,120.30M,7837100K,00:08:07,45:56.436,3,15
7,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,higgs,2,5376485,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_2,3604548K,01:00:47,566.84M,103.71M,7647956K,00:07:50,38:13.183,1,8
8,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,higgs,3,5376486,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_3,3608792K,01:00:55,634.36M,106.47M,7726480K,00:07:38,38:35.084,2,10
9,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,higgs,4,5376487,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_4,3707104K,01:00:25,768.35M,69.60M,7752276K,00:09:09,48:07.481,2,16
10,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,kr-vs-kp,0,5376488,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_0,3634632K,01:01:46,1256.51M,1761.79M,8015880K,00:07:20,34:58.123,39,54
11,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,kr-vs-kp,1,5376489,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_1,3022236K,01:01:40,909.22M,1129.12M,7271128K,00:07:10,24:12.932,23,32
12,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,kr-vs-kp,2,5376490,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_2,2418828K,01:01:39,1077.17M,982.79M,6509392K,00:06:47,20:53.530,15,24
13,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,kr-vs-kp,3,5376491,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_3,3510152K,01:01:40,927.90M,847.37M,7665844K,00:06:43,25:27.845,25,32
14,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,kr-vs-kp,4,5376492,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_4,2318044K,01:00:46,105.82M,74.18M,6406788K,00:06:01,09:51.021,3,6
15,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,vehicle,0,5376493,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_0,3684392K,01:01:28,689.11M,942.19M,8010276K,00:04:03,12:42.019,42,52
16,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,vehicle,1,5376494,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_1,140860K,00:00:43,25.04M,0.28M,1314496K,00:00:02,00:08.659,0,0
17,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,vehicle,2,5376495,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_2,3965208K,01:00:50,167.16M,526.76M,8036040K,00:04:01,11:36.470,31,39
18,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,vehicle,3,5376496,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_3,3806748K,01:00:55,162.63M,252.23M,7870672K,00:03:10,07:42.549,18,24
19,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,vehicle,4,5376497,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_4,730800K,01:00:40,152.91M,122.43M,4809520K,00:03:09,04:57.669,9,14
20,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,MiniBooNE,0,5376498,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_0,1424640K,01:00:37,729.31M,114.48M,5501772K,00:06:19,09:32.358,0,0
21,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,MiniBooNE,1,5376499,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_1,3953272K,01:01:04,1667.75M,131.36M,8084544K,00:08:46,53:56.554,2,16
