,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
22,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,MiniBooNE,2,5376500,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_2,3909352K,01:00:46,1773.34M,137.32M,8317740K,00:08:54,58:06.438,2,17
23,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,MiniBooNE,3,5376501,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_3,3864784K,01:01:10,1674.31M,137.94M,7928212K,00:09:13,55:04.122,2,16
24,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,MiniBooNE,4,5376502,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_4,3867620K,01:00:43,1825.71M,137.32M,8053716K,00:08:46,01:03:34,2,18
25,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,connect-4,0,5376503,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_0,3878500K,01:01:13,1039.05M,121.37M,8036300K,00:09:04,47:05.640,4,24
26,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,connect-4,1,5376504,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_1,3776368K,01:01:15,663.49M,87.58M,7945764K,00:07:11,27:20.165,2,13
27,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,connect-4,2,5376505,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_2,3838844K,01:01:20,1113.82M,183.42M,8298772K,00:08:31,52:36.629,5,26
28,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,connect-4,3,5376506,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_3,3745284K,01:01:08,594.71M,65.16M,8128236K,00:06:48,17:08.248,1,12
29,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,connect-4,4,5376507,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_4,3803228K,01:01:15,1040.04M,122.20M,7956624K,00:09:17,47:36.019,4,24
30,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,segment,0,5376508,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_segment_0,1284K,00:00:14,0,0,152796K,00:00:00,00:07.639,0,0
31,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,segment,1,5376509,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_segment_1,3646388K,01:00:59,405.95M,548.77M,7981612K,00:04:06,15:35.731,29,38
32,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,segment,2,5376510,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_segment_2,3328596K,01:01:02,1102.87M,1572.64M,7833748K,00:05:41,30:13.578,67,76
33,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,segment,3,5376511,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_segment_3,3521700K,01:00:56,817.16M,1544.92M,7828984K,00:05:05,23:13.883,43,54
34,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,segment,4,5376512,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_segment_4,1357108K,01:00:47,276.27M,267.27M,5526596K,00:03:20,06:43.348,6,10
35,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,Australian,0,5376513,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_Australian_0,908304K,01:00:49,395.71M,549.37M,5089756K,00:04:22,10:52.892,35,46
36,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,Australian,1,5376514,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_Australian_1,2593576K,01:00:51,216.06M,791.06M,7112496K,00:07:42,25:15.325,94,103
37,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,Australian,2,5376515,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_Australian_2,722108K,01:00:44,243.25M,177.32M,4801800K,00:03:32,08:07.984,16,20
38,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,Australian,3,5376516,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_Australian_3,1106252K,01:00:43,227.81M,224.77M,5280144K,00:03:39,11:13.789,29,36
39,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,Australian,4,5376517,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_Australian_4,1609328K,01:00:31,234.67M,164.78M,5873036K,00:02:58,05:07.473,7,10
40,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,adult,0,5376518,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_adult_0,3401376K,01:00:48,401.64M,201.82M,7534688K,00:09:34,59:19.338,11,22
41,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,adult,1,5376519,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_adult_1,3247112K,01:00:42,314.00M,62.73M,7437700K,00:08:29,46:52.036,6,18
42,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,adult,2,5376520,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_adult_2,3501464K,01:00:59,333.51M,65.16M,7614052K,00:11:10,01:00:25,6,18
43,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,adult,3,5376521,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_adult_3,3358760K,01:00:47,245.68M,47.99M,7401040K,00:06:55,22:10.230,5,12
44,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,adult,4,5376522,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_adult_4,3491916K,01:01:04,342.30M,104.06M,7603320K,00:08:47,01:00:29,8,20
45,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,Albert,0,5376523,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_Albert_0,5431072K,01:00:54,8662.60M,580.44M,9660032K,00:10:50,52:24.807,0,0
46,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,Albert,1,5376524,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_Albert_1,5713836K,01:00:55,8662.54M,580.44M,9773740K,00:11:00,58:22.348,0,0
47,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,Albert,2,5376525,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_Albert_2,5633800K,01:01:29,9196.25M,598.24M,9698800K,00:10:04,01:04:55,1,20
48,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,Albert,3,5376526,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_Albert_3,5508428K,01:00:56,8662.69M,580.44M,9554696K,00:10:29,52:08.217,0,0
49,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50,Albert,4,5376527,autosklearnBBCScoreEnsembleLatest_B_50_Nb_50_master_thesis_3600s1c8G_Albert_4,5641584K,01:00:57,8662.65M,580.44M,9711612K,00:10:42,52:24.649,0,0
