,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,cnae-9,0,5377273,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_0,3376644K,01:01:04,1939.29M,2130.79M,7703312K,00:04:01,20:58.562,38,46
1,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,cnae-9,1,5377274,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_1,3612164K,01:01:14,1363.50M,1739.46M,8627824K,00:10:29,54:33.898,62,76
2,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,cnae-9,2,5377275,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_2,2408552K,01:00:41,788.76M,596.60M,6462972K,00:03:44,05:54.558,8,12
3,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,cnae-9,3,5377276,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_3,3891784K,01:00:46,1022.60M,1514.99M,7652584K,00:06:25,30:44.106,59,73
4,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,cnae-9,4,5377277,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_4,3315216K,01:01:05,1812.11M,2011.71M,7369884K,00:07:04,31:11.562,49,66
5,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,higgs,0,5377278,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_0,4188104K,01:00:51,892.49M,117.46M,8548760K,00:08:38,51:58.403,3,17
6,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,higgs,1,5377279,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_1,3717752K,01:01:00,824.91M,115.26M,7766384K,00:08:41,46:33.234,3,15
7,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,higgs,2,5377280,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_2,4187588K,01:00:58,893.30M,117.80M,8546108K,00:08:36,01:02:29,3,16
8,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,higgs,3,5377281,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_3,4200848K,01:01:01,919.59M,141.77M,8260720K,00:09:45,01:05:11,3,17
9,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,higgs,4,5377282,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_4,4183728K,01:00:56,894.51M,117.73M,8324072K,00:08:53,57:59.692,3,16
10,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,kr-vs-kp,0,5377283,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_0,2315584K,08:00:03,292.16M,94.63M,6441584K,00:33:21,33:20.018,0,0
11,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,kr-vs-kp,1,5377284,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_1,3106976K,01:00:30,120.29M,306.39M,7215756K,00:06:28,13:56.780,9,14
12,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,kr-vs-kp,2,5377285,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_2,2672432K,01:00:26,124.17M,400.80M,7183608K,00:06:37,20:59.553,11,16
13,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,kr-vs-kp,3,5377286,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_3,3211932K,01:00:54,1051.43M,1293.50M,7447272K,00:09:21,48:50.595,70,86
14,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,kr-vs-kp,4,5377287,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_4,3185652K,01:00:16,120.02M,303.97M,7349264K,00:06:11,13:45.198,9,14
15,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,vehicle,0,5377288,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_0,3622688K,01:00:20,202.92M,675.02M,8086276K,00:04:42,15:15.055,59,72
16,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,vehicle,1,5377289,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_1,794684K,01:00:28,101.64M,213.59M,4896024K,00:03:52,07:22.456,15,18
17,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,vehicle,2,5377290,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_2,791536K,01:00:18,96.28M,79.35M,4893740K,00:04:03,05:29.116,5,8
18,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,vehicle,3,5377291,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_3,787160K,01:00:25,101.56M,204.83M,4897444K,00:04:15,07:31.099,14,16
19,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,vehicle,4,5377292,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_4,3904320K,01:00:21,129.59M,613.03M,8047724K,00:04:55,14:18.116,46,58
20,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,MiniBooNE,0,5377293,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_0,3887412K,01:00:28,1764.04M,127.62M,8153784K,00:08:59,01:04:06,2,18
21,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,MiniBooNE,1,5377294,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_1,4115268K,01:00:28,1712.59M,127.62M,9632348K,00:09:57,58:52.512,2,16
22,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,MiniBooNE,2,5377295,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_2,1418056K,01:00:13,884.81M,108.79M,5576400K,00:06:22,15:03.465,0,0
23,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,MiniBooNE,3,5377296,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_3,3894196K,01:00:25,1764.00M,127.62M,7977004K,00:08:55,58:53.003,2,18
24,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,MiniBooNE,4,5377297,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_4,3863720K,01:00:27,1817.34M,129.61M,9582892K,00:09:01,01:04:11,2,17
25,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,connect-4,0,5377298,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_0,3998512K,01:01:11,1027.28M,92.43M,8277812K,00:09:31,47:33.274,3,24
26,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,connect-4,1,5377299,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_1,3988840K,01:01:21,1089.77M,122.60M,8445356K,00:09:30,59:59.626,4,24
27,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,connect-4,2,5377300,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_2,3254556K,01:01:00,525.96M,80.63M,7775648K,00:05:00,14:11.203,2,10
28,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,connect-4,3,5377301,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_3,3992076K,01:01:07,757.90M,89.01M,8281776K,00:06:46,26:48.307,2,16
29,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,connect-4,4,5377302,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_4,3770352K,01:01:17,1114.10M,180.05M,8148344K,00:08:40,01:03:53,5,26
30,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,segment,0,5377303,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_segment_0,1376068K,01:00:13,102.01M,146.97M,5524596K,00:04:02,07:29.315,6,8
31,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,segment,1,5377304,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_segment_1,3290612K,01:00:51,700.46M,723.64M,7623664K,00:04:42,18:39.826,36,47
32,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,segment,2,5377305,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_segment_2,1444052K,01:00:28,121.50M,562.26M,7072876K,00:04:00,12:29.741,19,24
33,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,segment,3,5377306,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_segment_3,1407584K,01:00:14,104.51M,239.80M,5573932K,00:03:28,07:24.331,8,10
34,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,segment,4,5377307,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_segment_4,3555684K,01:00:33,1534.39M,2602.06M,8221712K,00:06:39,41:23.012,68,77
35,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,Australian,0,5377308,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_Australian_0,1203432K,01:00:22,132.63M,437.72M,5495164K,00:06:55,20:17.171,75,85
36,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,Australian,1,5377309,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_Australian_1,3160740K,01:00:28,154.24M,789.67M,7330596K,00:08:28,29:10.139,112,119
37,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,Australian,2,5377310,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_Australian_2,974888K,01:00:32,529.37M,604.69M,5197052K,00:05:39,17:35.963,47,55
38,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,Australian,3,5377311,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_Australian_3,1010828K,01:00:26,109.21M,280.33M,5132520K,00:04:05,12:42.470,30,34
39,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,Australian,4,5377312,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_Australian_4,770248K,01:00:16,102.58M,203.83M,4906524K,00:03:51,09:25.620,18,24
40,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,adult,0,5377313,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_adult_0,3084564K,01:00:41,322.28M,68.27M,7144068K,00:08:30,52:12.110,7,18
41,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,adult,1,5377314,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_adult_1,2808656K,01:00:43,335.24M,104.15M,7062692K,00:08:00,47:33.577,8,20
42,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,adult,2,5377315,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_adult_2,3061876K,01:00:56,245.89M,45.49M,7091612K,00:07:27,34:10.437,5,12
43,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,adult,3,5377316,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_adult_3,3258828K,01:00:55,395.49M,193.75M,7881332K,00:09:47,01:05:40,11,22
44,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,adult,4,5377317,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_adult_4,3494248K,01:00:58,388.48M,159.24M,7682304K,00:09:21,01:02:45,10,22
45,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,Albert,0,5377318,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_Albert_0,5599036K,01:01:37,9196.18M,576.36M,9652144K,00:11:11,59:40.102,1,20
46,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,Albert,1,5377319,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_Albert_1,5556440K,01:01:48,9196.23M,576.36M,9622032K,00:10:15,58:16.363,1,20
47,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,Albert,2,5377320,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_Albert_2,5618924K,01:01:04,8924.21M,561.83M,9672492K,00:10:50,58:15.361,0,0
48,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,Albert,3,5377321,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_Albert_3,5608428K,01:00:58,8663.16M,558.55M,9892464K,00:10:10,52:08.658,0,0
49,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100,Albert,4,5377322,autosklearnBBCEnsembleSelectionLatest_B_10_Nb_100_master_thesis_3600s1c8G_Albert_4,5551680K,01:01:08,8662.86M,558.55M,9605268K,00:11:06,58:43.589,0,0
