,tool,task,fold,JobID,JobName,MaxRSS,Elapsed,MaxDiskRead,MaxDiskWrite,MaxVMSize,MinCPU,TotalCPU,SMACModelsSUCCESS,SMACModelsALL
0,autosklearnThresholdout_scale05_ensemble1,cnae-9,0,5434067,autosklearnThresholdout_scale05_ensemble1_master_thesis_3600s1c8G_cnae-9_0,2160232K,01:00:15,327.44M,136.27M,6315664K,00:02:59,04:09.870,12,18
1,autosklearnThresholdout_scale05_ensemble1,cnae-9,1,5434068,autosklearnThresholdout_scale05_ensemble1_master_thesis_3600s1c8G_cnae-9_1,2469576K,01:00:16,504.03M,128.80M,6598376K,00:03:21,05:54.326,25,34
2,autosklearnThresholdout_scale05_ensemble1,cnae-9,2,5434069,autosklearnThresholdout_scale05_ensemble1_master_thesis_3600s1c8G_cnae-9_2,797632K,01:00:09,218.65M,51.75M,4872628K,00:03:08,03:33.736,5,8
3,autosklearnThresholdout_scale05_ensemble1,cnae-9,3,5434070,autosklearnThresholdout_scale05_ensemble1_master_thesis_3600s1c8G_cnae-9_3,800776K,01:00:09,284.33M,126.37M,4876908K,00:02:55,03:47.522,10,14
4,autosklearnThresholdout_scale05_ensemble1,cnae-9,4,5434071,autosklearnThresholdout_scale05_ensemble1_master_thesis_3600s1c8G_cnae-9_4,1852588K,01:00:22,453.17M,169.43M,5845192K,00:03:25,06:12.304,22,29
5,autosklearnThresholdout_scale05_ensemble1,higgs,0,5434072,autosklearnThresholdout_scale05_ensemble1_master_thesis_3600s1c8G_higgs_0,4232776K,01:02:59,1812.91M,1096.43M,8289364K,00:08:15,45:08.658,7,16
6,autosklearnThresholdout_scale05_ensemble1,higgs,1,5434073,autosklearnThresholdout_scale05_ensemble1_master_thesis_3600s1c8G_higgs_1,3581204K,01:02:41,1367.18M,894.69M,7624076K,00:07:01,28:31.634,4,8
7,autosklearnThresholdout_scale05_ensemble1,higgs,2,5434074,autosklearnThresholdout_scale05_ensemble1_master_thesis_3600s1c8G_higgs_2,4234052K,01:01:01,2293.81M,1255.19M,8218216K,00:08:18,58:41.548,11,25
8,autosklearnThresholdout_scale05_ensemble1,higgs,3,5434075,autosklearnThresholdout_scale05_ensemble1_master_thesis_3600s1c8G_higgs_3,3584176K,01:00:39,1053.54M,894.36M,7624588K,00:05:41,14:20.516,4,6
9,autosklearnThresholdout_scale05_ensemble1,higgs,4,5434076,autosklearnThresholdout_scale05_ensemble1_master_thesis_3600s1c8G_higgs_4,4224848K,01:00:29,1174.05M,1702.80M,8208380K,00:08:46,58:43.113,13,27
